campaign_key	faction_key	level	skill_key	subculture_key	image_path	unlocked_at_rank
		1	vik_general_back_spearmen_skill_circenn		x	0
		1	vik_general_back_spearmen_skill_dyflin		x	0
		1	vik_general_back_spearmen_skill_east_engle		x	0
		1	vik_general_back_spearmen_skill_gwined		x	0
		1	vik_general_back_spearmen_skill_mide		x	0
		1	vik_general_back_spearmen_skill_mierce		x	0
		1	vik_general_back_spearmen_skill_northymbre		x	0
		1	vik_general_back_spearmen_skill_strat_clut		x	0
		1	vik_general_back_spearmen_skill_sudreyar		x	0
		1	vik_general_back_spearmen_skill_west_seaxe		x	0
		1	vik_general_back_spearmen_upkeep		x	0
		1	vik_general_back_spearmen_upkeep_circenn		x	0
		1	vik_general_back_spearmen_upkeep_dyflin		x	0
		1	vik_general_back_spearmen_upkeep_east_engle		x	0
		1	vik_general_back_spearmen_upkeep_gwined		x	0
		1	vik_general_back_spearmen_upkeep_mide		x	0
		1	vik_general_back_spearmen_upkeep_mierce		x	0
		1	vik_general_back_spearmen_upkeep_northymbre		x	0
		1	vik_general_back_spearmen_upkeep_strat_clut		x	0
		1	vik_general_back_spearmen_upkeep_sudreyar		x	0
		1	vik_general_back_spearmen_upkeep_west_seaxe		x	0
		1	vik_general_back_warrior		x	0
		1	vik_general_back_warrior_circenn		x	0
		1	vik_general_back_warrior_dyflin		x	0
		1	vik_general_back_warrior_east_engle		x	0
		1	vik_general_back_warrior_gwined		x	0
		1	vik_general_back_warrior_mide		x	0
		1	vik_general_back_warrior_mierce		x	0
		1	vik_general_back_warrior_northymbre		x	0
		1	vik_general_back_warrior_strat_clut		x	0
		1	vik_general_back_warrior_sudreyar		x	0
		1	vik_general_back_warrior_west_seaxe		x	0
		2	vik_follower_bard		x	0
		2	vik_follower_bard_circenn		x	0
		2	vik_follower_bard_dyflin		x	0
		2	vik_follower_bard_east_engle		x	0
		2	vik_follower_bard_gwined		x	0
		2	vik_follower_bard_mide		x	0
		2	vik_follower_bard_mierce		x	0
		2	vik_follower_bard_northymbre		x	0
		2	vik_follower_bard_strat_clut		x	0
		2	vik_follower_bard_sudreyar		x	0
		2	vik_follower_bard_west_seaxe		x	0
		2	vik_follower_champion		x	0
		2	vik_follower_champion_circenn		x	0
		2	vik_follower_champion_dyflin		x	0
		2	vik_follower_champion_east_engle		x	0
		2	vik_follower_champion_gwined		x	0
		2	vik_follower_champion_mide		x	0
		2	vik_follower_champion_mierce		x	0
		2	vik_follower_champion_northymbre		x	0
		2	vik_follower_champion_strat_clut		x	0
		2	vik_follower_champion_sudreyar		x	0
		2	vik_follower_champion_west_seaxe		x	0
		2	vik_follower_forager		x	0
		2	vik_follower_forager_circenn		x	0
		2	vik_follower_forager_dyflin		x	0
		2	vik_follower_forager_east_engle		x	0
		2	vik_follower_forager_gwined		x	0
		2	vik_follower_forager_mide		x	0
		2	vik_follower_forager_mierce		x	0
		2	vik_follower_forager_northymbre		x	0
		2	vik_follower_forager_strat_clut		x	0
		2	vik_follower_forager_sudreyar		x	0
		2	vik_follower_forager_west_seaxe		x	0
		2	vik_follower_pillager		x	0
		2	vik_follower_pillager_circenn		x	0
		2	vik_follower_pillager_dyflin		x	0
		2	vik_follower_pillager_east_engle		x	0
		2	vik_follower_pillager_gwined		x	0
		2	vik_follower_pillager_mide		x	0
		2	vik_follower_pillager_mierce		x	0
		2	vik_follower_pillager_northymbre		x	0
		2	vik_follower_pillager_strat_clut		x	0
		2	vik_follower_pillager_sudreyar		x	0
		2	vik_follower_pillager_west_seaxe		x	0
		2	vik_follower_priest		x	0
		2	vik_follower_priest_circenn		x	0
		2	vik_follower_priest_dyflin		x	0
		2	vik_follower_priest_east_engle		x	0
		2	vik_follower_priest_gwined		x	0
		2	vik_follower_priest_mide		x	0
		2	vik_follower_priest_mierce		x	0
		2	vik_follower_priest_northymbre		x	0
		2	vik_follower_priest_strat_clut		x	0
		2	vik_follower_priest_sudreyar		x	0
		2	vik_follower_priest_west_seaxe		x	0
		2	vik_follower_quartermaster		x	0
		2	vik_follower_quartermaster_circenn		x	0
		2	vik_follower_quartermaster_dyflin		x	0
		2	vik_follower_quartermaster_east_engle		x	0
		2	vik_follower_quartermaster_gwined		x	0
		2	vik_follower_quartermaster_mide		x	0
		2	vik_follower_quartermaster_mierce		x	0
		2	vik_follower_quartermaster_northymbre		x	0
		2	vik_follower_quartermaster_strat_clut		x	0
		2	vik_follower_quartermaster_sudreyar		x	0
		2	vik_follower_quartermaster_west_seaxe		x	0
		2	vik_follower_scribe		x	0
		2	vik_follower_scribe_circenn		x	0
		2	vik_follower_scribe_dyflin		x	0
		2	vik_follower_scribe_east_engle		x	0
		2	vik_follower_scribe_gwined		x	0
		2	vik_follower_scribe_mide		x	0
		2	vik_follower_scribe_mierce		x	0
		2	vik_follower_scribe_northymbre		x	0
		2	vik_follower_scribe_strat_clut		x	0
		2	vik_follower_scribe_sudreyar		x	0
		2	vik_follower_scribe_west_seaxe		x	0
		2	vik_follower_siege_engineer		x	0
		2	vik_follower_siege_engineer_circenn		x	0
		2	vik_follower_siege_engineer_dyflin		x	0
		2	vik_follower_siege_engineer_east_engle		x	0
		2	vik_follower_siege_engineer_gwined		x	0
		2	vik_follower_siege_engineer_mide		x	0
		2	vik_follower_siege_engineer_mierce		x	0
		2	vik_follower_siege_engineer_northymbre		x	0
		2	vik_follower_siege_engineer_strat_clut		x	0
		2	vik_follower_siege_engineer_sudreyar		x	0
		2	vik_follower_siege_engineer_west_seaxe		x	0
		1	vik_back_wife_ambitious_northleode		x	0
		1	vik_back_wife_arrogant_northleode		x	0
		1	vik_back_wife_brutal_northleode		x	0
		1	vik_back_wife_charming_northleode		x	0
		1	vik_back_wife_demanding_northleode		x	0
		1	vik_back_wife_educated_northleode		x	0
		1	vik_back_wife_faithful_northleode		x	0
		1	vik_back_wife_gossip_northleode		x	0
		1	vik_back_wife_loyal_northleode		x	0
		1	vik_back_wife_midwife_northleode		x	0
		1	vik_back_wife_natural_beauty_northleode		x	0
		1	vik_back_wife_noble_northleode		x	0
		1	vik_back_wife_organised_northleode		x	0
		1	vik_back_wife_peaceful_northleode		x	0
		1	vik_back_wife_renowned_northleode		x	0
		1	vik_back_wife_sensible_northleode		x	0
		1	vik_back_wife_shieldmaiden_northleode		x	0
		1	vik_back_wife_strict_northleode		x	0
		1	vik_back_wife_ugly_northleode		x	0
		1	vik_back_wife_unfaithful_northleode		x	0
		1	vik_back_wife_wasteful_northleode		x	0
		1	vik_back_wife_wealthy_northleode		x	0
		1	vik_back_wife_well_connected_northleode		x	0
		1	vik_back_wife_wise_northleode		x	0
		1	vik_follower_bard_northleode		x	0
		1	vik_follower_champion_northleode		x	0
		1	vik_follower_forager_northleode		x	0
		1	vik_follower_pillager_northleode		x	0
		1	vik_follower_priest_northleode		x	0
		1	vik_follower_quartermaster_northleode		x	0
		1	vik_follower_scribe_northleode		x	0
		1	vik_follower_siege_engineer_northleode		x	0
		1	vik_general_back_born_commander_northleode		x	0
		1	vik_general_back_born_governor_northleode		x	0
		1	vik_general_back_cavalry_recruitment_northleode		x	0
		1	vik_general_back_cavalry_upkeep_northleode		x	0
		1	vik_general_back_champion_rider_northleode		x	0
		1	vik_general_back_defender_northleode		x	0
		1	vik_general_back_farmer_northleode		x	0
		1	vik_general_back_fearless_northleode		x	0
		1	vik_general_back_landowner_northleode		x	0
		1	vik_general_back_melee_skill_northleode		x	0
		1	vik_general_back_melee_upkeep_northleode		x	0
		1	vik_general_back_merchant_northleode		x	0
		1	vik_general_back_miner_northleode		x	0
		1	vik_general_back_missile_damage_northleode		x	0
		1	vik_general_back_missile_recruitment_northleode		x	0
		1	vik_general_back_missile_upkeep_northleode		x	0
		1	vik_general_back_negotiator_northleode		x	0
		1	vik_general_back_passionate_northleode		x	0
		1	vik_general_back_pastor_northleode		x	0
		1	vik_general_back_seafarer_northleode		x	0
		1	vik_general_back_spearmen_recruitment_northleode		x	0
		1	vik_general_back_spearmen_skill_northleode		x	0
		1	vik_general_back_spearmen_upkeep_northleode		x	0
		1	vik_general_back_warrior_northleode		x	0
		2	vik_follower_bard_northleode		x	0
		2	vik_follower_champion_northleode		x	0
		2	vik_follower_forager_northleode		x	0
		2	vik_follower_pillager_northleode		x	0
		2	vik_follower_priest_northleode		x	0
		2	vik_follower_quartermaster_northleode		x	0
		2	vik_follower_scribe_northleode		x	0
		2	vik_follower_siege_engineer_northleode		x	0
