id	incident_key	option_key	value
27279436	sw_foreign_grumpy_neighbours_vik_reg_ceaster	GEN_CND_OWNS	
27279437	sw_foreign_grumpy_neighbours_vik_reg_cetretha	GEN_TARGET_REGION	
27279438	sw_foreign_grumpy_neighbours_vik_reg_cetretha	GEN_CND_REGION	vik_reg_cetretha
27279439	sw_foreign_grumpy_neighbours_vik_reg_cetretha	VAR_CHANCE	100
27279440	sw_foreign_grumpy_neighbours_vik_reg_cetretha	GEN_CND_OWNS	
27279441	sw_foreign_grumpy_neighbours_vik_reg_cippanhamm	GEN_TARGET_REGION	
27279442	sw_foreign_grumpy_neighbours_vik_reg_cippanhamm	GEN_CND_REGION	vik_reg_cippanhamm
27279443	sw_foreign_grumpy_neighbours_vik_reg_cippanhamm	VAR_CHANCE	100
27279444	sw_foreign_grumpy_neighbours_vik_reg_cippanhamm	GEN_CND_OWNS	
27279445	sw_foreign_grumpy_neighbours_vik_reg_colneceaster	GEN_TARGET_REGION	
27279446	sw_foreign_grumpy_neighbours_vik_reg_colneceaster	GEN_CND_REGION	vik_reg_colneceaster
27279447	sw_foreign_grumpy_neighbours_vik_reg_colneceaster	VAR_CHANCE	100
27279448	sw_foreign_grumpy_neighbours_vik_reg_colneceaster	GEN_CND_OWNS	
27279449	sw_foreign_grumpy_neighbours_vik_reg_corcach	GEN_TARGET_REGION	
27279450	sw_foreign_grumpy_neighbours_vik_reg_corcach	GEN_CND_REGION	vik_reg_corcach
27279451	sw_foreign_grumpy_neighbours_vik_reg_corcach	VAR_CHANCE	100
27279452	sw_foreign_grumpy_neighbours_vik_reg_corcach	GEN_CND_OWNS	
27279453	sw_foreign_grumpy_neighbours_vik_reg_dinefwr	GEN_TARGET_REGION	
27279454	sw_foreign_grumpy_neighbours_vik_reg_dinefwr	GEN_CND_REGION	vik_reg_dinefwr
27279455	sw_foreign_grumpy_neighbours_vik_reg_dinefwr	VAR_CHANCE	100
27279456	sw_foreign_grumpy_neighbours_vik_reg_dinefwr	GEN_CND_OWNS	
27279457	sw_foreign_grumpy_neighbours_vik_reg_doreceaster	GEN_TARGET_REGION	
27279458	sw_foreign_grumpy_neighbours_vik_reg_doreceaster	GEN_CND_REGION	vik_reg_doreceaster
27279459	sw_foreign_grumpy_neighbours_vik_reg_doreceaster	VAR_CHANCE	100
27279460	sw_foreign_grumpy_neighbours_vik_reg_doreceaster	GEN_CND_OWNS	
27279461	sw_foreign_grumpy_neighbours_vik_reg_druim_da_ethiar	GEN_TARGET_REGION	
27279462	sw_foreign_grumpy_neighbours_vik_reg_druim_da_ethiar	GEN_CND_REGION	vik_reg_druim_da_ethiar
27279463	sw_foreign_grumpy_neighbours_vik_reg_druim_da_ethiar	VAR_CHANCE	100
27279464	sw_foreign_grumpy_neighbours_vik_reg_druim_da_ethiar	GEN_CND_OWNS	
27279465	sw_foreign_grumpy_neighbours_vik_reg_dun_att	GEN_TARGET_REGION	
27279466	sw_foreign_grumpy_neighbours_vik_reg_dun_att	GEN_CND_REGION	vik_reg_dun_att
27279467	sw_foreign_grumpy_neighbours_vik_reg_dun_att	VAR_CHANCE	100
27279468	sw_foreign_grumpy_neighbours_vik_reg_dun_att	GEN_CND_OWNS	
27279469	sw_foreign_grumpy_neighbours_vik_reg_dun_foither	GEN_TARGET_REGION	
27279470	sw_foreign_grumpy_neighbours_vik_reg_dun_foither	GEN_CND_REGION	vik_reg_dun_foither
27279471	sw_foreign_grumpy_neighbours_vik_reg_dun_foither	VAR_CHANCE	100
27279472	sw_foreign_grumpy_neighbours_vik_reg_dun_foither	GEN_CND_OWNS	
27279473	sw_foreign_grumpy_neighbours_vik_reg_dun_patraic	GEN_TARGET_REGION	
27279474	sw_foreign_grumpy_neighbours_vik_reg_dun_patraic	GEN_CND_REGION	vik_reg_dun_patraic
27279475	sw_foreign_grumpy_neighbours_vik_reg_dun_patraic	VAR_CHANCE	100
27279476	sw_foreign_grumpy_neighbours_vik_reg_dun_patraic	GEN_CND_OWNS	
27279477	sw_foreign_grumpy_neighbours_vik_reg_dun_sebuirgi	GEN_TARGET_REGION	
27279478	sw_foreign_grumpy_neighbours_vik_reg_dun_sebuirgi	GEN_CND_REGION	vik_reg_dun_sebuirgi
27279479	sw_foreign_grumpy_neighbours_vik_reg_dun_sebuirgi	VAR_CHANCE	100
27279480	sw_foreign_grumpy_neighbours_vik_reg_dun_sebuirgi	GEN_CND_OWNS	
27279481	sw_foreign_grumpy_neighbours_vik_reg_dyflin	GEN_TARGET_REGION	
27279482	sw_foreign_grumpy_neighbours_vik_reg_dyflin	GEN_CND_REGION	vik_reg_dyflin
27279483	sw_foreign_grumpy_neighbours_vik_reg_dyflin	VAR_CHANCE	100
27279484	sw_foreign_grumpy_neighbours_vik_reg_dyflin	GEN_CND_OWNS	
27279485	sw_foreign_grumpy_neighbours_vik_reg_eidenburg	GEN_TARGET_REGION	
27279486	sw_foreign_grumpy_neighbours_vik_reg_eidenburg	GEN_CND_REGION	vik_reg_eidenburg
27279487	sw_foreign_grumpy_neighbours_vik_reg_eidenburg	VAR_CHANCE	100
27279488	sw_foreign_grumpy_neighbours_vik_reg_eidenburg	GEN_CND_OWNS	
27279489	sw_foreign_grumpy_neighbours_vik_reg_eoferwic	GEN_TARGET_REGION	
27279490	sw_foreign_grumpy_neighbours_vik_reg_eoferwic	GEN_CND_REGION	vik_reg_eoferwic
27279491	sw_foreign_grumpy_neighbours_vik_reg_eoferwic	VAR_CHANCE	100
27279492	sw_foreign_grumpy_neighbours_vik_reg_eoferwic	GEN_CND_OWNS	
27279493	sw_foreign_grumpy_neighbours_vik_reg_exanceaster	GEN_TARGET_REGION	
27279494	sw_foreign_grumpy_neighbours_vik_reg_exanceaster	GEN_CND_REGION	vik_reg_exanceaster
27279495	sw_foreign_grumpy_neighbours_vik_reg_exanceaster	VAR_CHANCE	100
27279496	sw_foreign_grumpy_neighbours_vik_reg_exanceaster	GEN_CND_OWNS	
27279497	sw_foreign_grumpy_neighbours_vik_reg_gleawceaster	GEN_TARGET_REGION	
27279498	sw_foreign_grumpy_neighbours_vik_reg_gleawceaster	GEN_CND_REGION	vik_reg_gleawceaster
27279499	sw_foreign_grumpy_neighbours_vik_reg_gleawceaster	VAR_CHANCE	100
27279500	sw_foreign_grumpy_neighbours_vik_reg_gleawceaster	GEN_CND_OWNS	
27279501	sw_foreign_grumpy_neighbours_vik_reg_grantabrycg	GEN_TARGET_REGION	
27279502	sw_foreign_grumpy_neighbours_vik_reg_grantabrycg	GEN_CND_REGION	vik_reg_grantabrycg
27279503	sw_foreign_grumpy_neighbours_vik_reg_grantabrycg	VAR_CHANCE	100
27279504	sw_foreign_grumpy_neighbours_vik_reg_grantabrycg	GEN_CND_OWNS	
27279505	sw_foreign_grumpy_neighbours_vik_reg_grianan_aileach	GEN_TARGET_REGION	
27279506	sw_foreign_grumpy_neighbours_vik_reg_grianan_aileach	GEN_CND_REGION	vik_reg_grianan_aileach
27279507	sw_foreign_grumpy_neighbours_vik_reg_grianan_aileach	VAR_CHANCE	100
27279508	sw_foreign_grumpy_neighbours_vik_reg_grianan_aileach	GEN_CND_OWNS	
27279509	sw_foreign_grumpy_neighbours_vik_reg_guvan	GEN_TARGET_REGION	
27279510	sw_foreign_grumpy_neighbours_vik_reg_guvan	GEN_CND_REGION	vik_reg_guvan
27279511	sw_foreign_grumpy_neighbours_vik_reg_guvan	VAR_CHANCE	100
27279512	sw_foreign_grumpy_neighbours_vik_reg_guvan	GEN_CND_OWNS	
27279513	sw_foreign_grumpy_neighbours_vik_reg_haestingas	GEN_TARGET_REGION	
27279514	sw_foreign_grumpy_neighbours_vik_reg_haestingas	GEN_CND_REGION	vik_reg_haestingas
27279515	sw_foreign_grumpy_neighbours_vik_reg_haestingas	VAR_CHANCE	100
27279516	sw_foreign_grumpy_neighbours_vik_reg_haestingas	GEN_CND_OWNS	
27279517	sw_foreign_grumpy_neighbours_vik_reg_hlymrekr	GEN_TARGET_REGION	
27279518	sw_foreign_grumpy_neighbours_vik_reg_hlymrekr	GEN_CND_REGION	vik_reg_hlymrekr
27279519	sw_foreign_grumpy_neighbours_vik_reg_hlymrekr	VAR_CHANCE	100
27279520	sw_foreign_grumpy_neighbours_vik_reg_hlymrekr	GEN_CND_OWNS	
27279521	sw_foreign_grumpy_neighbours_vik_reg_inis_faithlenn	GEN_TARGET_REGION	
27279522	sw_foreign_grumpy_neighbours_vik_reg_inis_faithlenn	GEN_CND_REGION	vik_reg_inis_faithlenn
27279523	sw_foreign_grumpy_neighbours_vik_reg_inis_faithlenn	VAR_CHANCE	100
27279524	sw_foreign_grumpy_neighbours_vik_reg_inis_faithlenn	GEN_CND_OWNS	
27279525	sw_foreign_grumpy_neighbours_vik_reg_ioua	GEN_TARGET_REGION	
27279526	sw_foreign_grumpy_neighbours_vik_reg_ioua	GEN_CND_REGION	vik_reg_ioua
27279527	sw_foreign_grumpy_neighbours_vik_reg_ioua	VAR_CHANCE	100
27279528	sw_foreign_grumpy_neighbours_vik_reg_ioua	GEN_CND_OWNS	
27279529	sw_foreign_grumpy_neighbours_vik_reg_lindcylne	GEN_TARGET_REGION	
27279530	sw_foreign_grumpy_neighbours_vik_reg_lindcylne	GEN_CND_REGION	vik_reg_lindcylne
27279531	sw_foreign_grumpy_neighbours_vik_reg_lindcylne	VAR_CHANCE	100
27279532	sw_foreign_grumpy_neighbours_vik_reg_lindcylne	GEN_CND_OWNS	
27279533	sw_foreign_grumpy_neighbours_vik_reg_loidis	GEN_TARGET_REGION	
27279534	sw_foreign_grumpy_neighbours_vik_reg_loidis	GEN_CND_REGION	vik_reg_loidis
27279535	sw_foreign_grumpy_neighbours_vik_reg_loidis	VAR_CHANCE	100
27279536	sw_foreign_grumpy_neighbours_vik_reg_loidis	GEN_CND_OWNS	
27279537	sw_foreign_grumpy_neighbours_vik_reg_lunden	GEN_TARGET_REGION	
27279538	sw_foreign_grumpy_neighbours_vik_reg_lunden	GEN_CND_REGION	vik_reg_lunden
27279539	sw_foreign_grumpy_neighbours_vik_reg_lunden	VAR_CHANCE	100
27279540	sw_foreign_grumpy_neighbours_vik_reg_lunden	GEN_CND_OWNS	
27279541	sw_foreign_grumpy_neighbours_vik_reg_mameceaster	GEN_TARGET_REGION	
27279542	sw_foreign_grumpy_neighbours_vik_reg_mameceaster	GEN_CND_REGION	vik_reg_mameceaster
27279543	sw_foreign_grumpy_neighbours_vik_reg_mameceaster	VAR_CHANCE	100
27279544	sw_foreign_grumpy_neighbours_vik_reg_mameceaster	GEN_CND_OWNS	
27279545	sw_foreign_grumpy_neighbours_vik_reg_nas	GEN_TARGET_REGION	
27279546	sw_foreign_grumpy_neighbours_vik_reg_nas	GEN_CND_REGION	vik_reg_nas
27279547	sw_foreign_grumpy_neighbours_vik_reg_nas	VAR_CHANCE	100
27279548	sw_foreign_grumpy_neighbours_vik_reg_nas	GEN_CND_OWNS	
27279549	sw_foreign_grumpy_neighbours_vik_reg_northhamtun	GEN_TARGET_REGION	
27279550	sw_foreign_grumpy_neighbours_vik_reg_northhamtun	GEN_CND_REGION	vik_reg_northhamtun
27279551	sw_foreign_grumpy_neighbours_vik_reg_northhamtun	VAR_CHANCE	100
27279552	sw_foreign_grumpy_neighbours_vik_reg_northhamtun	GEN_CND_OWNS	
27279553	sw_foreign_grumpy_neighbours_vik_reg_northwic	GEN_TARGET_REGION	
27279554	sw_foreign_grumpy_neighbours_vik_reg_northwic	GEN_CND_REGION	vik_reg_northwic
27279555	sw_foreign_grumpy_neighbours_vik_reg_northwic	VAR_CHANCE	100
27279556	sw_foreign_grumpy_neighbours_vik_reg_northwic	GEN_CND_OWNS	
27279557	sw_foreign_grumpy_neighbours_vik_reg_rath_cruachan	GEN_TARGET_REGION	
27279558	sw_foreign_grumpy_neighbours_vik_reg_rath_cruachan	GEN_CND_REGION	vik_reg_rath_cruachan
27279559	sw_foreign_grumpy_neighbours_vik_reg_rath_cruachan	VAR_CHANCE	100
27279560	sw_foreign_grumpy_neighbours_vik_reg_rath_cruachan	GEN_CND_OWNS	
27279561	sw_foreign_grumpy_neighbours_vik_reg_rendlesham	GEN_TARGET_REGION	
27279562	sw_foreign_grumpy_neighbours_vik_reg_rendlesham	GEN_CND_REGION	vik_reg_rendlesham
27279563	sw_foreign_grumpy_neighbours_vik_reg_rendlesham	VAR_CHANCE	100
27279564	sw_foreign_grumpy_neighbours_vik_reg_rendlesham	GEN_CND_OWNS	
27279565	sw_foreign_grumpy_neighbours_vik_reg_scoan	GEN_TARGET_REGION	
27279566	sw_foreign_grumpy_neighbours_vik_reg_scoan	GEN_CND_REGION	vik_reg_scoan
27279567	sw_foreign_grumpy_neighbours_vik_reg_scoan	VAR_CHANCE	100
27279568	sw_foreign_grumpy_neighbours_vik_reg_scoan	GEN_CND_OWNS	
27279569	sw_foreign_grumpy_neighbours_vik_reg_seolesigge	GEN_TARGET_REGION	
27279570	sw_foreign_grumpy_neighbours_vik_reg_seolesigge	GEN_CND_REGION	vik_reg_seolesigge
27279571	sw_foreign_grumpy_neighbours_vik_reg_seolesigge	VAR_CHANCE	100
27279572	sw_foreign_grumpy_neighbours_vik_reg_seolesigge	GEN_CND_OWNS	
27279573	sw_foreign_grumpy_neighbours_vik_reg_snotingaham	GEN_TARGET_REGION	
27279574	sw_foreign_grumpy_neighbours_vik_reg_snotingaham	GEN_CND_REGION	vik_reg_snotingaham
27279575	sw_foreign_grumpy_neighbours_vik_reg_snotingaham	VAR_CHANCE	100
27279576	sw_foreign_grumpy_neighbours_vik_reg_snotingaham	GEN_CND_OWNS	
27279577	sw_foreign_grumpy_neighbours_vik_reg_steanford	GEN_TARGET_REGION	
27279578	sw_foreign_grumpy_neighbours_vik_reg_steanford	GEN_CND_REGION	vik_reg_steanford
27279579	sw_foreign_grumpy_neighbours_vik_reg_steanford	VAR_CHANCE	100
27279580	sw_foreign_grumpy_neighbours_vik_reg_steanford	GEN_CND_OWNS	
27279581	sw_foreign_grumpy_neighbours_vik_reg_tamworthige	GEN_TARGET_REGION	
27279582	sw_foreign_grumpy_neighbours_vik_reg_tamworthige	GEN_CND_REGION	vik_reg_tamworthige
27279583	sw_foreign_grumpy_neighbours_vik_reg_tamworthige	VAR_CHANCE	100
27279584	sw_foreign_grumpy_neighbours_vik_reg_tamworthige	GEN_CND_OWNS	
27279585	sw_foreign_grumpy_neighbours_vik_reg_tintagol	GEN_TARGET_REGION	
27279586	sw_foreign_grumpy_neighbours_vik_reg_tintagol	GEN_CND_REGION	vik_reg_tintagol
27279587	sw_foreign_grumpy_neighbours_vik_reg_tintagol	VAR_CHANCE	100
27279588	sw_foreign_grumpy_neighbours_vik_reg_tintagol	GEN_CND_OWNS	
27279589	sw_foreign_grumpy_neighbours_vik_reg_tor_in_duine	GEN_TARGET_REGION	
27279590	sw_foreign_grumpy_neighbours_vik_reg_tor_in_duine	GEN_CND_REGION	vik_reg_tor_in_duine
27279591	sw_foreign_grumpy_neighbours_vik_reg_tor_in_duine	VAR_CHANCE	100
27279592	sw_foreign_grumpy_neighbours_vik_reg_tor_in_duine	GEN_CND_OWNS	
27279593	sw_foreign_grumpy_neighbours_vik_reg_vedrafjordr	GEN_TARGET_REGION	
27279594	sw_foreign_grumpy_neighbours_vik_reg_vedrafjordr	GEN_CND_REGION	vik_reg_vedrafjordr
27279595	sw_foreign_grumpy_neighbours_vik_reg_vedrafjordr	VAR_CHANCE	100
27279596	sw_foreign_grumpy_neighbours_vik_reg_vedrafjordr	GEN_CND_OWNS	
27279597	sw_foreign_grumpy_neighbours_vik_reg_veisafjordr	GEN_TARGET_REGION	
27279598	sw_foreign_grumpy_neighbours_vik_reg_veisafjordr	GEN_CND_REGION	vik_reg_veisafjordr
27279599	sw_foreign_grumpy_neighbours_vik_reg_veisafjordr	VAR_CHANCE	100
27279600	sw_foreign_grumpy_neighbours_vik_reg_veisafjordr	GEN_CND_OWNS	
27279601	sw_foreign_grumpy_neighbours_vik_reg_waerincwicum	GEN_TARGET_REGION	
27279602	sw_foreign_grumpy_neighbours_vik_reg_waerincwicum	GEN_CND_REGION	vik_reg_waerincwicum
27279603	sw_foreign_grumpy_neighbours_vik_reg_waerincwicum	VAR_CHANCE	100
27279604	sw_foreign_grumpy_neighbours_vik_reg_waerincwicum	GEN_CND_OWNS	
27279605	sw_foreign_grumpy_neighbours_vik_reg_werham	GEN_TARGET_REGION	
27279606	sw_foreign_grumpy_neighbours_vik_reg_werham	GEN_CND_REGION	vik_reg_werham
27279607	sw_foreign_grumpy_neighbours_vik_reg_werham	VAR_CHANCE	100
27279608	sw_foreign_grumpy_neighbours_vik_reg_werham	GEN_CND_OWNS	
27279609	sw_foreign_grumpy_neighbours_vik_reg_wintanceaster	GEN_TARGET_REGION	
27279610	sw_foreign_grumpy_neighbours_vik_reg_wintanceaster	GEN_CND_REGION	vik_reg_wintanceaster
27279611	sw_foreign_grumpy_neighbours_vik_reg_wintanceaster	VAR_CHANCE	100
27279612	sw_foreign_grumpy_neighbours_vik_reg_wintanceaster	GEN_CND_OWNS	
27279613	sw_foreign_grumpy_neighbours_vik_reg_abberdeon	GEN_TARGET_REGION	
27279614	sw_foreign_grumpy_neighbours_vik_reg_abberdeon	GEN_CND_REGION	vik_reg_abberdeon
27279615	sw_foreign_grumpy_neighbours_vik_reg_abberdeon	VAR_CHANCE	100
27279616	sw_foreign_grumpy_neighbours_vik_reg_abberdeon	GEN_CND_OWNS	
27279617	sw_foreign_grumpy_neighbours_vik_reg_aebburcurnig	GEN_TARGET_REGION	
27279618	sw_foreign_grumpy_neighbours_vik_reg_aebburcurnig	GEN_CND_REGION	vik_reg_aebburcurnig
27279619	sw_foreign_grumpy_neighbours_vik_reg_aebburcurnig	VAR_CHANCE	100
27279620	sw_foreign_grumpy_neighbours_vik_reg_aebburcurnig	GEN_CND_OWNS	
27279621	sw_foreign_grumpy_neighbours_vik_reg_aelmham	GEN_TARGET_REGION	
27279622	sw_foreign_grumpy_neighbours_vik_reg_aelmham	GEN_CND_REGION	vik_reg_aelmham
27279623	sw_foreign_grumpy_neighbours_vik_reg_aelmham	VAR_CHANCE	100
27279624	sw_foreign_grumpy_neighbours_vik_reg_aelmham	GEN_CND_OWNS	
27279625	sw_foreign_grumpy_neighbours_vik_reg_alclyt	GEN_TARGET_REGION	
27279626	sw_foreign_grumpy_neighbours_vik_reg_alclyt	GEN_CND_REGION	vik_reg_alclyt
27279627	sw_foreign_grumpy_neighbours_vik_reg_alclyt	VAR_CHANCE	100
27279628	sw_foreign_grumpy_neighbours_vik_reg_alclyt	GEN_CND_OWNS	
27279629	sw_foreign_grumpy_neighbours_vik_reg_alt_clut	GEN_TARGET_REGION	
27279630	sw_foreign_grumpy_neighbours_vik_reg_alt_clut	GEN_CND_REGION	vik_reg_alt_clut
27279631	sw_foreign_grumpy_neighbours_vik_reg_alt_clut	VAR_CHANCE	100
27279632	sw_foreign_grumpy_neighbours_vik_reg_alt_clut	GEN_CND_OWNS	
27279633	sw_foreign_grumpy_neighbours_vik_reg_an_tinbhear_mor	GEN_TARGET_REGION	
27279634	sw_foreign_grumpy_neighbours_vik_reg_an_tinbhear_mor	GEN_CND_REGION	vik_reg_an_tinbhear_mor
27279635	sw_foreign_grumpy_neighbours_vik_reg_an_tinbhear_mor	VAR_CHANCE	100
27279636	sw_foreign_grumpy_neighbours_vik_reg_an_tinbhear_mor	GEN_CND_OWNS	
27279637	sw_foreign_grumpy_neighbours_vik_reg_aporcrosan	GEN_TARGET_REGION	
27279638	sw_foreign_grumpy_neighbours_vik_reg_aporcrosan	GEN_CND_REGION	vik_reg_aporcrosan
27279639	sw_foreign_grumpy_neighbours_vik_reg_aporcrosan	VAR_CHANCE	100
27279640	sw_foreign_grumpy_neighbours_vik_reg_aporcrosan	GEN_CND_OWNS	
27279641	sw_foreign_grumpy_neighbours_vik_reg_ard_fert	GEN_TARGET_REGION	
27279642	sw_foreign_grumpy_neighbours_vik_reg_ard_fert	GEN_CND_REGION	vik_reg_ard_fert
27279643	sw_foreign_grumpy_neighbours_vik_reg_ard_fert	VAR_CHANCE	100
27279644	sw_foreign_grumpy_neighbours_vik_reg_ard_fert	GEN_CND_OWNS	
27279645	sw_foreign_grumpy_neighbours_vik_reg_ard_macha	GEN_TARGET_REGION	
27279646	sw_foreign_grumpy_neighbours_vik_reg_ard_macha	GEN_CND_REGION	vik_reg_ard_macha
27279647	sw_foreign_grumpy_neighbours_vik_reg_ard_macha	VAR_CHANCE	100
27279648	sw_foreign_grumpy_neighbours_vik_reg_ard_macha	GEN_CND_OWNS	
27279649	sw_foreign_grumpy_neighbours_vik_reg_ard_mor	GEN_TARGET_REGION	
27279650	sw_foreign_grumpy_neighbours_vik_reg_ard_mor	GEN_CND_REGION	vik_reg_ard_mor
27279651	sw_foreign_grumpy_neighbours_vik_reg_ard_mor	VAR_CHANCE	100
27279652	sw_foreign_grumpy_neighbours_vik_reg_ard_mor	GEN_CND_OWNS	
27279653	sw_foreign_grumpy_neighbours_vik_reg_ard_sratha	GEN_TARGET_REGION	
27279654	sw_foreign_grumpy_neighbours_vik_reg_ard_sratha	GEN_CND_REGION	vik_reg_ard_sratha
27279655	sw_foreign_grumpy_neighbours_vik_reg_ard_sratha	VAR_CHANCE	100
27279656	sw_foreign_grumpy_neighbours_vik_reg_ard_sratha	GEN_CND_OWNS	
27279657	sw_foreign_grumpy_neighbours_vik_reg_ardach	GEN_TARGET_REGION	
27279658	sw_foreign_grumpy_neighbours_vik_reg_ardach	GEN_CND_REGION	vik_reg_ardach
27279659	sw_foreign_grumpy_neighbours_vik_reg_ardach	VAR_CHANCE	100
27279660	sw_foreign_grumpy_neighbours_vik_reg_ardach	GEN_CND_OWNS	
27279661	sw_foreign_grumpy_neighbours_vik_reg_axanbrycg	GEN_TARGET_REGION	
27279662	sw_foreign_grumpy_neighbours_vik_reg_axanbrycg	GEN_CND_REGION	vik_reg_axanbrycg
27279663	sw_foreign_grumpy_neighbours_vik_reg_axanbrycg	VAR_CHANCE	100
27279664	sw_foreign_grumpy_neighbours_vik_reg_axanbrycg	GEN_CND_OWNS	
27279665	sw_foreign_grumpy_neighbours_vik_reg_balla	GEN_TARGET_REGION	
27279666	sw_foreign_grumpy_neighbours_vik_reg_balla	GEN_CND_REGION	vik_reg_balla
27279667	sw_foreign_grumpy_neighbours_vik_reg_balla	VAR_CHANCE	100
27279668	sw_foreign_grumpy_neighbours_vik_reg_balla	GEN_CND_OWNS	
27279669	sw_foreign_grumpy_neighbours_vik_reg_basengas	GEN_TARGET_REGION	
27279670	sw_foreign_grumpy_neighbours_vik_reg_basengas	GEN_CND_REGION	vik_reg_basengas
27279671	sw_foreign_grumpy_neighbours_vik_reg_basengas	VAR_CHANCE	100
27279672	sw_foreign_grumpy_neighbours_vik_reg_basengas	GEN_CND_OWNS	
27279673	sw_foreign_grumpy_neighbours_vik_reg_bathanceaster	GEN_TARGET_REGION	
27279674	sw_foreign_grumpy_neighbours_vik_reg_bathanceaster	GEN_CND_REGION	vik_reg_bathanceaster
27279675	sw_foreign_grumpy_neighbours_vik_reg_bathanceaster	VAR_CHANCE	100
27279676	sw_foreign_grumpy_neighbours_vik_reg_bathanceaster	GEN_CND_OWNS	
27279677	sw_foreign_grumpy_neighbours_vik_reg_bedanford	GEN_TARGET_REGION	
27279678	sw_foreign_grumpy_neighbours_vik_reg_bedanford	GEN_CND_REGION	vik_reg_bedanford
27279679	sw_foreign_grumpy_neighbours_vik_reg_bedanford	VAR_CHANCE	100
27279680	sw_foreign_grumpy_neighbours_vik_reg_bedanford	GEN_CND_OWNS	
27279681	sw_foreign_grumpy_neighbours_vik_reg_beoferlic	GEN_TARGET_REGION	
27279682	sw_foreign_grumpy_neighbours_vik_reg_beoferlic	GEN_CND_REGION	vik_reg_beoferlic
27279683	sw_foreign_grumpy_neighbours_vik_reg_beoferlic	VAR_CHANCE	100
27279684	sw_foreign_grumpy_neighbours_vik_reg_beoferlic	GEN_CND_OWNS	
27279685	sw_foreign_grumpy_neighbours_vik_reg_bodmine	GEN_TARGET_REGION	
27279686	sw_foreign_grumpy_neighbours_vik_reg_bodmine	GEN_CND_REGION	vik_reg_bodmine
27279687	sw_foreign_grumpy_neighbours_vik_reg_bodmine	VAR_CHANCE	100
27279688	sw_foreign_grumpy_neighbours_vik_reg_bodmine	GEN_CND_OWNS	
27279689	sw_foreign_grumpy_neighbours_vik_reg_brechin	GEN_TARGET_REGION	
27279690	sw_foreign_grumpy_neighbours_vik_reg_brechin	GEN_CND_REGION	vik_reg_brechin
27279691	sw_foreign_grumpy_neighbours_vik_reg_brechin	VAR_CHANCE	100
27279692	sw_foreign_grumpy_neighbours_vik_reg_brechin	GEN_CND_OWNS	
27279693	sw_foreign_grumpy_neighbours_vik_reg_brideport	GEN_TARGET_REGION	
27279694	sw_foreign_grumpy_neighbours_vik_reg_brideport	GEN_CND_REGION	vik_reg_brideport
27279695	sw_foreign_grumpy_neighbours_vik_reg_brideport	VAR_CHANCE	100
27279696	sw_foreign_grumpy_neighbours_vik_reg_brideport	GEN_CND_OWNS	
27279697	sw_foreign_grumpy_neighbours_vik_reg_brug	GEN_TARGET_REGION	
27279698	sw_foreign_grumpy_neighbours_vik_reg_brug	GEN_CND_REGION	vik_reg_brug
27279699	sw_foreign_grumpy_neighbours_vik_reg_brug	VAR_CHANCE	100
27279700	sw_foreign_grumpy_neighbours_vik_reg_brug	GEN_CND_OWNS	
27279701	sw_foreign_grumpy_neighbours_vik_reg_buccingahamm	GEN_TARGET_REGION	
27279702	sw_foreign_grumpy_neighbours_vik_reg_buccingahamm	GEN_CND_REGION	vik_reg_buccingahamm
27279703	sw_foreign_grumpy_neighbours_vik_reg_buccingahamm	VAR_CHANCE	100
27279704	sw_foreign_grumpy_neighbours_vik_reg_buccingahamm	GEN_CND_OWNS	
27279705	sw_foreign_grumpy_neighbours_vik_reg_cair_mirddin	GEN_TARGET_REGION	
27279706	sw_foreign_grumpy_neighbours_vik_reg_cair_mirddin	GEN_CND_REGION	vik_reg_cair_mirddin
27279707	sw_foreign_grumpy_neighbours_vik_reg_cair_mirddin	VAR_CHANCE	100
27279708	sw_foreign_grumpy_neighbours_vik_reg_cair_mirddin	GEN_CND_OWNS	
27279709	sw_foreign_grumpy_neighbours_vik_reg_cair_segeint	GEN_TARGET_REGION	
27279710	sw_foreign_grumpy_neighbours_vik_reg_cair_segeint	GEN_CND_REGION	vik_reg_cair_segeint
27279711	sw_foreign_grumpy_neighbours_vik_reg_cair_segeint	VAR_CHANCE	100
27279712	sw_foreign_grumpy_neighbours_vik_reg_cair_segeint	GEN_CND_OWNS	
27279713	sw_foreign_grumpy_neighbours_vik_reg_cairlinn	GEN_TARGET_REGION	
27279714	sw_foreign_grumpy_neighbours_vik_reg_cairlinn	GEN_CND_REGION	vik_reg_cairlinn
27279715	sw_foreign_grumpy_neighbours_vik_reg_cairlinn	VAR_CHANCE	100
27279716	sw_foreign_grumpy_neighbours_vik_reg_cairlinn	GEN_CND_OWNS	
27279717	sw_foreign_grumpy_neighbours_vik_reg_cathair_domnaill	GEN_TARGET_REGION	
27279718	sw_foreign_grumpy_neighbours_vik_reg_cathair_domnaill	GEN_CND_REGION	vik_reg_cathair_domnaill
27279719	sw_foreign_grumpy_neighbours_vik_reg_cathair_domnaill	VAR_CHANCE	100
27279720	sw_foreign_grumpy_neighbours_vik_reg_cathair_domnaill	GEN_CND_OWNS	
27279721	sw_foreign_grumpy_neighbours_vik_reg_cell_alaid	GEN_TARGET_REGION	
27279722	sw_foreign_grumpy_neighbours_vik_reg_cell_alaid	GEN_CND_REGION	vik_reg_cell_alaid
27279723	sw_foreign_grumpy_neighbours_vik_reg_cell_alaid	VAR_CHANCE	100
