key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation
vik_back_wife_well_connected_gwined		vik_back_wife_well_connected_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_well_connected_mide		vik_back_wife_well_connected_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_well_connected_mierce		vik_back_wife_well_connected_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_well_connected_northymbre		vik_back_wife_well_connected_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_well_connected_strat_clut		vik_back_wife_well_connected_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_well_connected_sudreyar		vik_back_wife_well_connected_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_well_connected_west_seaxe		vik_back_wife_well_connected_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_wise		vik_back_wife_wise	vik_general_skills		0.0	0.0		0
vik_back_wife_wise_circenn		vik_back_wife_wise_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_wise_dyflin		vik_back_wife_wise_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_wise_east_engle		vik_back_wife_wise_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_wise_gwined		vik_back_wife_wise_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_wise_mide		vik_back_wife_wise_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_wise_mierce		vik_back_wife_wise_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_wise_northymbre		vik_back_wife_wise_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_wise_strat_clut		vik_back_wife_wise_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_wise_sudreyar		vik_back_wife_wise_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_wise_west_seaxe		vik_back_wife_wise_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_dummy_army		vik_dummy_army	vik_dummy_army		0.0	0.0		0
vik_dummy_champion		vik_dummy_agent	vik_dummy_champion_skills		0.0	0.0		0
vik_dummy_navy		vik_dummy_navy	vik_dummy_navy		0.0	0.0		0
vik_dummy_priest		vik_dummy_agent	vik_dummy_priest_skills		0.0	0.0		0
vik_dummy_spy		vik_dummy_agent	vik_dummy_spy_skills		0.0	0.0		0
vik_follower_bard		vik_follower_bard	vik_general_skills		0.0	3.0		0
vik_follower_bard_circenn		vik_follower_bard_circenn	vik_general_skills_circenn		0.0	3.0		0
vik_follower_bard_dyflin		vik_follower_bard_dyflin	vik_general_skills_dyflin		0.0	3.0		0
vik_follower_bard_east_engle		vik_follower_bard_east_engle	vik_general_skills_east_engle		0.0	3.0		0
vik_follower_bard_gwined		vik_follower_bard_gwined	vik_general_skills_gwined		0.0	3.0		0
vik_follower_bard_mide		vik_follower_bard_mide	vik_general_skills_mide		0.0	3.0		0
vik_follower_bard_mierce		vik_follower_bard_mierce	vik_general_skills_mierce		0.0	3.0		0
vik_follower_bard_northymbre		vik_follower_bard_northymbre	vik_general_skills_northymbre		0.0	3.0		0
vik_follower_bard_strat_clut		vik_follower_bard_strat_clut	vik_general_skills_strat_clut		0.0	3.0		0
vik_follower_bard_sudreyar		vik_follower_bard_sudreyar	vik_general_skills_sudreyar		0.0	3.0		0
vik_follower_bard_west_seaxe		vik_follower_bard_west_seaxe	vik_general_skills_west_seaxe		0.0	3.0		0
vik_follower_champion		vik_follower_champion	vik_general_skills		0.0	1.0		0
vik_follower_champion_circenn		vik_follower_champion_circenn	vik_general_skills_circenn		0.0	1.0		0
vik_follower_champion_dyflin		vik_follower_champion_dyflin	vik_general_skills_dyflin		0.0	1.0		0
vik_follower_champion_east_engle		vik_follower_champion_east_engle	vik_general_skills_east_engle		0.0	1.0		0
vik_follower_champion_gwined		vik_follower_champion_gwined	vik_general_skills_gwined		0.0	1.0		0
vik_follower_champion_mide		vik_follower_champion_mide	vik_general_skills_mide		0.0	1.0		0
vik_follower_champion_mierce		vik_follower_champion_mierce	vik_general_skills_mierce		0.0	1.0		0
vik_follower_champion_northymbre		vik_follower_champion_northymbre	vik_general_skills_northymbre		0.0	1.0		0
vik_follower_champion_strat_clut		vik_follower_champion_strat_clut	vik_general_skills_strat_clut		0.0	1.0		0
vik_follower_champion_sudreyar		vik_follower_champion_sudreyar	vik_general_skills_sudreyar		0.0	1.0		0
vik_follower_champion_west_seaxe		vik_follower_champion_west_seaxe	vik_general_skills_west_seaxe		0.0	1.0		0
vik_follower_forager		vik_follower_forager	vik_general_skills		0.0	4.0		0
vik_follower_forager_circenn		vik_follower_forager_circenn	vik_general_skills_circenn		0.0	4.0		0
vik_follower_forager_dyflin		vik_follower_forager_dyflin	vik_general_skills_dyflin		0.0	4.0		0
vik_follower_forager_east_engle		vik_follower_forager_east_engle	vik_general_skills_east_engle		0.0	4.0		0
vik_follower_forager_gwined		vik_follower_forager_gwined	vik_general_skills_gwined		0.0	4.0		0
vik_follower_forager_mide		vik_follower_forager_mide	vik_general_skills_mide		0.0	4.0		0
vik_follower_forager_mierce		vik_follower_forager_mierce	vik_general_skills_mierce		0.0	4.0		0
vik_follower_forager_northymbre		vik_follower_forager_northymbre	vik_general_skills_northymbre		0.0	4.0		0
vik_follower_forager_strat_clut		vik_follower_forager_strat_clut	vik_general_skills_strat_clut		0.0	4.0		0
vik_follower_forager_sudreyar		vik_follower_forager_sudreyar	vik_general_skills_sudreyar		0.0	4.0		0
vik_follower_forager_west_seaxe		vik_follower_forager_west_seaxe	vik_general_skills_west_seaxe		0.0	4.0		0
vik_follower_pillager		vik_follower_pillager	vik_general_skills		0.0	5.0		0
vik_follower_pillager_circenn		vik_follower_pillager_circenn	vik_general_skills_circenn		0.0	5.0		0
vik_follower_pillager_dyflin		vik_follower_pillager_dyflin	vik_general_skills_dyflin		0.0	5.0		0
vik_follower_pillager_east_engle		vik_follower_pillager_east_engle	vik_general_skills_east_engle		0.0	5.0		0
vik_follower_pillager_gwined		vik_follower_pillager_gwined	vik_general_skills_gwined		0.0	5.0		0
vik_follower_pillager_mide		vik_follower_pillager_mide	vik_general_skills_mide		0.0	5.0		0
vik_follower_pillager_mierce		vik_follower_pillager_mierce	vik_general_skills_mierce		0.0	5.0		0
vik_follower_pillager_northymbre		vik_follower_pillager_northymbre	vik_general_skills_northymbre		0.0	5.0		0
vik_follower_pillager_strat_clut		vik_follower_pillager_strat_clut	vik_general_skills_strat_clut		0.0	5.0		0
vik_follower_pillager_sudreyar		vik_follower_pillager_sudreyar	vik_general_skills_sudreyar		0.0	5.0		0
vik_follower_pillager_west_seaxe		vik_follower_pillager_west_seaxe	vik_general_skills_west_seaxe		0.0	5.0		0
vik_follower_priest		vik_follower_priest	vik_general_skills		0.0	7.0		0
vik_follower_priest_circenn		vik_follower_priest_circenn	vik_general_skills_circenn		0.0	7.0		0
vik_follower_priest_dyflin		vik_follower_priest_dyflin	vik_general_skills_dyflin		0.0	7.0		0
vik_follower_priest_east_engle		vik_follower_priest_east_engle	vik_general_skills_east_engle		0.0	7.0		0
vik_follower_priest_gwined		vik_follower_priest_gwined	vik_general_skills_gwined		0.0	7.0		0
vik_follower_priest_mide		vik_follower_priest_mide	vik_general_skills_mide		0.0	7.0		0
vik_follower_priest_mierce		vik_follower_priest_mierce	vik_general_skills_mierce		0.0	7.0		0
vik_follower_priest_northymbre		vik_follower_priest_northymbre	vik_general_skills_northymbre		0.0	7.0		0
vik_follower_priest_strat_clut		vik_follower_priest_strat_clut	vik_general_skills_strat_clut		0.0	7.0		0
vik_follower_priest_sudreyar		vik_follower_priest_sudreyar	vik_general_skills_sudreyar		0.0	7.0		0
vik_follower_priest_west_seaxe		vik_follower_priest_west_seaxe	vik_general_skills_west_seaxe		0.0	7.0		0
vik_follower_quartermaster		vik_follower_quartermaster	vik_general_skills		0.0	6.0		0
vik_follower_quartermaster_circenn		vik_follower_quartermaster_circenn	vik_general_skills_circenn		0.0	6.0		0
vik_follower_quartermaster_dyflin		vik_follower_quartermaster_dyflin	vik_general_skills_dyflin		0.0	6.0		0
vik_follower_quartermaster_east_engle		vik_follower_quartermaster_east_engle	vik_general_skills_east_engle		0.0	6.0		0
vik_follower_quartermaster_gwined		vik_follower_quartermaster_gwined	vik_general_skills_gwined		0.0	6.0		0
vik_follower_quartermaster_mide		vik_follower_quartermaster_mide	vik_general_skills_mide		0.0	6.0		0
vik_follower_quartermaster_mierce		vik_follower_quartermaster_mierce	vik_general_skills_mierce		0.0	6.0		0
vik_follower_quartermaster_northymbre		vik_follower_quartermaster_northymbre	vik_general_skills_northymbre		0.0	6.0		0
vik_follower_quartermaster_strat_clut		vik_follower_quartermaster_strat_clut	vik_general_skills_strat_clut		0.0	6.0		0
vik_follower_quartermaster_sudreyar		vik_follower_quartermaster_sudreyar	vik_general_skills_sudreyar		0.0	6.0		0
vik_follower_quartermaster_west_seaxe		vik_follower_quartermaster_west_seaxe	vik_general_skills_west_seaxe		0.0	6.0		0
vik_follower_scribe		vik_follower_scribe	vik_general_skills		0.0	2.0		0
vik_follower_scribe_circenn		vik_follower_scribe_circenn	vik_general_skills_circenn		0.0	2.0		0
vik_follower_scribe_dyflin		vik_follower_scribe_dyflin	vik_general_skills_dyflin		0.0	2.0		0
vik_follower_scribe_east_engle		vik_follower_scribe_east_engle	vik_general_skills_east_engle		0.0	2.0		0
vik_follower_scribe_gwined		vik_follower_scribe_gwined	vik_general_skills_gwined		0.0	2.0		0
vik_follower_scribe_mide		vik_follower_scribe_mide	vik_general_skills_mide		0.0	2.0		0
vik_follower_scribe_mierce		vik_follower_scribe_mierce	vik_general_skills_mierce		0.0	2.0		0
vik_follower_scribe_northymbre		vik_follower_scribe_northymbre	vik_general_skills_northymbre		0.0	2.0		0
vik_follower_scribe_strat_clut		vik_follower_scribe_strat_clut	vik_general_skills_strat_clut		0.0	2.0		0
vik_follower_scribe_sudreyar		vik_follower_scribe_sudreyar	vik_general_skills_sudreyar		0.0	2.0		0
vik_follower_scribe_west_seaxe		vik_follower_scribe_west_seaxe	vik_general_skills_west_seaxe		0.0	2.0		0
vik_follower_siege_engineer		vik_follower_siege_engineer	vik_general_skills		0.0	8.0		0
vik_follower_siege_engineer_circenn		vik_follower_siege_engineer_circenn	vik_general_skills_circenn		0.0	8.0		0
vik_follower_siege_engineer_dyflin		vik_follower_siege_engineer_dyflin	vik_general_skills_dyflin		0.0	8.0		0
vik_follower_siege_engineer_east_engle		vik_follower_siege_engineer_east_engle	vik_general_skills_east_engle		0.0	8.0		0
vik_follower_siege_engineer_gwined		vik_follower_siege_engineer_gwined	vik_general_skills_gwined		0.0	8.0		0
vik_follower_siege_engineer_mide		vik_follower_siege_engineer_mide	vik_general_skills_mide		0.0	8.0		0
vik_follower_siege_engineer_mierce		vik_follower_siege_engineer_mierce	vik_general_skills_mierce		0.0	8.0		0
vik_follower_siege_engineer_northymbre		vik_follower_siege_engineer_northymbre	vik_general_skills_northymbre		0.0	8.0		0
vik_follower_siege_engineer_strat_clut		vik_follower_siege_engineer_strat_clut	vik_general_skills_strat_clut		0.0	8.0		0
vik_follower_siege_engineer_sudreyar		vik_follower_siege_engineer_sudreyar	vik_general_skills_sudreyar		0.0	8.0		0
vik_follower_siege_engineer_west_seaxe		vik_follower_siege_engineer_west_seaxe	vik_general_skills_west_seaxe		0.0	8.0		0
vik_general_back_born_commander_circenn		vik_general_back_born_commander_circenn	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_born_commander_dyflin		vik_general_back_born_commander_dyflin	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_born_commander_east_engle		vik_general_back_born_commander_east_engle	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_born_commander_mide		vik_general_back_born_commander_mide	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_born_commander_mierce		vik_general_back_born_commander_mierce	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_born_commander_northymbre		vik_general_back_born_commander_northymbre	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_born_commander_strat_clut		vik_general_back_born_commander_strat_clut	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_born_commander_sudreyar		vik_general_back_born_commander_sudreyar	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_born_commander_west_seaxe		vik_general_back_born_commander_west_seaxe	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_born_governor_circenn		vik_general_back_born_governor_circenn	vik_general_skills_circenn		10.0	8.0		0
vik_general_back_born_governor_dyflin		vik_general_back_born_governor_dyflin	vik_general_skills_dyflin		10.0	8.0		0
vik_general_back_born_governor_east_engle		vik_general_back_born_governor_east_engle	vik_general_skills_east_engle		10.0	8.0		0
vik_general_back_born_governor_mide		vik_general_back_born_governor_mide	vik_general_skills_mide		10.0	8.0		0
vik_general_back_born_governor_mierce		vik_general_back_born_governor_mierce	vik_general_skills_mierce		10.0	8.0		0
vik_general_back_born_governor_northymbre		vik_general_back_born_governor_northymbre	vik_general_skills_northymbre		10.0	8.0		0
vik_general_back_born_governor_strat_clut		vik_general_back_born_governor_strat_clut	vik_general_skills_strat_clut		10.0	8.0		0
vik_general_back_born_governor_sudreyar		vik_general_back_born_governor_sudreyar	vik_general_skills_sudreyar		10.0	8.0		0
vik_general_back_born_governor_west_seaxe		vik_general_back_born_governor_west_seaxe	vik_general_skills_west_seaxe		10.0	8.0		0
vik_general_back_cavalry_recruitment_circenn		vik_general_back_cavalry_recruitment_circenn	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_recruitment_dyflin		vik_general_back_cavalry_recruitment_dyflin	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_recruitment_east_engle		vik_general_back_cavalry_recruitment_east_engle	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_recruitment_mide		vik_general_back_cavalry_recruitment_mide	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_recruitment_mierce		vik_general_back_cavalry_recruitment_mierce	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_recruitment_northymbre		vik_general_back_cavalry_recruitment_northymbre	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_recruitment_strat_clut		vik_general_back_cavalry_recruitment_strat_clut	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_recruitment_sudreyar		vik_general_back_cavalry_recruitment_sudreyar	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_recruitment_west_seaxe		vik_general_back_cavalry_recruitment_west_seaxe	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_upkeep_circenn		vik_general_back_cavalry_upkeep_circenn	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_upkeep_dyflin		vik_general_back_cavalry_upkeep_dyflin	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_upkeep_east_engle		vik_general_back_cavalry_upkeep_east_engle	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_upkeep_mide		vik_general_back_cavalry_upkeep_mide	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_upkeep_mierce		vik_general_back_cavalry_upkeep_mierce	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_upkeep_northymbre		vik_general_back_cavalry_upkeep_northymbre	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_upkeep_strat_clut		vik_general_back_cavalry_upkeep_strat_clut	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_upkeep_sudreyar		vik_general_back_cavalry_upkeep_sudreyar	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_cavalry_upkeep_west_seaxe		vik_general_back_cavalry_upkeep_west_seaxe	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_champion_rider_circenn		vik_general_back_champion_rider_circenn	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_champion_rider_dyflin		vik_general_back_champion_rider_dyflin	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_champion_rider_east_engle		vik_general_back_champion_rider_east_engle	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_champion_rider_mide		vik_general_back_champion_rider_mide	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_champion_rider_mierce		vik_general_back_champion_rider_mierce	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_champion_rider_northymbre		vik_general_back_champion_rider_northymbre	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_champion_rider_strat_clut		vik_general_back_champion_rider_strat_clut	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_champion_rider_sudreyar		vik_general_back_champion_rider_sudreyar	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_champion_rider_west_seaxe		vik_general_back_champion_rider_west_seaxe	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_defender_circenn		vik_general_back_defender_circenn	vik_general_skills_circenn		10.0	8.0		0
vik_general_back_defender_dyflin		vik_general_back_defender_dyflin	vik_general_skills_dyflin		10.0	8.0		0
vik_general_back_defender_east_engle		vik_general_back_defender_east_engle	vik_general_skills_east_engle		10.0	8.0		0
vik_general_back_defender_mide		vik_general_back_defender_mide	vik_general_skills_mide		10.0	8.0		0
vik_general_back_defender_mierce		vik_general_back_defender_mierce	vik_general_skills_mierce		10.0	8.0		0
vik_general_back_defender_northymbre		vik_general_back_defender_northymbre	vik_general_skills_northymbre		10.0	8.0		0
vik_general_back_defender_strat_clut		vik_general_back_defender_strat_clut	vik_general_skills_strat_clut		10.0	8.0		0
vik_general_back_defender_sudreyar		vik_general_back_defender_sudreyar	vik_general_skills_sudreyar		10.0	8.0		0
vik_general_back_defender_west_seaxe		vik_general_back_defender_west_seaxe	vik_general_skills_west_seaxe		10.0	8.0		0
vik_general_back_farmer_circenn		vik_general_back_farmer_circenn	vik_general_skills_circenn		10.0	8.0		0
vik_general_back_farmer_dyflin		vik_general_back_farmer_dyflin	vik_general_skills_dyflin		10.0	8.0		0
vik_general_back_farmer_east_engle		vik_general_back_farmer_east_engle	vik_general_skills_east_engle		10.0	8.0		0
vik_general_back_farmer_mide		vik_general_back_farmer_mide	vik_general_skills_mide		10.0	8.0		0
vik_general_back_farmer_mierce		vik_general_back_farmer_mierce	vik_general_skills_mierce		10.0	8.0		0
vik_general_back_farmer_northymbre		vik_general_back_farmer_northymbre	vik_general_skills_northymbre		10.0	8.0		0
vik_general_back_farmer_strat_clut		vik_general_back_farmer_strat_clut	vik_general_skills_strat_clut		10.0	8.0		0
vik_general_back_farmer_sudreyar		vik_general_back_farmer_sudreyar	vik_general_skills_sudreyar		10.0	8.0		0
vik_general_back_farmer_west_seaxe		vik_general_back_farmer_west_seaxe	vik_general_skills_west_seaxe		10.0	8.0		0
vik_general_back_fearless_circenn		vik_general_back_fearless_circenn	vik_general_skills_circenn		10.0	8.0		0
vik_general_back_fearless_dyflin		vik_general_back_fearless_dyflin	vik_general_skills_dyflin		10.0	8.0		0
vik_general_back_fearless_east_engle		vik_general_back_fearless_east_engle	vik_general_skills_east_engle		10.0	8.0		0
vik_general_back_fearless_mide		vik_general_back_fearless_mide	vik_general_skills_mide		10.0	8.0		0
vik_general_back_fearless_mierce		vik_general_back_fearless_mierce	vik_general_skills_mierce		10.0	8.0		0
vik_general_back_fearless_northymbre		vik_general_back_fearless_northymbre	vik_general_skills_northymbre		10.0	8.0		0
vik_general_back_fearless_strat_clut		vik_general_back_fearless_strat_clut	vik_general_skills_strat_clut		10.0	8.0		0
vik_general_back_fearless_sudreyar		vik_general_back_fearless_sudreyar	vik_general_skills_sudreyar		10.0	8.0		0
vik_general_back_fearless_west_seaxe		vik_general_back_fearless_west_seaxe	vik_general_skills_west_seaxe		10.0	8.0		0
vik_general_back_landowner_circenn		vik_general_back_landowner_circenn	vik_general_skills_circenn		10.0	8.0		0
vik_general_back_landowner_dyflin		vik_general_back_landowner_dyflin	vik_general_skills_dyflin		10.0	8.0		0
vik_general_back_landowner_east_engle		vik_general_back_landowner_east_engle	vik_general_skills_east_engle		10.0	8.0		0
vik_general_back_landowner_mide		vik_general_back_landowner_mide	vik_general_skills_mide		10.0	8.0		0
vik_general_back_landowner_mierce		vik_general_back_landowner_mierce	vik_general_skills_mierce		10.0	8.0		0
vik_general_back_landowner_northymbre		vik_general_back_landowner_northymbre	vik_general_skills_northymbre		10.0	8.0		0
vik_general_back_landowner_strat_clut		vik_general_back_landowner_strat_clut	vik_general_skills_strat_clut		10.0	8.0		0
vik_general_back_landowner_sudreyar		vik_general_back_landowner_sudreyar	vik_general_skills_sudreyar		10.0	8.0		0
vik_general_back_landowner_west_seaxe		vik_general_back_landowner_west_seaxe	vik_general_skills_west_seaxe		10.0	8.0		0
vik_general_back_melee_skill_circenn		vik_general_back_melee_skill_circenn	vik_general_skills_circenn		10.0	8.0		0
vik_general_back_melee_skill_dyflin		vik_general_back_melee_skill_dyflin	vik_general_skills_dyflin		10.0	8.0		0
vik_general_back_melee_skill_east_engle		vik_general_back_melee_skill_east_engle	vik_general_skills_east_engle		10.0	8.0		0
vik_general_back_melee_skill_mide		vik_general_back_melee_skill_mide	vik_general_skills_mide		10.0	8.0		0
vik_general_back_melee_skill_mierce		vik_general_back_melee_skill_mierce	vik_general_skills_mierce		10.0	8.0		0
vik_general_back_melee_skill_northymbre		vik_general_back_melee_skill_northymbre	vik_general_skills_northymbre		10.0	8.0		0
vik_general_back_melee_skill_strat_clut		vik_general_back_melee_skill_strat_clut	vik_general_skills_strat_clut		10.0	8.0		0
vik_general_back_melee_skill_sudreyar		vik_general_back_melee_skill_sudreyar	vik_general_skills_sudreyar		10.0	8.0		0
vik_general_back_melee_skill_west_seaxe		vik_general_back_melee_skill_west_seaxe	vik_general_skills_west_seaxe		10.0	8.0		0
vik_general_back_melee_upkeep_circenn		vik_general_back_melee_upkeep_circenn	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_melee_upkeep_dyflin		vik_general_back_melee_upkeep_dyflin	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_melee_upkeep_east_engle		vik_general_back_melee_upkeep_east_engle	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_melee_upkeep_mide		vik_general_back_melee_upkeep_mide	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_melee_upkeep_mierce		vik_general_back_melee_upkeep_mierce	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_melee_upkeep_northymbre		vik_general_back_melee_upkeep_northymbre	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_melee_upkeep_strat_clut		vik_general_back_melee_upkeep_strat_clut	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_melee_upkeep_sudreyar		vik_general_back_melee_upkeep_sudreyar	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_melee_upkeep_west_seaxe		vik_general_back_melee_upkeep_west_seaxe	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_merchant_circenn		vik_general_back_merchant_circenn	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_merchant_dyflin		vik_general_back_merchant_dyflin	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_merchant_east_engle		vik_general_back_merchant_east_engle	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_merchant_mide		vik_general_back_merchant_mide	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_merchant_mierce		vik_general_back_merchant_mierce	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_merchant_northymbre		vik_general_back_merchant_northymbre	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_merchant_strat_clut		vik_general_back_merchant_strat_clut	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_merchant_sudreyar		vik_general_back_merchant_sudreyar	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_merchant_west_seaxe		vik_general_back_merchant_west_seaxe	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_miner_circenn		vik_general_back_miner_circenn	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_miner_dyflin		vik_general_back_miner_dyflin	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_miner_east_engle		vik_general_back_miner_east_engle	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_miner_mide		vik_general_back_miner_mide	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_miner_mierce		vik_general_back_miner_mierce	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_miner_northymbre		vik_general_back_miner_northymbre	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_miner_strat_clut		vik_general_back_miner_strat_clut	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_miner_sudreyar		vik_general_back_miner_sudreyar	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_miner_west_seaxe		vik_general_back_miner_west_seaxe	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_damage_circenn		vik_general_back_missile_damage_circenn	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_damage_dyflin		vik_general_back_missile_damage_dyflin	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_damage_east_engle		vik_general_back_missile_damage_east_engle	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_damage_mide		vik_general_back_missile_damage_mide	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_damage_mierce		vik_general_back_missile_damage_mierce	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_damage_northymbre		vik_general_back_missile_damage_northymbre	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_damage_strat_clut		vik_general_back_missile_damage_strat_clut	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_damage_sudreyar		vik_general_back_missile_damage_sudreyar	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_damage_west_seaxe		vik_general_back_missile_damage_west_seaxe	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_recruitment_circenn		vik_general_back_missile_recruitment_circenn	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_recruitment_dyflin		vik_general_back_missile_recruitment_dyflin	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_recruitment_east_engle		vik_general_back_missile_recruitment_east_engle	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_recruitment_mide		vik_general_back_missile_recruitment_mide	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_recruitment_mierce		vik_general_back_missile_recruitment_mierce	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_recruitment_northymbre		vik_general_back_missile_recruitment_northymbre	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_recruitment_strat_clut		vik_general_back_missile_recruitment_strat_clut	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_recruitment_sudreyar		vik_general_back_missile_recruitment_sudreyar	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_recruitment_west_seaxe		vik_general_back_missile_recruitment_west_seaxe	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_upkeep_circenn		vik_general_back_missile_upkeep_circenn	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_upkeep_dyflin		vik_general_back_missile_upkeep_dyflin	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_upkeep_east_engle		vik_general_back_missile_upkeep_east_engle	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_upkeep_mide		vik_general_back_missile_upkeep_mide	vik_dummy_spy_skills		10.0	8.0		0
vik_general_back_missile_upkeep_mierce		vik_general_back_missile_upkeep_mierce	vik_dummy_spy_skills		10.0	8.0		0
