id	dilemma_key	option_key	value
27273601	sw_foreign_settlers_drive_out_vik_reg_seolesigge	GEN_TARGET_REGION	
27273602	sw_foreign_settlers_drive_out_vik_reg_seolesigge	GEN_CND_REGION	vik_reg_seolesigge
27273603	sw_foreign_settlers_drive_out_vik_reg_seolesigge	VAR_CHANCE	100
27273604	sw_foreign_settlers_drive_out_vik_reg_seolesigge	GEN_CND_OWNS	
27273605	sw_foreign_settlers_drive_out_vik_reg_snotingaham	GEN_TARGET_REGION	
27273606	sw_foreign_settlers_drive_out_vik_reg_snotingaham	GEN_CND_REGION	vik_reg_snotingaham
27273607	sw_foreign_settlers_drive_out_vik_reg_snotingaham	VAR_CHANCE	100
27273608	sw_foreign_settlers_drive_out_vik_reg_snotingaham	GEN_CND_OWNS	
27273609	sw_foreign_settlers_drive_out_vik_reg_steanford	GEN_TARGET_REGION	
27273610	sw_foreign_settlers_drive_out_vik_reg_steanford	GEN_CND_REGION	vik_reg_steanford
27273611	sw_foreign_settlers_drive_out_vik_reg_steanford	VAR_CHANCE	100
27273612	sw_foreign_settlers_drive_out_vik_reg_steanford	GEN_CND_OWNS	
27273613	sw_foreign_settlers_drive_out_vik_reg_tamworthige	GEN_TARGET_REGION	
27273614	sw_foreign_settlers_drive_out_vik_reg_tamworthige	GEN_CND_REGION	vik_reg_tamworthige
27273615	sw_foreign_settlers_drive_out_vik_reg_tamworthige	VAR_CHANCE	100
27273616	sw_foreign_settlers_drive_out_vik_reg_tamworthige	GEN_CND_OWNS	
27273617	sw_foreign_settlers_drive_out_vik_reg_tintagol	GEN_TARGET_REGION	
27273618	sw_foreign_settlers_drive_out_vik_reg_tintagol	GEN_CND_REGION	vik_reg_tintagol
27273619	sw_foreign_settlers_drive_out_vik_reg_tintagol	VAR_CHANCE	100
27273620	sw_foreign_settlers_drive_out_vik_reg_tintagol	GEN_CND_OWNS	
27273621	sw_foreign_settlers_drive_out_vik_reg_tor_in_duine	GEN_TARGET_REGION	
27273622	sw_foreign_settlers_drive_out_vik_reg_tor_in_duine	GEN_CND_REGION	vik_reg_tor_in_duine
27273623	sw_foreign_settlers_drive_out_vik_reg_tor_in_duine	VAR_CHANCE	100
27273624	sw_foreign_settlers_drive_out_vik_reg_tor_in_duine	GEN_CND_OWNS	
27273625	sw_foreign_settlers_drive_out_vik_reg_vedrafjordr	GEN_TARGET_REGION	
27273626	sw_foreign_settlers_drive_out_vik_reg_vedrafjordr	GEN_CND_REGION	vik_reg_vedrafjordr
27273627	sw_foreign_settlers_drive_out_vik_reg_vedrafjordr	VAR_CHANCE	100
27273628	sw_foreign_settlers_drive_out_vik_reg_vedrafjordr	GEN_CND_OWNS	
27273629	sw_foreign_settlers_drive_out_vik_reg_veisafjordr	GEN_TARGET_REGION	
27273630	sw_foreign_settlers_drive_out_vik_reg_veisafjordr	GEN_CND_REGION	vik_reg_veisafjordr
27273631	sw_foreign_settlers_drive_out_vik_reg_veisafjordr	VAR_CHANCE	100
27273632	sw_foreign_settlers_drive_out_vik_reg_veisafjordr	GEN_CND_OWNS	
27273633	sw_foreign_settlers_drive_out_vik_reg_waerincwicum	GEN_TARGET_REGION	
27273634	sw_foreign_settlers_drive_out_vik_reg_waerincwicum	GEN_CND_REGION	vik_reg_waerincwicum
27273635	sw_foreign_settlers_drive_out_vik_reg_waerincwicum	VAR_CHANCE	100
27273636	sw_foreign_settlers_drive_out_vik_reg_waerincwicum	GEN_CND_OWNS	
27273637	sw_foreign_settlers_drive_out_vik_reg_werham	GEN_TARGET_REGION	
27273638	sw_foreign_settlers_drive_out_vik_reg_werham	GEN_CND_REGION	vik_reg_werham
27273639	sw_foreign_settlers_drive_out_vik_reg_werham	VAR_CHANCE	100
27273640	sw_foreign_settlers_drive_out_vik_reg_werham	GEN_CND_OWNS	
27273641	sw_foreign_settlers_drive_out_vik_reg_wintanceaster	GEN_TARGET_REGION	
27273642	sw_foreign_settlers_drive_out_vik_reg_wintanceaster	GEN_CND_REGION	vik_reg_wintanceaster
27273643	sw_foreign_settlers_drive_out_vik_reg_wintanceaster	VAR_CHANCE	100
27273644	sw_foreign_settlers_drive_out_vik_reg_wintanceaster	GEN_CND_OWNS	
27273645	sw_foreign_settlers_drive_out_here_king_vik_reg_aberffro	GEN_TARGET_REGION	
27273646	sw_foreign_settlers_drive_out_here_king_vik_reg_aberffro	GEN_CND_REGION	vik_reg_aberffro
27273647	sw_foreign_settlers_drive_out_here_king_vik_reg_aberffro	VAR_CHANCE	100
27273648	sw_foreign_settlers_drive_out_here_king_vik_reg_aberffro	GEN_CND_OWNS	
27273649	sw_foreign_settlers_drive_out_here_king_vik_reg_aberteifi	GEN_TARGET_REGION	
27273650	sw_foreign_settlers_drive_out_here_king_vik_reg_aberteifi	GEN_CND_REGION	vik_reg_aberteifi
27273651	sw_foreign_settlers_drive_out_here_king_vik_reg_aberteifi	VAR_CHANCE	100
27273652	sw_foreign_settlers_drive_out_here_king_vik_reg_aberteifi	GEN_CND_OWNS	
27273653	sw_foreign_settlers_drive_out_here_king_vik_reg_achadh_bo	GEN_TARGET_REGION	
27273654	sw_foreign_settlers_drive_out_here_king_vik_reg_achadh_bo	GEN_CND_REGION	vik_reg_achadh_bo
27273655	sw_foreign_settlers_drive_out_here_king_vik_reg_achadh_bo	VAR_CHANCE	100
27273656	sw_foreign_settlers_drive_out_here_king_vik_reg_achadh_bo	GEN_CND_OWNS	
27273657	sw_foreign_settlers_drive_out_here_king_vik_reg_aethelingaeg	GEN_TARGET_REGION	
27273658	sw_foreign_settlers_drive_out_here_king_vik_reg_aethelingaeg	GEN_CND_REGION	vik_reg_aethelingaeg
27273659	sw_foreign_settlers_drive_out_here_king_vik_reg_aethelingaeg	VAR_CHANCE	100
27273660	sw_foreign_settlers_drive_out_here_king_vik_reg_aethelingaeg	GEN_CND_OWNS	
27273661	sw_foreign_settlers_drive_out_here_king_vik_reg_airchardan	GEN_TARGET_REGION	
27273662	sw_foreign_settlers_drive_out_here_king_vik_reg_airchardan	GEN_CND_REGION	vik_reg_airchardan
27273663	sw_foreign_settlers_drive_out_here_king_vik_reg_airchardan	VAR_CHANCE	100
27273664	sw_foreign_settlers_drive_out_here_king_vik_reg_airchardan	GEN_CND_OWNS	
27273665	sw_foreign_settlers_drive_out_here_king_vik_reg_bebbanburg	GEN_TARGET_REGION	
27273666	sw_foreign_settlers_drive_out_here_king_vik_reg_bebbanburg	GEN_CND_REGION	vik_reg_bebbanburg
27273667	sw_foreign_settlers_drive_out_here_king_vik_reg_bebbanburg	VAR_CHANCE	100
27273668	sw_foreign_settlers_drive_out_here_king_vik_reg_bebbanburg	GEN_CND_OWNS	
27273669	sw_foreign_settlers_drive_out_here_king_vik_reg_blascona	GEN_TARGET_REGION	
27273670	sw_foreign_settlers_drive_out_here_king_vik_reg_blascona	GEN_CND_REGION	vik_reg_blascona
27273671	sw_foreign_settlers_drive_out_here_king_vik_reg_blascona	VAR_CHANCE	100
27273672	sw_foreign_settlers_drive_out_here_king_vik_reg_blascona	GEN_CND_OWNS	
27273673	sw_foreign_settlers_drive_out_here_king_vik_reg_bornais	GEN_TARGET_REGION	
27273674	sw_foreign_settlers_drive_out_here_king_vik_reg_bornais	GEN_CND_REGION	vik_reg_bornais
27273675	sw_foreign_settlers_drive_out_here_king_vik_reg_bornais	VAR_CHANCE	100
27273676	sw_foreign_settlers_drive_out_here_king_vik_reg_bornais	GEN_CND_OWNS	
27273677	sw_foreign_settlers_drive_out_here_king_vik_reg_cair_gwent	GEN_TARGET_REGION	
27273678	sw_foreign_settlers_drive_out_here_king_vik_reg_cair_gwent	GEN_CND_REGION	vik_reg_cair_gwent
27273679	sw_foreign_settlers_drive_out_here_king_vik_reg_cair_gwent	VAR_CHANCE	100
27273680	sw_foreign_settlers_drive_out_here_king_vik_reg_cair_gwent	GEN_CND_OWNS	
27273681	sw_foreign_settlers_drive_out_here_king_vik_reg_caisil	GEN_TARGET_REGION	
27273682	sw_foreign_settlers_drive_out_here_king_vik_reg_caisil	GEN_CND_REGION	vik_reg_caisil
27273683	sw_foreign_settlers_drive_out_here_king_vik_reg_caisil	VAR_CHANCE	100
27273684	sw_foreign_settlers_drive_out_here_king_vik_reg_caisil	GEN_CND_OWNS	
27273685	sw_foreign_settlers_drive_out_here_king_vik_reg_cantwaraburg	GEN_TARGET_REGION	
27273686	sw_foreign_settlers_drive_out_here_king_vik_reg_cantwaraburg	GEN_CND_REGION	vik_reg_cantwaraburg
27273687	sw_foreign_settlers_drive_out_here_king_vik_reg_cantwaraburg	VAR_CHANCE	100
27273688	sw_foreign_settlers_drive_out_here_king_vik_reg_cantwaraburg	GEN_CND_OWNS	
27273689	sw_foreign_settlers_drive_out_here_king_vik_reg_carleol	GEN_TARGET_REGION	
27273690	sw_foreign_settlers_drive_out_here_king_vik_reg_carleol	GEN_CND_REGION	vik_reg_carleol
27273691	sw_foreign_settlers_drive_out_here_king_vik_reg_carleol	VAR_CHANCE	100
27273692	sw_foreign_settlers_drive_out_here_king_vik_reg_carleol	GEN_CND_OWNS	
27273693	sw_foreign_settlers_drive_out_here_king_vik_reg_casteltoun	GEN_TARGET_REGION	
27273694	sw_foreign_settlers_drive_out_here_king_vik_reg_casteltoun	GEN_CND_REGION	vik_reg_casteltoun
27273695	sw_foreign_settlers_drive_out_here_king_vik_reg_casteltoun	VAR_CHANCE	100
27273696	sw_foreign_settlers_drive_out_here_king_vik_reg_casteltoun	GEN_CND_OWNS	
27273697	sw_foreign_settlers_drive_out_here_king_vik_reg_cathair_commain	GEN_TARGET_REGION	
27273698	sw_foreign_settlers_drive_out_here_king_vik_reg_cathair_commain	GEN_CND_REGION	vik_reg_cathair_commain
27273699	sw_foreign_settlers_drive_out_here_king_vik_reg_cathair_commain	VAR_CHANCE	100
27273700	sw_foreign_settlers_drive_out_here_king_vik_reg_cathair_commain	GEN_CND_OWNS	
27273701	sw_foreign_settlers_drive_out_here_king_vik_reg_ceaster	GEN_TARGET_REGION	
27273702	sw_foreign_settlers_drive_out_here_king_vik_reg_ceaster	GEN_CND_REGION	vik_reg_ceaster
27273703	sw_foreign_settlers_drive_out_here_king_vik_reg_ceaster	VAR_CHANCE	100
27273704	sw_foreign_settlers_drive_out_here_king_vik_reg_ceaster	GEN_CND_OWNS	
27273705	sw_foreign_settlers_drive_out_here_king_vik_reg_cetretha	GEN_TARGET_REGION	
27273706	sw_foreign_settlers_drive_out_here_king_vik_reg_cetretha	GEN_CND_REGION	vik_reg_cetretha
27273707	sw_foreign_settlers_drive_out_here_king_vik_reg_cetretha	VAR_CHANCE	100
27273708	sw_foreign_settlers_drive_out_here_king_vik_reg_cetretha	GEN_CND_OWNS	
27273709	sw_foreign_settlers_drive_out_here_king_vik_reg_cippanhamm	GEN_TARGET_REGION	
27273710	sw_foreign_settlers_drive_out_here_king_vik_reg_cippanhamm	GEN_CND_REGION	vik_reg_cippanhamm
27273711	sw_foreign_settlers_drive_out_here_king_vik_reg_cippanhamm	VAR_CHANCE	100
27273712	sw_foreign_settlers_drive_out_here_king_vik_reg_cippanhamm	GEN_CND_OWNS	
27273713	sw_foreign_settlers_drive_out_here_king_vik_reg_colneceaster	GEN_TARGET_REGION	
27273714	sw_foreign_settlers_drive_out_here_king_vik_reg_colneceaster	GEN_CND_REGION	vik_reg_colneceaster
27273715	sw_foreign_settlers_drive_out_here_king_vik_reg_colneceaster	VAR_CHANCE	100
27273716	sw_foreign_settlers_drive_out_here_king_vik_reg_colneceaster	GEN_CND_OWNS	
27273717	sw_foreign_settlers_drive_out_here_king_vik_reg_corcach	GEN_TARGET_REGION	
27273718	sw_foreign_settlers_drive_out_here_king_vik_reg_corcach	GEN_CND_REGION	vik_reg_corcach
27273719	sw_foreign_settlers_drive_out_here_king_vik_reg_corcach	VAR_CHANCE	100
27273720	sw_foreign_settlers_drive_out_here_king_vik_reg_corcach	GEN_CND_OWNS	
27273721	sw_foreign_settlers_drive_out_here_king_vik_reg_dinefwr	GEN_TARGET_REGION	
27273722	sw_foreign_settlers_drive_out_here_king_vik_reg_dinefwr	GEN_CND_REGION	vik_reg_dinefwr
27273723	sw_foreign_settlers_drive_out_here_king_vik_reg_dinefwr	VAR_CHANCE	100
27273724	sw_foreign_settlers_drive_out_here_king_vik_reg_dinefwr	GEN_CND_OWNS	
27273725	sw_foreign_settlers_drive_out_here_king_vik_reg_doreceaster	GEN_TARGET_REGION	
27273726	sw_foreign_settlers_drive_out_here_king_vik_reg_doreceaster	GEN_CND_REGION	vik_reg_doreceaster
27273727	sw_foreign_settlers_drive_out_here_king_vik_reg_doreceaster	VAR_CHANCE	100
27273728	sw_foreign_settlers_drive_out_here_king_vik_reg_doreceaster	GEN_CND_OWNS	
27273729	sw_foreign_settlers_drive_out_here_king_vik_reg_druim_da_ethiar	GEN_TARGET_REGION	
27273730	sw_foreign_settlers_drive_out_here_king_vik_reg_druim_da_ethiar	GEN_CND_REGION	vik_reg_druim_da_ethiar
27273731	sw_foreign_settlers_drive_out_here_king_vik_reg_druim_da_ethiar	VAR_CHANCE	100
27273732	sw_foreign_settlers_drive_out_here_king_vik_reg_druim_da_ethiar	GEN_CND_OWNS	
27273733	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_att	GEN_TARGET_REGION	
27273734	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_att	GEN_CND_REGION	vik_reg_dun_att
27273735	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_att	VAR_CHANCE	100
27273736	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_att	GEN_CND_OWNS	
27273737	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_foither	GEN_TARGET_REGION	
27273738	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_foither	GEN_CND_REGION	vik_reg_dun_foither
27273739	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_foither	VAR_CHANCE	100
27273740	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_foither	GEN_CND_OWNS	
27273741	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_patraic	GEN_TARGET_REGION	
27273742	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_patraic	GEN_CND_REGION	vik_reg_dun_patraic
27273743	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_patraic	VAR_CHANCE	100
27273744	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_patraic	GEN_CND_OWNS	
27273745	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_sebuirgi	GEN_TARGET_REGION	
27273746	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_sebuirgi	GEN_CND_REGION	vik_reg_dun_sebuirgi
27273747	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_sebuirgi	VAR_CHANCE	100
27273748	sw_foreign_settlers_drive_out_here_king_vik_reg_dun_sebuirgi	GEN_CND_OWNS	
27273749	sw_foreign_settlers_drive_out_here_king_vik_reg_dyflin	GEN_TARGET_REGION	
27273750	sw_foreign_settlers_drive_out_here_king_vik_reg_dyflin	GEN_CND_REGION	vik_reg_dyflin
27273751	sw_foreign_settlers_drive_out_here_king_vik_reg_dyflin	VAR_CHANCE	100
27273752	sw_foreign_settlers_drive_out_here_king_vik_reg_dyflin	GEN_CND_OWNS	
27273753	sw_foreign_settlers_drive_out_here_king_vik_reg_eidenburg	GEN_TARGET_REGION	
27273754	sw_foreign_settlers_drive_out_here_king_vik_reg_eidenburg	GEN_CND_REGION	vik_reg_eidenburg
27273755	sw_foreign_settlers_drive_out_here_king_vik_reg_eidenburg	VAR_CHANCE	100
27273756	sw_foreign_settlers_drive_out_here_king_vik_reg_eidenburg	GEN_CND_OWNS	
27273757	sw_foreign_settlers_drive_out_here_king_vik_reg_eoferwic	GEN_TARGET_REGION	
27273758	sw_foreign_settlers_drive_out_here_king_vik_reg_eoferwic	GEN_CND_REGION	vik_reg_eoferwic
27273759	sw_foreign_settlers_drive_out_here_king_vik_reg_eoferwic	VAR_CHANCE	100
27273760	sw_foreign_settlers_drive_out_here_king_vik_reg_eoferwic	GEN_CND_OWNS	
27273761	sw_foreign_settlers_drive_out_here_king_vik_reg_exanceaster	GEN_TARGET_REGION	
27273762	sw_foreign_settlers_drive_out_here_king_vik_reg_exanceaster	GEN_CND_REGION	vik_reg_exanceaster
27273763	sw_foreign_settlers_drive_out_here_king_vik_reg_exanceaster	VAR_CHANCE	100
27273764	sw_foreign_settlers_drive_out_here_king_vik_reg_exanceaster	GEN_CND_OWNS	
27273765	sw_foreign_settlers_drive_out_here_king_vik_reg_gleawceaster	GEN_TARGET_REGION	
27273766	sw_foreign_settlers_drive_out_here_king_vik_reg_gleawceaster	GEN_CND_REGION	vik_reg_gleawceaster
27273767	sw_foreign_settlers_drive_out_here_king_vik_reg_gleawceaster	VAR_CHANCE	100
27273768	sw_foreign_settlers_drive_out_here_king_vik_reg_gleawceaster	GEN_CND_OWNS	
27273769	sw_foreign_settlers_drive_out_here_king_vik_reg_grantabrycg	GEN_TARGET_REGION	
27273770	sw_foreign_settlers_drive_out_here_king_vik_reg_grantabrycg	GEN_CND_REGION	vik_reg_grantabrycg
27273771	sw_foreign_settlers_drive_out_here_king_vik_reg_grantabrycg	VAR_CHANCE	100
27273772	sw_foreign_settlers_drive_out_here_king_vik_reg_grantabrycg	GEN_CND_OWNS	
27273773	sw_foreign_settlers_drive_out_here_king_vik_reg_grianan_aileach	GEN_TARGET_REGION	
27273774	sw_foreign_settlers_drive_out_here_king_vik_reg_grianan_aileach	GEN_CND_REGION	vik_reg_grianan_aileach
27273775	sw_foreign_settlers_drive_out_here_king_vik_reg_grianan_aileach	VAR_CHANCE	100
27273776	sw_foreign_settlers_drive_out_here_king_vik_reg_grianan_aileach	GEN_CND_OWNS	
27273777	sw_foreign_settlers_drive_out_here_king_vik_reg_guvan	GEN_TARGET_REGION	
27273778	sw_foreign_settlers_drive_out_here_king_vik_reg_guvan	GEN_CND_REGION	vik_reg_guvan
27273779	sw_foreign_settlers_drive_out_here_king_vik_reg_guvan	VAR_CHANCE	100
27273780	sw_foreign_settlers_drive_out_here_king_vik_reg_guvan	GEN_CND_OWNS	
27273781	sw_foreign_settlers_drive_out_here_king_vik_reg_haestingas	GEN_TARGET_REGION	
27273782	sw_foreign_settlers_drive_out_here_king_vik_reg_haestingas	GEN_CND_REGION	vik_reg_haestingas
27273783	sw_foreign_settlers_drive_out_here_king_vik_reg_haestingas	VAR_CHANCE	100
27273784	sw_foreign_settlers_drive_out_here_king_vik_reg_haestingas	GEN_CND_OWNS	
27273785	sw_foreign_settlers_drive_out_here_king_vik_reg_hlymrekr	GEN_TARGET_REGION	
27273786	sw_foreign_settlers_drive_out_here_king_vik_reg_hlymrekr	GEN_CND_REGION	vik_reg_hlymrekr
27273787	sw_foreign_settlers_drive_out_here_king_vik_reg_hlymrekr	VAR_CHANCE	100
27273788	sw_foreign_settlers_drive_out_here_king_vik_reg_hlymrekr	GEN_CND_OWNS	
27273789	sw_foreign_settlers_drive_out_here_king_vik_reg_inis_faithlenn	GEN_TARGET_REGION	
27273790	sw_foreign_settlers_drive_out_here_king_vik_reg_inis_faithlenn	GEN_CND_REGION	vik_reg_inis_faithlenn
27273791	sw_foreign_settlers_drive_out_here_king_vik_reg_inis_faithlenn	VAR_CHANCE	100
27273792	sw_foreign_settlers_drive_out_here_king_vik_reg_inis_faithlenn	GEN_CND_OWNS	
27273793	sw_foreign_settlers_drive_out_here_king_vik_reg_ioua	GEN_TARGET_REGION	
27273794	sw_foreign_settlers_drive_out_here_king_vik_reg_ioua	GEN_CND_REGION	vik_reg_ioua
27273795	sw_foreign_settlers_drive_out_here_king_vik_reg_ioua	VAR_CHANCE	100
27273796	sw_foreign_settlers_drive_out_here_king_vik_reg_ioua	GEN_CND_OWNS	
27273797	sw_foreign_settlers_drive_out_here_king_vik_reg_lindcylne	GEN_TARGET_REGION	
27273798	sw_foreign_settlers_drive_out_here_king_vik_reg_lindcylne	GEN_CND_REGION	vik_reg_lindcylne
27273799	sw_foreign_settlers_drive_out_here_king_vik_reg_lindcylne	VAR_CHANCE	100
27273800	sw_foreign_settlers_drive_out_here_king_vik_reg_lindcylne	GEN_CND_OWNS	
27273801	sw_foreign_settlers_drive_out_here_king_vik_reg_loidis	GEN_TARGET_REGION	
27273802	sw_foreign_settlers_drive_out_here_king_vik_reg_loidis	GEN_CND_REGION	vik_reg_loidis
27273803	sw_foreign_settlers_drive_out_here_king_vik_reg_loidis	VAR_CHANCE	100
27273804	sw_foreign_settlers_drive_out_here_king_vik_reg_loidis	GEN_CND_OWNS	
27273805	sw_foreign_settlers_drive_out_here_king_vik_reg_lunden	GEN_TARGET_REGION	
27273806	sw_foreign_settlers_drive_out_here_king_vik_reg_lunden	GEN_CND_REGION	vik_reg_lunden
27273807	sw_foreign_settlers_drive_out_here_king_vik_reg_lunden	VAR_CHANCE	100
27273808	sw_foreign_settlers_drive_out_here_king_vik_reg_lunden	GEN_CND_OWNS	
27273809	sw_foreign_settlers_drive_out_here_king_vik_reg_mameceaster	GEN_TARGET_REGION	
27273810	sw_foreign_settlers_drive_out_here_king_vik_reg_mameceaster	GEN_CND_REGION	vik_reg_mameceaster
27273811	sw_foreign_settlers_drive_out_here_king_vik_reg_mameceaster	VAR_CHANCE	100
27273812	sw_foreign_settlers_drive_out_here_king_vik_reg_mameceaster	GEN_CND_OWNS	
27273813	sw_foreign_settlers_drive_out_here_king_vik_reg_nas	GEN_TARGET_REGION	
27273814	sw_foreign_settlers_drive_out_here_king_vik_reg_nas	GEN_CND_REGION	vik_reg_nas
27273815	sw_foreign_settlers_drive_out_here_king_vik_reg_nas	VAR_CHANCE	100
27273816	sw_foreign_settlers_drive_out_here_king_vik_reg_nas	GEN_CND_OWNS	
27273817	sw_foreign_settlers_drive_out_here_king_vik_reg_northhamtun	GEN_TARGET_REGION	
27273818	sw_foreign_settlers_drive_out_here_king_vik_reg_northhamtun	GEN_CND_REGION	vik_reg_northhamtun
27273819	sw_foreign_settlers_drive_out_here_king_vik_reg_northhamtun	VAR_CHANCE	100
27273820	sw_foreign_settlers_drive_out_here_king_vik_reg_northhamtun	GEN_CND_OWNS	
27273821	sw_foreign_settlers_drive_out_here_king_vik_reg_northwic	GEN_TARGET_REGION	
27273822	sw_foreign_settlers_drive_out_here_king_vik_reg_northwic	GEN_CND_REGION	vik_reg_northwic
27273823	sw_foreign_settlers_drive_out_here_king_vik_reg_northwic	VAR_CHANCE	100
27273824	sw_foreign_settlers_drive_out_here_king_vik_reg_northwic	GEN_CND_OWNS	
27273825	sw_foreign_settlers_drive_out_here_king_vik_reg_rath_cruachan	GEN_TARGET_REGION	
27273826	sw_foreign_settlers_drive_out_here_king_vik_reg_rath_cruachan	GEN_CND_REGION	vik_reg_rath_cruachan
27273827	sw_foreign_settlers_drive_out_here_king_vik_reg_rath_cruachan	VAR_CHANCE	100
27273828	sw_foreign_settlers_drive_out_here_king_vik_reg_rath_cruachan	GEN_CND_OWNS	
27273829	sw_foreign_settlers_drive_out_here_king_vik_reg_rendlesham	GEN_TARGET_REGION	
27273830	sw_foreign_settlers_drive_out_here_king_vik_reg_rendlesham	GEN_CND_REGION	vik_reg_rendlesham
27273831	sw_foreign_settlers_drive_out_here_king_vik_reg_rendlesham	VAR_CHANCE	100
27273832	sw_foreign_settlers_drive_out_here_king_vik_reg_rendlesham	GEN_CND_OWNS	
27273833	sw_foreign_settlers_drive_out_here_king_vik_reg_scoan	GEN_TARGET_REGION	
27273834	sw_foreign_settlers_drive_out_here_king_vik_reg_scoan	GEN_CND_REGION	vik_reg_scoan
27273835	sw_foreign_settlers_drive_out_here_king_vik_reg_scoan	VAR_CHANCE	100
27273836	sw_foreign_settlers_drive_out_here_king_vik_reg_scoan	GEN_CND_OWNS	
27273837	sw_foreign_settlers_drive_out_here_king_vik_reg_seolesigge	GEN_TARGET_REGION	
27273838	sw_foreign_settlers_drive_out_here_king_vik_reg_seolesigge	GEN_CND_REGION	vik_reg_seolesigge
27273839	sw_foreign_settlers_drive_out_here_king_vik_reg_seolesigge	VAR_CHANCE	100
27273840	sw_foreign_settlers_drive_out_here_king_vik_reg_seolesigge	GEN_CND_OWNS	
27273841	sw_foreign_settlers_drive_out_here_king_vik_reg_snotingaham	GEN_TARGET_REGION	
27273842	sw_foreign_settlers_drive_out_here_king_vik_reg_snotingaham	GEN_CND_REGION	vik_reg_snotingaham
27273843	sw_foreign_settlers_drive_out_here_king_vik_reg_snotingaham	VAR_CHANCE	100
27273844	sw_foreign_settlers_drive_out_here_king_vik_reg_snotingaham	GEN_CND_OWNS	
27273845	sw_foreign_settlers_drive_out_here_king_vik_reg_steanford	GEN_TARGET_REGION	
27273846	sw_foreign_settlers_drive_out_here_king_vik_reg_steanford	GEN_CND_REGION	vik_reg_steanford
27273847	sw_foreign_settlers_drive_out_here_king_vik_reg_steanford	VAR_CHANCE	100
27273848	sw_foreign_settlers_drive_out_here_king_vik_reg_steanford	GEN_CND_OWNS	
27273849	sw_foreign_settlers_drive_out_here_king_vik_reg_tamworthige	GEN_TARGET_REGION	
27273850	sw_foreign_settlers_drive_out_here_king_vik_reg_tamworthige	GEN_CND_REGION	vik_reg_tamworthige
27273851	sw_foreign_settlers_drive_out_here_king_vik_reg_tamworthige	VAR_CHANCE	100
27273852	sw_foreign_settlers_drive_out_here_king_vik_reg_tamworthige	GEN_CND_OWNS	
27273853	sw_foreign_settlers_drive_out_here_king_vik_reg_tintagol	GEN_TARGET_REGION	
27273854	sw_foreign_settlers_drive_out_here_king_vik_reg_tintagol	GEN_CND_REGION	vik_reg_tintagol
27273855	sw_foreign_settlers_drive_out_here_king_vik_reg_tintagol	VAR_CHANCE	100
27273856	sw_foreign_settlers_drive_out_here_king_vik_reg_tintagol	GEN_CND_OWNS	
27273857	sw_foreign_settlers_drive_out_here_king_vik_reg_tor_in_duine	GEN_TARGET_REGION	
27273858	sw_foreign_settlers_drive_out_here_king_vik_reg_tor_in_duine	GEN_CND_REGION	vik_reg_tor_in_duine
27273859	sw_foreign_settlers_drive_out_here_king_vik_reg_tor_in_duine	VAR_CHANCE	100
27273860	sw_foreign_settlers_drive_out_here_king_vik_reg_tor_in_duine	GEN_CND_OWNS	
27273861	sw_foreign_settlers_drive_out_here_king_vik_reg_vedrafjordr	GEN_TARGET_REGION	
27273862	sw_foreign_settlers_drive_out_here_king_vik_reg_vedrafjordr	GEN_CND_REGION	vik_reg_vedrafjordr
27273863	sw_foreign_settlers_drive_out_here_king_vik_reg_vedrafjordr	VAR_CHANCE	100
27273864	sw_foreign_settlers_drive_out_here_king_vik_reg_vedrafjordr	GEN_CND_OWNS	
27273865	sw_foreign_settlers_drive_out_here_king_vik_reg_veisafjordr	GEN_TARGET_REGION	
27273866	sw_foreign_settlers_drive_out_here_king_vik_reg_veisafjordr	GEN_CND_REGION	vik_reg_veisafjordr
27273867	sw_foreign_settlers_drive_out_here_king_vik_reg_veisafjordr	VAR_CHANCE	100
27273868	sw_foreign_settlers_drive_out_here_king_vik_reg_veisafjordr	GEN_CND_OWNS	
27273869	sw_foreign_settlers_drive_out_here_king_vik_reg_waerincwicum	GEN_TARGET_REGION	
27273870	sw_foreign_settlers_drive_out_here_king_vik_reg_waerincwicum	GEN_CND_REGION	vik_reg_waerincwicum
27273871	sw_foreign_settlers_drive_out_here_king_vik_reg_waerincwicum	VAR_CHANCE	100
27273872	sw_foreign_settlers_drive_out_here_king_vik_reg_waerincwicum	GEN_CND_OWNS	
27273873	sw_foreign_settlers_drive_out_here_king_vik_reg_werham	GEN_TARGET_REGION	
27273874	sw_foreign_settlers_drive_out_here_king_vik_reg_werham	GEN_CND_REGION	vik_reg_werham
27273875	sw_foreign_settlers_drive_out_here_king_vik_reg_werham	VAR_CHANCE	100
