effect_bundle	province	season	climate_phase_lower_threshold	default	weighting
shield_season_spring_flood	vik_prov_muma	season_spring	0	false	5
shield_season_winter_bitter	vik_prov_norfolc	season_winter	0	false	1
shield_season_summer_drought	vik_prov_norfolc	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_norfolc	season_autumn	0	false	5
shield_season_spring_flood	vik_prov_norfolc	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_north_mierce	season_winter	0	false	1
shield_season_summer_drought	vik_prov_north_mierce	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_north_mierce	season_autumn	0	false	5
shield_season_spring_flood	vik_prov_north_mierce	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_north_thryding	season_winter	0	false	1
shield_season_summer_drought	vik_prov_north_thryding	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_north_thryding	season_autumn	0	false	5
shield_season_spring_flood	vik_prov_north_thryding	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_offas_dic	season_winter	0	false	1
shield_season_summer_drought	vik_prov_offas_dic	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_offas_dic	season_autumn	0	false	5
shield_season_spring_flood	vik_prov_offas_dic	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_osraige	season_winter	0	false	1
shield_season_summer_drought	vik_prov_osraige	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_osraige	season_autumn	0	false	1
shield_season_spring_flood	vik_prov_osraige	season_spring	0	false	5
shield_season_winter_bitter	vik_prov_powis	season_winter	0	false	5
shield_season_summer_drought	vik_prov_powis	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_powis	season_autumn	0	false	1
shield_season_spring_flood	vik_prov_powis	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_staeffordscir	season_winter	0	false	1
shield_season_summer_drought	vik_prov_staeffordscir	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_staeffordscir	season_autumn	0	false	5
shield_season_spring_flood	vik_prov_staeffordscir	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_strat_clut	season_winter	0	false	5
shield_season_summer_drought	vik_prov_strat_clut	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_strat_clut	season_autumn	0	false	1
shield_season_spring_flood	vik_prov_strat_clut	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_sudreyar	season_winter	0	false	5
shield_season_summer_drought	vik_prov_sudreyar	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_sudreyar	season_autumn	0	false	1
shield_season_spring_flood	vik_prov_sudreyar	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_sumorsaete	season_winter	0	false	1
shield_season_summer_drought	vik_prov_sumorsaete	season_summer	0	false	5
shield_season_harvest_cold	vik_prov_sumorsaete	season_autumn	0	false	1
shield_season_spring_flood	vik_prov_sumorsaete	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_suth_mierce	season_winter	0	false	1
shield_season_summer_drought	vik_prov_suth_mierce	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_suth_mierce	season_autumn	0	false	5
shield_season_spring_flood	vik_prov_suth_mierce	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_suthfolc	season_winter	0	false	1
shield_season_summer_drought	vik_prov_suthfolc	season_summer	0	false	5
shield_season_harvest_cold	vik_prov_suthfolc	season_autumn	0	false	1
shield_season_spring_flood	vik_prov_suthfolc	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_tuadmuma	season_winter	0	false	1
shield_season_summer_drought	vik_prov_tuadmuma	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_tuadmuma	season_autumn	0	false	1
shield_season_spring_flood	vik_prov_tuadmuma	season_spring	0	false	5
shield_season_winter_bitter	vik_prov_vedrafjordr	season_winter	0	false	1
shield_season_summer_drought	vik_prov_vedrafjordr	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_vedrafjordr	season_autumn	0	false	1
shield_season_spring_flood	vik_prov_vedrafjordr	season_spring	0	false	5
shield_season_winter_bitter	vik_prov_veisafjordr	season_winter	0	false	1
shield_season_summer_drought	vik_prov_veisafjordr	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_veisafjordr	season_autumn	0	false	1
shield_season_spring_flood	vik_prov_veisafjordr	season_spring	0	false	5
shield_season_winter_bitter	vik_prov_west_seaxe	season_winter	0	false	1
shield_season_summer_drought	vik_prov_west_seaxe	season_summer	0	false	5
shield_season_harvest_cold	vik_prov_west_seaxe	season_autumn	0	false	1
shield_season_spring_flood	vik_prov_west_seaxe	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_west_suth_seaxe	season_winter	0	false	1
shield_season_summer_drought	vik_prov_west_suth_seaxe	season_summer	0	false	5
shield_season_harvest_cold	vik_prov_west_suth_seaxe	season_autumn	0	false	1
shield_season_spring_flood	vik_prov_west_suth_seaxe	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_west_thryding	season_winter	0	false	1
shield_season_summer_drought	vik_prov_west_thryding	season_summer	0	false	1
shield_season_harvest_cold	vik_prov_west_thryding	season_autumn	0	false	5
shield_season_spring_flood	vik_prov_west_thryding	season_spring	0	false	1
shield_season_winter_bitter	vik_prov_wiltscir	season_winter	0	false	1
shield_season_summer_drought	vik_prov_wiltscir	season_summer	0	false	5
shield_season_harvest_cold	vik_prov_wiltscir	season_autumn	0	false	1
shield_season_spring_flood	vik_prov_wiltscir	season_spring	0	false	1
