unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	campaign_total_cap	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	voiceover	ui_unit_group_land	ui_unit_group_naval	tier
iri_kern_swordsmen		0	light	1	false	iri_kern_swordsmen	160	0	10000	vik_curach	1	20	200	0	10000			5000	light	-1		false	false	0	14828	true		vo_subculture_celtic_irish	att_inf_sword_land	att_special_transportship_naval	1
iri_kerns		0	light	1	false	iri_kerns	80	0	100	vik_curach_mis	1	20	200	0	100			50	light	-1		false	false	0	14830	true		vo_subculture_celtic_irish	att_inf_javelin_land	att_special_transportship_naval	1
iri_mailed_fianna		0	medium	1	false	iri_mailed_fianna	40	1	325	vik_curach	1	20	200	0	325			170	super_heavy	-1		false	false	0	14838	true		vo_subculture_celtic_irish	att_inf_sword_land	att_special_transportship_naval	3
iri_mounted_kerns		0	light	1	false	iri_mounted_kerns	60	0	10000	vik_curach_mis	1	20	200	0	10000			5000	light	-1		false	false	0	14843	true		vo_subculture_celtic_irish	att_cav_javelin_land	att_special_transportship_naval	1
iri_raider_swordsmen		0	light	1	false	iri_raider_swordsmen	160	0	10000	vik_curach	1	20	200	0	10000			5000	light	-1		false	false	0	14847	true		vo_subculture_celtic_irish	att_inf_sword_land	att_special_transportship_naval	2
iri_serf_archers		0	light	1	false	iri_serf_archers	60	0	95	vik_curach_mis	1	20	200	0	95			50	light	-1		false	false	0	14850	true		vo_subculture_celtic_irish	att_inf_sling_land	att_special_transportship_naval	1
iri_spear_raiders		0	medium	1	false	iri_spear_raiders	120	0	170	vik_curach	1	20	200	0	170			90	heavy	-1		false	false	0	14860	true		vo_subculture_celtic_irish	att_inf_spear_land	att_special_transportship_naval	2
iri_wolf_hounds		0	light	1	false	iri_wolf_hounds	24	0	120	vik_curach	1	20	200	0	120			60	light	-1		false	false	0	14866	true		vo_subculture_celtic_irish	att_special_wardog_land	att_special_transportship_naval	1
iri_wood_kerns		0	light	1	false	iri_wood_kerns	48	0	150	vik_curach_mis	1	20	200	0	150			80	medium	-1		false	false	0	14869	true		vo_subculture_celtic_irish	att_inf_javelin_land	att_special_transportship_naval	2
iri_wood_spears		0	medium	1	false	iri_wood_spears	160	0	10000	vik_curach	1	20	200	0	10000			5000	medium	-1		false	false	0	14876	true		vo_subculture_celtic_irish	att_inf_spear_land	att_special_transportship_naval	2
nor_archers		0	light	1	false	nor_archers	80	0	95	vik_skeid_mis	1	20	200	0	95			50	light	-1		false	false	0	14883	true		vo_subculture_viking_nordic	att_inf_bow_land	att_special_transportship_naval	1
nor_axe_levy		0	light	1	false	nor_axe_levy	120	0	110	vik_dreki	1	20	200	0	110			60	light	-1		false	false	0	14892	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
nor_axemen		0	light	1	false	nor_axemen	120	0	125	vik_dreki	1	20	200	0	125			70	light	-1		false	false	0	14897	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
nor_catapult		0	light	1	false	nor_catapult	40	0	200	vik_skeid	1	20	200	0	200			100	light	-1		false	false	0	14907	true		vo_subculture_viking_nordic	att_art_field_land	att_special_transportship_naval	1
nor_cavalry		0	medium	1	false	nor_cavalry	60	0	335	vik_skeid	1	20	200	0	335			170	heavy	-1		false	false	0	14912	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	1
nor_flemish_crossbowmen		0	medium	1	false	nor_flemish_crossbowmen	60	0	145	vik_skeid_mis	1	20	200	0	145			75	very_heavy	-1		false	false	0	14916	true		vo_subculture_viking_nordic	att_inf_crossbow_land	att_special_transportship_naval	1
nor_foot_soldiers		0	medium	1	false	nor_foot_soldiers	80	0	350	vik_dreki	1	20	200	0	350			180	very_heavy	-1		false	false	0	14919	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	2
nor_horsemen		0	medium	1	false	nor_horsemen	60	0	300	vik_skeid	1	20	200	0	300			150	medium	-1		false	false	0	14923	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	1
nor_huskarls		0	heavy	1	false	nor_huskarls	100	2	10000	vik_dreki	1	20	200	0	10000			5000	heavy	-1		false	false	0	14925	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
nor_knights		0	medium	1	false	nor_knights	60	0	500	vik_skeid	1	20	200	0	500			270	very_heavy	-1		false	false	0	14935	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	2
nor_levy_archers		0	light	1	false	nor_levy_archers	80	0	80	vik_skeid_mis	1	20	200	0	80			30	light	-1		false	false	0	14943	true		vo_subculture_viking_nordic	att_inf_bow_land	att_special_transportship_naval	1
nor_levy_spearmen		0	light	1	false	nor_levy_spearmen	160	0	70	vik_dreki	1	20	200	0	70			35	light	-1		false	false	0	14945	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	1
nor_mailed_spearmen		0	medium	1	false	nor_mailed_spearmen	120	0	315	vik_dreki	1	20	200	0	315			160	heavy	-1		false	false	0	14955	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	2
nor_maine_infantry		0	medium	1	false	nor_maine_infantry	160	0	10000	vik_dreki	1	20	200	0	10000			5000	medium	-1		false	false	0	14958	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	2
nor_maine_warriors		0	medium	1	false	nor_maine_warriors	120	0	200	vik_dreki	1	20	200	0	320			110	medium	-1		false	false	0	14963	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	2
nor_miles		0	heavy	1	false	nor_miles	40	2	270	vik_dreki	1	20	200	0	270			170	very_heavy	-1		false	false	0	14971	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	2
nor_scout_cavalry		0	light	1	false	nor_scout_cavalry	48	0	140	vik_skeid	1	20	200	0	140			70	light	-1		false	false	0	14975	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	1
nor_shield_wall		0	medium	1	false	nor_shield_wall	120	0	275	vik_dreki	1	20	200	0	275			130	medium	-1		false	false	0	14980	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	2
nor_spearmen		0	light	1	false	nor_spearmen	160	0	95	vik_dreki	1	20	200	0	95			50	light	-1		false	false	0	14981	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	1
nor_swordsmen		0	medium	1	false	nor_swordsmen	120	0	275	vik_dreki	1	20	200	0	275			150	medium	-1		false	false	0	14982	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	2
sco_alban_axe_warriors		0	medium	1	false	sco_alban_axe_warriors	160	0	10000	vik_birlinn	1	20	200	0	10000			5000	medium	-1		false	false	0	14991	true		vo_subculture_viking_english	att_inf_axe_land	att_special_transportship_naval	1
sco_alban_axemen		0	medium	1	false	sco_alban_axemen	160	0	10000	vik_birlinn	1	20	200	0	10000			5000	medium	-1		false	false	0	14993	true		vo_subculture_viking_english	att_inf_axe_land	att_special_transportship_naval	1
sco_alban_crossbowmen		0	medium	1	false	sco_alban_crossbowmen	48	0	90	vik_birlinn_mis	1	20	200	0	90			40	medium	-1		false	false	0	15002	true		vo_subculture_viking_english	att_inf_crossbow_land	att_special_transportship_naval	1
sco_alban_horsemen		0	medium	1	false	sco_alban_horsemen	60	0	10000	vik_birlinn	1	20	200	0	10000			5000	medium	-1		false	false	0	15012	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	1
sco_alban_javelinmen		0	light	1	false	sco_alban_javelinmen	80	0	10000	vik_birlinn_mis	1	20	200	0	10000			5000	light	-1		false	false	0	15022	true		vo_subculture_viking_english	att_inf_javelin_land	att_special_transportship_naval	1
sco_alban_levy_javelinmen		0	light	1	false	sco_alban_levy_javelinmen	60	0	80	vik_birlinn_mis	1	20	200	0	80			40	light	-1		false	false	0	15032	true		vo_subculture_viking_english	att_inf_javelin_land	att_special_transportship_naval	1
sco_alban_levy_spearmen		0	light	1	false	sco_alban_levy_spearmen	160	0	80	vik_birlinn	1	20	200	0	80			20	light	-1		false	false	0	15037	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	1
sco_alban_raiders		0	light	1	false	sco_alban_raiders	60	0	10000	vik_birlinn_mis	1	20	200	0	10000			5000	light	-1		false	false	0	15045	true		vo_subculture_viking_english	att_cav_javelin_land	att_special_transportship_naval	1
sco_alban_spearmen		0	light	1	false	sco_alban_spearmen	160	0	95	vik_birlinn	1	20	200	0	95			50	light	-1		false	false	0	15047	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	1
sco_alban_warriors		0	heavy	1	false	sco_alban_warriors	40	0	280	vik_birlinn	1	20	200	0	280			140	super_heavy	-1		false	false	0	15048	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	3
sco_black_blades		0	heavy	1	false	sco_black_blades	160	2	10000	vik_birlinn	1	20	200	0	10000			5000	heavy	-1		false	false	0	15052	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	1
sco_catapult		0	light	1	false	sco_catapult	24	0	200	vik_birlinn	1	20	200	0	200			100	light	-1		false	false	0	15055	true		vo_subculture_viking_english	att_art_field_land	att_special_transportship_naval	1
sco_cateran_axemen		0	light	1	false	sco_cateran_axemen	160	0	125	vik_birlinn	1	20	200	0	125			70	light	-1		false	false	0	15062	true		vo_subculture_viking_english	att_inf_axe_land	att_special_transportship_naval	1
sco_cateran_levy		0	light	1	false	sco_cateran_levy	160	0	110	vik_birlinn	1	20	200	0	110			40	light	-1		false	false	0	15066	true		vo_subculture_viking_english	att_inf_axe_land	att_special_transportship_naval	1
sco_highland_archers		0	light	1	false	sco_highland_archers	60	0	80	vik_birlinn_mis	1	20	200	0	80			40	light	-1		false	false	0	15071	true		vo_subculture_viking_english	att_inf_bow_land	att_special_transportship_naval	1
sco_highland_levy_archers		0	light	1	false	sco_highland_levy_archers	80	0	10000	vik_birlinn_mis	1	20	200	0	10000			5000	light	-1		false	false	0	15075	true		vo_subculture_viking_english	att_inf_bow_land	att_special_transportship_naval	1
sco_highland_sharpshooters		0	light	1	false	sco_highland_sharpshooters	32	0	10000	vik_birlinn_mis	1	20	200	0	10000			5000	light	-1		false	false	0	15082	true		vo_subculture_viking_english	att_inf_bow_land	att_special_transportship_naval	2
sco_royal_followers		0	heavy	1	false	sco_royal_followers	40	2	295	vik_draga	1	20	200	0	295			150	very_heavy	-1		false	false	0	15083	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	2
sco_lowland_crossbowmen		0	medium	1	false	sco_lowland_crossbowmen	36	0	110	vik_birlinn_mis	1	20	200	0	110			60	very_heavy	-1		false	false	0	15091	true		vo_subculture_viking_english	att_inf_crossbow_land	att_special_transportship_naval	2
sco_lowland_raiders		0	light	1	false	sco_lowland_raiders	24	0	55	vik_birlinn_mis	1	20	200	0	55			30	light	-1		false	false	0	15094	true		vo_subculture_viking_english	att_cav_javelin_land	att_special_transportship_naval	1
sco_mormaer_horsemen		0	medium	1	false	sco_mormaer_horsemen	56	0	280	vik_birlinn	1	20	200	0	280			140	medium	-1		false	false	0	15103	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
sco_royal_bodyguard		0	heavy	1	false	sco_royal_bodyguard	32	2	230	vik_draga	1	20	200	0	230			120	very_heavy	-1		false	false	0	15111	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
sco_royal_cavalry		0	heavy	1	false	sco_royal_cavalry	48	2	285	vik_birlinn	1	20	200	0	285			150	heavy	-1		false	false	0	15114	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
sco_kings_blades		0	heavy	1	false	sco_royal_followers	40	2	10000	vik_birlinn	1	20	200	0	10000			5000	heavy	-1		false	false	0	15116	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	1
sco_royal_horsemen		0	heavy	1	false	sco_royal_horsemen	60	2	10000	vik_birlinn	1	20	200	0	10000			5000	heavy	-1		false	false	0	15118	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	1
sco_schiltron		0	light	1	false	sco_schiltron	160	0	125	vik_birlinn	1	20	200	0	125			70	light	-1		false	false	0	15119	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
sco_sword_band		0	medium	1	false	sco_sword_band	80	0	155	vik_birlinn	1	20	200	0	155			80	medium	-1		false	false	0	15125	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	2
sco_sword_warriors		0	medium	1	false	sco_sword_warriors	80	0	245	vik_birlinn	1	20	200	0	245			130	heavy	-1		false	false	0	15134	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	2
sco_wolf_hounds		0	light	1	false	sco_wolf_hounds	24	0	120	vik_birlinn	1	20	200	0	120			60	light	-1		false	false	0	15136	true		vo_subculture_viking_english	att_special_wardog_land	att_special_transportship_naval	1
vik_archers		0	light	1	false	vik_archers	80	0	100	vik_skeid_mis	1	20	200	0	100			50	light	-1		false	false	0	15144	true		vo_subculture_viking_nordic	att_inf_bow_land	att_special_transportship_naval	1
vik_armoured_archers		0	medium	1	false	vik_armoured_archers	80	0	10000	vik_skeid_mis	1	20	200	0	10000			5000	medium	-1		false	false	0	15153	true		vo_subculture_viking_nordic	att_inf_bow_land	att_special_transportship_naval	1
vik_axe_freemen		0	light	1	false	vik_axe_freemen	160	0	110	vik_dreki	1	20	200	0	110			60	light	-1		false	false	0	15161	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
vik_axe_hersir		0	medium	1	false	vik_axe_hersir	160	0	10000	vik_dreki	1	20	200	0	10000			5000	medium	-1		false	false	0	15162	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
vik_axe_hirdmen		0	medium	1	false	vik_axe_hirdmen	160	0	375	vik_dreki	1	20	200	0	375			190	medium	-1		false	false	0	15171	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
vik_berserkers		0	heavy	1	false	vik_berserkers	80	2	10000	vik_skeid	1	20	200	0	10000			5000	heavy	-1		false	false	0	15179	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
vik_catapult		0	light	1	false	vik_catapult	40	0	200	vik_skeid	1	20	200	0	200			100	light	-1		false	false	0	15182	true		vo_subculture_viking_nordic	att_art_field_land	att_special_transportship_naval	1
vik_freemen		0	light	1	false	vik_freemen	160	0	95	vik_dreki	1	20	200	0	95			50	light	-1		false	false	0	15191	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	1
vik_great_axes		0	light	1	false	vik_great_axes	160	0	195	vik_dreki	1	20	200	0	195			100	light	-1		false	false	0	15197	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
vik_hearthguard		0	heavy	1	false	est_hearthguard	40	1	305	vik_dreki	1	20	200	0	305			160	very_heavy	-1		false	false	0	14595	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	3
vik_hunters		0	light	1	false	vik_hunters	80	0	120	vik_skeid_mis	1	20	200	0	120			60	light	-1		false	false	0	15214	true		vo_subculture_viking_nordic	att_inf_bow_land	att_special_transportship_naval	1
vik_huskarls		0	heavy	1	false	vik_huskarls	160	2	10000	vik_dreki	1	20	200	0	10000			5000	heavy	-1		false	false	0	15221	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
vik_jarls_huskarls		0	heavy	1	false	vik_jarls_huskarls	160	2	10000	vik_dreki	1	20	200	0	10000			5000	heavy	-1		false	false	0	15223	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
vik_javelinmen		0	light	1	false	vik_javelinmen	80	0	10000	vik_skeid_mis	1	20	200	0	10000			5000	light	-1		false	false	0	15225	true		vo_subculture_viking_nordic	att_inf_javelin_land	att_special_transportship_naval	1
vik_jomsvikings		0	heavy	1	false	vik_jomsvikings	80	1	280	vik_dreki	1	20	200	0	280			140	very_heavy	1		false	false	0	15230	true		vo_subculture_viking_nordic	shieldwall_mercenary	att_special_transportship_naval	3
vik_long_axes		0	light	1	false	vik_long_axes	160	0	170	vik_dreki	1	20	200	0	170			90	light	-1		false	false	0	15234	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
vik_mailed_archers		0	light	1	false	vik_mailed_archers	60	2	300	vik_skeid_mis	1	20	200	0	300			150	heavy	-1		false	false	0	15241	true		vo_subculture_viking_nordic	att_inf_bow_land	att_special_transportship_naval	2
vik_mailed_hersir_axemen		0	medium	1	false	vik_mailed_hersir_axemen	160	0	480	vik_dreki	1	20	200	0	480			240	medium	-1		false	false	0	15249	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
vik_mailed_hersir_spearmen		0	medium	1	false	vik_mailed_hersir_spearmen	160	0	10000	vik_dreki	1	20	200	0	10000			5000	medium	-1		false	false	0	15259	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	2
vik_mailed_hersir_swordsmen		0	medium	1	false	vik_mailed_hersir_swordsmen	160	0	435	vik_dreki	1	20	200	0	435			220	medium	-1		false	false	0	15269	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	2
vik_mailed_huskarls		0	heavy	1	false	vik_mailed_huskarls	160	2	10000	vik_dreki	1	20	200	0	10000			5000	heavy	-1		false	false	0	15274	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
vik_marauders		0	light	1	false	vik_marauders	160	0	10000	vik_dreki	1	20	200	0	10000			5000	light	-1		false	false	0	15281	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
vik_raiders		0	light	1	false	vik_raiders	160	0	155	vik_dreki	1	20	200	0	155			80	light	-1		false	false	0	15291	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
vik_royal_huskarls		0	heavy	1	false	est_royal_huskarls	40	1	340	vik_dreki	1	20	200	0	340			150	very_heavy	-1		false	false	0	14672	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	3
vik_scouts		0	light	1	false	vik_scouts	60	0	120	vik_skeid	1	20	200	0	120			60	light	-1		false	false	0	15306	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	1
vik_shield_biters		0	heavy	1	false	vik_shield_biters	80	2	370	vik_skeid	1	20	200	0	370			190	heavy	-1		false	false	0	15310	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	3
vik_skirmishers		0	light	1	false	vik_skirmishers	80	0	70	vik_skeid_mis	1	20	200	0	70			40	light	-1		false	false	0	15313	true		vo_subculture_viking_nordic	att_inf_javelin_land	att_special_transportship_naval	1
vik_spear_hersir		0	medium	1	false	vik_spear_hersir	160	0	10000	vik_dreki	1	20	200	0	10000			5000	medium	-1		false	false	0	15320	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	1
vik_spear_hirdmen		0	medium	1	false	vik_spear_hirdmen	160	0	300	vik_dreki	1	20	200	0	300			150	medium	-1		false	false	0	15329	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	2
vik_sword_hersir		0	medium	1	false	vik_sword_hersir	160	0	320	vik_dreki	1	20	200	0	320			160	medium	-1		false	false	0	15332	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	1
vik_sword_hirdmen		0	medium	1	false	vik_sword_hirdmen	160	0	195	vik_dreki	1	20	200	0	195			100	medium	-1		false	false	0	15333	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	1
vik_thrall_axemen		0	light	1	false	vik_thrall_axemen	60	0	100	vik_dreki	1	20	200	0	100			50	medium	-1		false	false	0	15335	true		vo_subculture_viking_nordic	shieldwall_mercenary	att_special_transportship_naval	1
vik_thrall_spearmen		0	light	1	false	vik_thrall_spearmen	160	0	10000	vik_dreki	1	20	200	0	10000			5000	light	-1		false	false	0	15343	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	1
wel_archers		0	light	1	false	wel_archers	60	0	75	vik_corwg_mis	1	20	200	0	75			20	light	-1		false	false	0	15351	true		vo_subculture_celtic_welsh	att_inf_bow_land	att_special_transportship_naval	1
wel_armoured_axemen		0	medium	1	false	wel_armoured_axemen	40	0	155	vik_ddraig	1	20	200	0	155			120	very_light	-1		false	false	0	15361	true		vo_subculture_celtic_welsh	att_inf_axe_land	att_special_transportship_naval	1
wel_armoured_swordsmen		0	medium	1	false	wel_armoured_swordsmen	80	0	230	vik_ddraig	1	20	200	0	230			120	heavy	-1		false	false	0	15371	true		vo_subculture_celtic_welsh	att_inf_sword_land	att_special_transportship_naval	2
wel_axemen		0	light	1	false	wel_axemen	160	0	140	vik_ddraig	1	20	200	0	140			70	light	-1		false	false	0	15380	true		vo_subculture_celtic_welsh	att_inf_axe_land	att_special_transportship_naval	1
wel_cantref_spearmen		0	light	1	false	wel_cantref_spearmen	160	0	10000	vik_ddraig	1	20	200	0	10000			5000	light	-1		false	false	0	15924	true		vo_subculture_celtic_welsh	att_inf_spear_land	att_special_transportship_naval	2
wel_catapult		0	light	1	false	wel_catapult	40	0	200	vik_corwg	1	20	200	0	200			100	light	-1		false	false	0	15388	true		vo_subculture_celtic_welsh	att_art_field_land	att_special_transportship_naval	1
wel_helwyr		0	light	1	false	wel_helwyr	32	0	130	vik_corwg_mis	1	20	200	0	130			70	light	-1		false	false	0	15392	true		vo_subculture_celtic_welsh	att_inf_bow_land	att_special_transportship_naval	1
wel_horse_raiders		0	light	1	false	wel_horse_raiders	60	0	200	vik_corwg	1	20	200	0	200			100	light	-1		false	false	0	15399	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	1
wel_horsemen		0	light	1	false	wel_horsemen	64	0	220	vik_corwg	1	20	200	0	220			110	medium	-1		false	false	0	15404	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	1
wel_hunters		0	medium	1	false	wel_hunters	48	1	200	vik_corwg_mis	1	20	200	0	200			100	super_heavy	-1		false	false	0	15412	true		vo_subculture_celtic_welsh	att_inf_bow_land	att_special_transportship_naval	3
wel_javelinmen		0	light	1	false	wel_javelinmen	80	0	10000	vik_corwg_mis	1	20	200	0	10000			5000	light	-1		false	false	0	15419	true		vo_subculture_celtic_welsh	att_inf_javelin_land	att_special_transportship_naval	1
wel_levy_axemen		0	light	1	false	wel_levy_axemen	160	0	95	vik_ddraig	1	20	200	0	95			30	light	-1		false	false	0	15425	true		vo_subculture_celtic_welsh	att_inf_axe_land	att_special_transportship_naval	1
wel_levy_javelinmen		0	light	1	false	wel_levy_javelinmen	60	0	70	vik_corwg_mis	1	20	200	0	70			20	light	-1		false	false	0	15431	true		vo_subculture_celtic_welsh	att_inf_javelin_land	att_special_transportship_naval	1
wel_levy_spearmen		0	light	1	false	wel_levy_spearmen	160	0	65	vik_ddraig	1	20	200	0	65			20	light	-1		false	false	0	15435	true		vo_subculture_celtic_welsh	att_inf_spear_land	att_special_transportship_naval	1
wel_longbowmen		0	light	1	false	wel_longbowmen	48	0	115	vik_corwg_mis	1	20	200	0	115			60	medium	-1		false	false	0	15437	true		vo_subculture_celtic_welsh	att_inf_bow_land	att_special_transportship_naval	1
wel_mailed_swordsmen		0	medium	1	false	wel_mailed_swordsmen	80	1	340	vik_ddraig	1	20	200	0	340			170	very_heavy	-1		false	false	0	15450	true		vo_subculture_celtic_welsh	att_inf_sword_land	att_special_transportship_naval	3
wel_old_north_horsemen		0	medium	1	false	wel_old_north_horsemen	60	0	385	vik_corwg	1	20	200	0	385			200	medium	-1		false	false	0	15928	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	1
wel_old_north_riders		0	medium	1	false	wel_old_north_riders	60	0	385	vik_corwg	1	20	200	0	385			200	medium	-1		false	false	0	15929	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	1
wel_old_north_uchelwr		0	medium	1	false	wel_old_north_uchelwr	48	1	215	vik_corwg	1	20	200	0	215			110	very_heavy	-1		false	false	0	15939	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	3
wel_royal_spearmen		0	heavy	1	false	wel_royal_spearmen	120	2	175	vik_ddraig	1	20	200	0	175			90	heavy	-1		false	false	0	15460	true		vo_subculture_celtic_welsh	att_inf_spear_land	att_special_transportship_naval	2
wel_royal_teulu		0	heavy	1	false	wel_royal_teulu	32	1	260	vik_ddraig	1	20	200	0	260			130	very_heavy	-1		false	false	0	15461	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	3
wel_royal_uchelwr		0	heavy	1	false	wel_royal_uchelwr	36	1	375	vik_corwg	1	20	200	0	375			190	super_heavy	-1		false	false	0	15471	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	3
wel_scout_horsemen		0	light	1	false	wel_scout_horsemen	24	0	50	vik_corwg	1	20	200	0	50			30	light	-1		false	false	0	15475	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	1
wel_spearmen		0	light	1	false	wel_spearmen	160	0	95	vik_ddraig	1	20	200	0	95			50	light	-1		false	false	0	15481	true		vo_subculture_celtic_welsh	att_inf_spear_land	att_special_transportship_naval	1
wel_swordsmen		0	medium	1	false	wel_swordsmen	120	0	175	vik_ddraig	1	20	200	0	175			90	medium	-1		false	false	0	15490	true		vo_subculture_celtic_welsh	att_inf_sword_land	att_special_transportship_naval	1
wel_teulu		0	heavy	1	false	wel_teulu	32	1	240	vik_ddraig	1	20	200	0	240			120	very_heavy	-1		false	false	0	15498	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	3
wel_teulu_spear_guard		0	heavy	1	false	wel_teulu_spear_guard	80	1	300	vik_ddraig	1	20	200	0	300			150	very_heavy	-1		false	false	0	15506	true		vo_subculture_celtic_welsh	att_inf_spear_land	att_special_transportship_naval	3
wel_uchelwr		0	heavy	1	false	wel_uchelwr	48	2	350	vik_corwg	1	20	200	0	350			180	heavy	-1		false	false	0	15513	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	2
wel_valley_armoured_spearmen		0	medium	1	false	wel_valley_armoured_spearmen	160	0	10000	vik_ddraig	1	20	200	0	10000			5000	medium	-1		false	false	0	15521	true		vo_subculture_celtic_welsh	att_inf_spear_land	att_special_transportship_naval	1
wel_valley_mailed_spearmen		0	medium	1	false	wel_valley_mailed_spearmen	160	0	10000	vik_ddraig	1	20	200	0	10000			5000	medium	-1		false	false	0	15528	true		vo_subculture_celtic_welsh	att_inf_spear_land	att_special_transportship_naval	2
wel_valley_spearmen		0	medium	1	false	wel_valley_spearmen	160	0	95	vik_ddraig	1	20	200	0	95			50	very_light	-1		false	false	0	15529	true		vo_subculture_celtic_welsh	att_inf_spear_land	att_special_transportship_naval	1
wel_war_hounds		0	medium	1	false	wel_war_hounds	24	2	150	vik_corwg	1	20	200	0	150			80	heavy	-1		false	false	0	15532	true		vo_subculture_celtic_welsh	att_special_wardog_land	att_special_transportship_naval	2
