key	category	model	audio_material	hit_points	gun_type	onscreen_name	ignition_threshold	radar_icon	visible_in_public_ted	fortwall_penetration_chance	collision_3d	destruct_thresholds	joiner	auxiliary	burn_rate	height_map_mesh	can_burn	visibility_mode	blood_pack_model_override_folder
vik_cliff_large_curve_01	generic	vik_cliff_large_curve_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_cliff_large_curve_02	generic	vik_cliff_large_curve_02	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_cliff_large_pillar_01	generic	vik_cliff_large_pillar_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_cliff_large_pillar_02	generic	vik_cliff_large_pillar_02	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_cliff_med_01	generic	vik_cliff_med_01	stone	250			100	rock_2.tga	false	0	true		false	false	1.0	false	true	basic	
vik_cliff_med_02	generic	vik_cliff_med_02	stone	250			100	rock_2.tga	false	0	true		false	false	1.0	false	true	basic	
vik_cliff_med_curve_01	generic	vik_cliff_med_curve_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_cliff_med_curve_02	generic	vik_cliff_med_curve_02	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_cliff_rock_pile_01	generic	vik_cliff_rock_pile_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_cliff_rock_pile_02	generic	vik_cliff_rock_pile_02	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_cliffs_med_pillar_01	generic	vik_cliffs_med_pillar_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_cliffs_med_pillar_02	generic	vik_cliffs_med_pillar_02	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_cliffs_rock_pile_small_01	generic	vik_cliffs_rock_pile_small_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_cliffs_rock_pile_small_02	generic	vik_cliffs_rock_pile_small_02	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_dummy_wall_icon_generator	generic	vik_dummy_wall_icon_generator	stone	250			100	wall.tga	false	0	true		false	false	1.0	false	true	basic	
vik_embedded_rocks_01	generic	vik_embedded_rocks_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_embedded_rocks_02	generic	vik_embedded_rocks_02	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_embedded_rocks_03	generic	vik_embedded_rocks_03	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_embedded_rocks_04	generic	vik_embedded_rocks_04	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_embedded_rocks_05	generic	vik_embedded_rocks_05	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_embedded_rocks_06	generic	vik_embedded_rocks_06	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_embedded_rocks_07	generic	vik_embedded_rocks_07	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_embedded_rocks_08	generic	vik_embedded_rocks_08	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_embedded_rocks_09	generic	vik_embedded_rocks_09	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_embedded_rocks_10	generic	vik_embedded_rocks_10	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_embedded_rocks_11	generic	vik_embedded_rocks_11	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_ground_bank_01	ground_platform	vik_ground_bank_01	wood	250			100		false	0	true		false	false	1.0	false	false	basic	
vik_ground_bank_02	ground_platform	vik_ground_bank_02	wood	250			100		false	0	true		false	false	1.0	false	false	basic	
vik_ground_bank_03	ground_platform	vik_ground_bank_03	wood	250			100		false	0	true		false	false	1.0	false	false	basic	
vik_ground_bank_04	ground_platform	vik_ground_bank_04	wood	250			100		false	0	true		false	false	1.0	false	false	basic	
vik_large_drinking_hall_01	generic	vik_large_drinking_hall_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_large_turf_hall_01	generic	vik_large_turf_hall_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_long_hall_01	generic	vik_long_hall_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_newgrange	generic	vik_newgrange	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_nordic_gatehouse_01	generic	vik_nordic_gatehouse_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_nordic_watchtower	fort_tower	vik_nordic_watchtower	wood	175	att_tower_wooden	watchtower	700	tower.tga	true	0	true		false	false	1.0	false	true	none	
vik_pictish_cross_01	generic	vik_pictish_cross_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_pictish_cross_02	generic	vik_pictish_cross_02	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_queen_maeve_tomb	generic	vik_queen_maeve_tomb	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_round_tower	generic	vik_round_tower	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_runestone_01	generic	vik_runestone_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_runestone_02	generic	vik_runestone_02	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_runestone_03	generic	vik_runestone_03	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_runestone_04	generic	vik_runestone_04	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_runestone_05	generic	vik_runestone_05	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_small_rocks_group_01	generic	vik_small_rocks_group_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_small_rocks_group_02	generic	vik_small_rocks_group_02	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_small_rocks_group_03	generic	vik_small_rocks_group_03	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_small_rocks_group_04	generic	vik_small_rocks_group_04	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_small_rocks_group_05	generic	vik_small_rocks_group_05	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_small_rocks_group_06	generic	vik_small_rocks_group_06	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_sutton_hoo	generic	vik_sutton_hoo	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_sutton_hoo_1	generic	vik_sutton_hoo_1	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_sutton_hoo_2	generic	vik_sutton_hoo_2	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_totem_01	generic	vik_totem_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_totem_02	generic	vik_totem_02	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_totem_03	generic	vik_totem_03	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_totem_04	generic	vik_totem_04	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_totem_05	generic	vik_totem_05	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_decal	generic	vik_wonder_decal	wood	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_sevensisters_01	generic	vik_wonder_sevensisters_01	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_sevensisters_02	generic	vik_wonder_sevensisters_02	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_sevensisters_03	generic	vik_wonder_sevensisters_03	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_sevensisters_04	generic	vik_wonder_sevensisters_04	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_sevensisters_05	generic	vik_wonder_sevensisters_05	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_sevensisters_06	generic	vik_wonder_sevensisters_06	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_sevensisters_07	generic	vik_wonder_sevensisters_07	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_sevensisters_08	generic	vik_wonder_sevensisters_08	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_sevensisters_09	generic	vik_wonder_sevensisters_09	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_sevensisters_10	generic	vik_wonder_sevensisters_10	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_sevensisters_11	generic	vik_wonder_sevensisters_11	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
vik_wonder_sevensisters_12	generic	vik_wonder_sevensisters_12	stone	250			100		false	0	true		false	false	1.0	false	true	basic	
water_plane	generic	water_plane	stone	250		building	500		true	0	true		false	false	1.0	false	false	basic	
western_ahouse_1	generic	western_ahouse_1	stone	250		building	300	house_2.tga	true	0	true		false	false	1.0	false	true	basic	
western_fort_small_wall_bridgingcolumn_left	fort_wall	western_fort_small_wall_bridgingcolumn_left	stone	625		fort_wall	1750		true	0	true	0.8	false	true	1.0	false	false	basic	
western_fort_small_wall_bridgingcolumn_right	fort_wall	western_fort_small_wall_bridgingcolumn_right	stone	625		fort_wall	1750		true	0	true	0.8	false	true	1.0	false	false	basic	
western_fort_small_wall_curve_20m_radius	fort_wall	western_fort_small_wall_curve_20m_radius	stone	625		fort_wall	1750		true	0	true	0.8	false	false	1.0	false	false	complex	
western_fort_small_wall_curve_60m_radius	fort_wall	western_fort_small_wall_curve_60m_radius	stone	625		fort_wall	1750		true	0	true	0.8	false	false	1.0	false	false	complex	
western_fort_small_wall_curved_bastion	unbreachable_fort_wall	western_fort_small_wall_curved_bastion	stone	625		fort_wall	1750		true	0	true		false	false	1.0	false	false	basic	
western_fort_small_wall_endcap_left	fort_wall	western_fort_small_wall_endcap_left	stone	625		fort_wall	1750		true	0	true	0.8	false	false	1.0	false	false	basic	
western_fort_small_wall_endcap_right	fort_wall	western_fort_small_wall_endcap_right	stone	625		fort_wall	1750		true	0	true	0.8	false	false	1.0	false	false	basic	
western_fort_small_wall_gateway_a	gate	western_fort_small_wall_gateway_a	stone	3750		gate	8000		true	0	true		false	false	10.0	false	false	basic	
western_fort_small_wall_internal_curve_20m_radius	fort_wall	western_fort_small_wall_internal_curve_20m_radius	stone	625		fort_wall	1750		true	0	true	0.8	false	false	1.0	false	false	basic	
western_fort_small_wall_kink_left	fort_wall	western_fort_small_wall_kink_left	stone	625		fort_wall	1750		true	0	true	0.8	false	false	1.0	false	false	basic	
western_fort_small_wall_kink_right	fort_wall	western_fort_small_wall_kink_right	stone	625		fort_wall	1750		true	0	true	0.8	false	false	1.0	false	false	basic	
western_fort_small_wall_step_down_a	fort_wall	western_fort_small_wall_step_down_a	stone	625		fort_wall	1750		true	0	true	0.8	false	false	1.0	false	false	basic	
western_fort_small_wall_step_up_a	fort_wall	western_fort_small_wall_step_up_a	stone	625		fort_wall	1750		true	0	true	0.8	false	false	1.0	false	false	basic	
western_fort_small_wall_straight	fort_wall	western_fort_small_wall_straight	stone	625		fort_wall	1750		true	0	true	0.8	false	false	1.0	false	false	basic	
western_fort_small_wall_straight_pipetest	fort_wall	western_fort_small_wall_straight_pipetest	stone	625		fort_wall	1750		true	0	true	0.8	false	false	1.0	false	false	basic	
western_townhouse_1	generic	western_townhouse_1	stone	250		building	300	house_1.tga	true	0	true		false	false	1.0	false	true	basic	
