building	culture	subculture	faction	battlefield_building	artpiece	artpiece_animated	description	icon	disables	short_description	flavour	display_tooltip
vik_market_fair_2					campaign_sho_castle_1_fort		vik_market_long	vik_market_fair	false	vik_market_fair_2_short	rom_PLACEHOLDER	true
vik_market_fair_3					campaign_sho_castle_1_fort		vik_market_long	vik_market_fair	false	vik_market_fair_3_short	rom_PLACEHOLDER	true
vik_martyrs_mint_1		vik_sub_cult_anglo_viking			campaign_sho_castle_1_fort		vik_martyrs_mint_long	vik_martyrs_mint	false	vik_martyrs_mint_1_short	rom_PLACEHOLDER	true
vik_martyrs_mint_2		vik_sub_cult_anglo_viking			campaign_sho_castle_1_fort		vik_martyrs_mint_long	vik_martyrs_mint	true	vik_martyrs_mint_2_short	rom_PLACEHOLDER	true
vik_martyrs_mint_3		vik_sub_cult_anglo_viking			campaign_sho_castle_1_fort		vik_martyrs_mint_long	vik_martyrs_mint	true	vik_martyrs_mint_3_short	rom_PLACEHOLDER	true
vik_master_forge_1					campaign_sho_castle_1_fort		vik_master_forge_long	vik_master_forge	false	vik_master_forge_1_short	rom_PLACEHOLDER	true
vik_master_forge_2					campaign_sho_castle_1_fort		vik_master_forge_long	vik_master_forge	false	vik_master_forge_2_short	rom_PLACEHOLDER	true
vik_master_forge_3					campaign_sho_castle_1_fort		vik_master_forge_long	vik_master_forge	false	vik_master_forge_3_short	rom_PLACEHOLDER	true
vik_merchant_1					campaign_sho_castle_1_fort		vik_merchant_long	vik_merchant	false	vik_merchant_1_short	rom_PLACEHOLDER	true
vik_merchant_2					campaign_sho_castle_1_fort		vik_merchant_long	vik_merchant	false	vik_merchant_2_short	rom_PLACEHOLDER	true
vik_merchant_3					campaign_sho_castle_1_fort		vik_merchant_long	vik_merchant	false	vik_merchant_3_short	rom_PLACEHOLDER	true
vik_mill_1					campaign_sho_castle_1_fort		vik_mill_long	vik_mill	false	vik_mill_1_short	rom_PLACEHOLDER	true
vik_mill_2					campaign_sho_castle_1_fort		vik_mill_long	vik_mill	true	vik_mill_2_short	rom_PLACEHOLDER	true
vik_mill_3					campaign_sho_castle_1_fort		vik_mill_long	vik_mill	true	vik_mill_3_short	rom_PLACEHOLDER	true
vik_mint_1					campaign_sho_castle_1_fort		vik_mint_long	vik_mint	false	vik_mint_1_short	rom_PLACEHOLDER	true
vik_mint_2					campaign_sho_castle_1_fort		vik_mint_long	vik_mint	false	vik_mint_2_short	rom_PLACEHOLDER	true
vik_mint_3					campaign_sho_castle_1_fort		vik_mint_long	vik_mint	false	vik_mint_3_short	rom_PLACEHOLDER	true
vik_monastery_1					campaign_sho_castle_1_fort		vik_church_long	vik_monastery	false	vik_monastery_1_short	rom_PLACEHOLDER	true
vik_monastery_2					campaign_sho_castle_1_fort		vik_church_long	vik_monastery	false	vik_monastery_2_short	rom_PLACEHOLDER	true
vik_monastery_3					campaign_sho_castle_1_fort		vik_church_long	vik_monastery	false	vik_monastery_3_short	rom_PLACEHOLDER	true
vik_monastery_4					campaign_sho_castle_1_fort		vik_church_long	vik_monastery	false	vik_monastery_4_short	rom_PLACEHOLDER	true
vik_monastery_5					campaign_sho_castle_1_fort		vik_church_long	vik_monastery	false	vik_monastery_5_short	rom_PLACEHOLDER	true
vik_moot_hill_1					campaign_sho_castle_1_fort		vik_moot_hill_long	vik_moot_hill	false	vik_moot_hill_1_short	rom_PLACEHOLDER	true
vik_moot_hill_2					campaign_sho_castle_1_fort		vik_moot_hill_long	vik_moot_hill	false	vik_moot_hill_2_short	rom_PLACEHOLDER	true
vik_moot_hill_3					campaign_sho_castle_1_fort		vik_moot_hill_long	vik_moot_hill	false	vik_moot_hill_3_short	rom_PLACEHOLDER	true
vik_mountain_hall_1					campaign_sho_castle_1_fort		vik_mountain_hall_long	vik_mountain_hall	false	vik_mountain_hall_1_short	rom_PLACEHOLDER	true
vik_mountain_hall_2					campaign_sho_castle_1_fort		vik_mountain_hall_long	vik_mountain_hall	false	vik_mountain_hall_2_short	rom_PLACEHOLDER	true
vik_mountain_hall_3					campaign_sho_castle_1_fort		vik_mountain_hall_long	vik_mountain_hall	false	vik_mountain_hall_3_short	rom_PLACEHOLDER	true
vik_mountain_hall_4					campaign_sho_castle_1_fort		vik_mountain_hall_long	vik_mountain_hall	false	vik_mountain_hall_4_short	rom_PLACEHOLDER	true
vik_mountain_hall_5					campaign_sho_castle_1_fort		vik_mountain_hall_long	vik_mountain_hall	false	vik_mountain_hall_5_short	rom_PLACEHOLDER	true
vik_nunnaminster_1					campaign_sho_castle_1_fort		vik_nunnaminster_long	vik_nunnaminster	false	vik_nunnaminster_1_short	rom_PLACEHOLDER	true
vik_offas_hall_1					campaign_sho_castle_1_fort		vik_offas_hall_long	vik_offas_hall	false	vik_offas_hall_1_short	rom_PLACEHOLDER	true
vik_offas_hall_2					campaign_sho_castle_1_fort		vik_offas_hall_long	vik_offas_hall	false	vik_offas_hall_2_short	rom_PLACEHOLDER	true
vik_offas_hall_3					campaign_sho_castle_1_fort		vik_offas_hall_long	vik_offas_hall	false	vik_offas_hall_3_short	rom_PLACEHOLDER	true
vik_offas_hall_4					campaign_sho_castle_1_fort		vik_offas_hall_long	vik_offas_hall	false	vik_offas_hall_4_short	rom_PLACEHOLDER	true
vik_offas_hall_5					campaign_sho_castle_1_fort		vik_offas_hall_long	vik_offas_hall	false	vik_offas_hall_5_short	rom_PLACEHOLDER	true
vik_orchard_1					campaign_sho_castle_1_fort		vik_orchard_long	vik_fruit_plantation	false	vik_orchard_1_short	rom_PLACEHOLDER	true
vik_orchard_2					campaign_sho_castle_1_fort		vik_orchard_long	vik_orchard_fruiterer	false	vik_orchard_2_short	rom_PLACEHOLDER	true
vik_orchard_3					campaign_sho_castle_1_fort		vik_orchard_long	vik_orchard_fruiterer	false	vik_orchard_3_short	rom_PLACEHOLDER	true
vik_orchard_4					campaign_sho_castle_1_fort		vik_orchard_long	vik_fruit_plantation	true	vik_orchard_4_short	rom_PLACEHOLDER	true
vik_orchard_5					campaign_sho_castle_1_fort		vik_orchard_long	vik_fruit_plantation	true	vik_orchard_5_short	rom_PLACEHOLDER	true
vik_orchard_b_2					campaign_sho_castle_1_fort		vik_orchard_long	vik_orchard	false	vik_orchard_b_2	rom_PLACEHOLDER	true
vik_orchard_b_3					campaign_sho_castle_1_fort		vik_orchard_long	vik_orchard	false	vik_orchard_b_3	rom_PLACEHOLDER	true
vik_orchard_b_4					campaign_sho_castle_1_fort		vik_orchard_long	vik_orchard_fruiterer_patch	true	vik_orchard_b_4	rom_PLACEHOLDER	true
vik_orchard_b_5					campaign_sho_castle_1_fort		vik_orchard_long	vik_orchard_fruiterer_patch	true	vik_orchard_b_5	rom_PLACEHOLDER	true
vik_pasture_1					campaign_sho_castle_1_fort		vik_pasture_long	vik_pasture	false	vik_pasture_1_short	rom_PLACEHOLDER	true
vik_pasture_2					campaign_sho_castle_1_fort		vik_pasture_long	vik_pasture	false	vik_pasture_2_short	rom_PLACEHOLDER	true
vik_pasture_3					campaign_sho_castle_1_fort		vik_pasture_long	vik_pasture	false	vik_pasture_3_short	rom_PLACEHOLDER	true
vik_pasture_4					campaign_sho_castle_1_fort		vik_pasture_long	vik_pasture	true	vik_pasture_4_short	rom_PLACEHOLDER	true
vik_pasture_5					campaign_sho_castle_1_fort		vik_pasture_long	vik_pasture	true	vik_pasture_5_short	rom_PLACEHOLDER	true
vik_pasture_b_2					campaign_sho_castle_1_fort		vik_pasture_long	vik_pasture_farm	false	vik_pasture_b_2	rom_PLACEHOLDER	true
vik_pasture_b_3					campaign_sho_castle_1_fort		vik_pasture_long	vik_pasture_farm	false	vik_pasture_b_3	rom_PLACEHOLDER	true
vik_pasture_b_4					campaign_sho_castle_1_fort		vik_pasture_long	vik_pasture_farm	true	vik_pasture_b_4	rom_PLACEHOLDER	true
vik_pasture_b_5					campaign_sho_castle_1_fort		vik_pasture_long	vik_pasture_farm	true	vik_pasture_b_5	rom_PLACEHOLDER	true
vik_port_fish_1					campaign_sho_castle_1_fort		vik_port_fish_long	vik_port	false	vik_port_fish_1_short	rom_PLACEHOLDER	true
vik_port_fish_2					campaign_sho_castle_1_fort		vik_port_fish_long	vik_port	false	vik_port_fish_2_short	rom_PLACEHOLDER	true
vik_port_fish_3					campaign_sho_castle_1_fort		vik_port_fish_long	vik_port	false	vik_port_fish_3_short	rom_PLACEHOLDER	true
vik_port_herring_1					campaign_sho_castle_1_fort		vik_port_herring_long	vik_port_herring	false	vik_port_herring_1_short	rom_PLACEHOLDER	true
vik_port_herring_2					campaign_sho_castle_1_fort		vik_port_herring_long	vik_port_herring	false	vik_port_herring_2_short	rom_PLACEHOLDER	true
vik_port_herring_3					campaign_sho_castle_1_fort		vik_port_herring_long	vik_port_herring	false	vik_port_herring_3_short	rom_PLACEHOLDER	true
vik_port_military_1					campaign_sho_castle_1_fort		vik_longphort_long	vik_port_military	false	vik_port_military_1_short	rom_PLACEHOLDER	true
vik_port_military_2					campaign_sho_castle_1_fort		vik_longphort_long	vik_port_military	false	vik_port_military_2_short	rom_PLACEHOLDER	true
vik_port_military_3					campaign_sho_castle_1_fort		vik_longphort_long	vik_port_military	false	vik_port_military_3_short	rom_PLACEHOLDER	true
vik_port_trade_1					campaign_sho_castle_1_fort		vik_port_trade_long	vik_trade	false	vik_port_trade_1_short	rom_PLACEHOLDER	true
vik_port_trade_2					campaign_sho_castle_1_fort		vik_port_trade_long	vik_trade	false	vik_port_trade_2_short	rom_PLACEHOLDER	true
vik_port_trade_3					campaign_sho_castle_1_fort		vik_port_trade_long	vik_trade	false	vik_port_trade_3_short	rom_PLACEHOLDER	true
vik_pottery_1					campaign_sho_castle_1_fort		vik_pottery_long	vik_pottery	false	vik_pottery_1_short	rom_PLACEHOLDER	true
vik_pottery_2					campaign_sho_castle_1_fort		vik_pottery_long	vik_pottery_workshop	false	vik_pottery_2_short	rom_PLACEHOLDER	true
vik_pottery_3					campaign_sho_castle_1_fort		vik_pottery_long	vik_pottery_kiln	false	vik_pottery_3_short	rom_PLACEHOLDER	true
vik_pottery_4					campaign_sho_castle_1_fort		vik_pottery_long	vik_pottery_kiln_patch	true	vik_pottery_4_short	rom_PLACEHOLDER	true
vik_pottery_5					campaign_sho_castle_1_fort		vik_pottery_long	vik_pottery_kiln_patch	true	vik_pottery_5_short	rom_PLACEHOLDER	true
vik_pottery_b_2					campaign_sho_castle_1_fort		vik_pottery_long	vik_pottery_workshop	true	vik_pottery_b_2	rom_PLACEHOLDER	true
vik_pottery_b_3					campaign_sho_castle_1_fort		vik_pottery_long	vik_pottery_workshop	true	vik_pottery_b_3	rom_PLACEHOLDER	true
vik_pottery_b_4					campaign_sho_castle_1_fort		vik_pottery_long	vik_pottery_workshop	true	vik_pottery_b_4	rom_PLACEHOLDER	true
vik_pottery_b_5					campaign_sho_castle_1_fort		vik_pottery_long	vik_pottery_workshop	true	vik_pottery_b_5	rom_PLACEHOLDER	true
vik_rock_caisil_1					campaign_sho_castle_1_fort		vik_rock_caisil_long	vik_rock_of_caisil	false	vik_rock_caisil_1_short	rom_PLACEHOLDER	true
vik_rock_caisil_2					campaign_sho_castle_1_fort		vik_rock_caisil_long	vik_rock_of_caisil	false	vik_rock_caisil_2_short	rom_PLACEHOLDER	true
vik_rock_caisil_3					campaign_sho_castle_1_fort		vik_rock_caisil_long	vik_rock_of_caisil	false	vik_rock_caisil_3_short	rom_PLACEHOLDER	true
vik_rock_caisil_4					campaign_sho_castle_1_fort		vik_rock_caisil_long	vik_rock_of_caisil	false	vik_rock_caisil_4_short	rom_PLACEHOLDER	true
vik_rock_caisil_5					campaign_sho_castle_1_fort		vik_rock_caisil_long	vik_rock_of_caisil	false	vik_rock_caisil_5_short	rom_PLACEHOLDER	true
vik_round_tower_1					campaign_sho_castle_1_fort		vik_round_tower_long	vik_round_tower	false	vik_round_tower_1_short	rom_PLACEHOLDER	true
vik_round_tower_2					campaign_sho_castle_1_fort		vik_round_tower_long	vik_round_tower	false	vik_round_tower_2_short	rom_PLACEHOLDER	true
vik_round_tower_3					campaign_sho_castle_1_fort		vik_round_tower_long	vik_round_tower	false	vik_round_tower_3_short	rom_PLACEHOLDER	true
vik_runestone_1					campaign_sho_castle_1_fort		vik_runestone_long	vik_runestone	false	vik_runestone_1_short	rom_PLACEHOLDER	true
vik_runestone_2					campaign_sho_castle_1_fort		vik_runestone_long	vik_runestone	false	vik_runestone_2_short	rom_PLACEHOLDER	true
vik_runestone_3					campaign_sho_castle_1_fort		vik_runestone_long	vik_runestone	false	vik_runestone_3_short	rom_PLACEHOLDER	true
vik_salt_1					campaign_sho_castle_1_fort		vik_salt_long	vik_salt	false	vik_salt_1_short	rom_PLACEHOLDER	true
vik_salt_2					campaign_sho_castle_1_fort		vik_salt_long	vik_salt_trader	false	vik_salt_b_2	rom_PLACEHOLDER	true
vik_salt_3					campaign_sho_castle_1_fort		vik_salt_long	vik_salt_trader	false	vik_salt_b_3	rom_PLACEHOLDER	true
vik_salt_4					campaign_sho_castle_1_fort		vik_salt_long	vik_salt_works_patch	true	vik_salt_4_short	rom_PLACEHOLDER	true
vik_salt_5					campaign_sho_castle_1_fort		vik_salt_long	vik_salt_works_patch	true	vik_salt_5_short	rom_PLACEHOLDER	true
vik_salt_b_2					campaign_sho_castle_1_fort		vik_salt_long	vik_salt_works	false	vik_salt_2_short	rom_PLACEHOLDER	true
vik_salt_b_3					campaign_sho_castle_1_fort		vik_salt_long	vik_salt_works	false	vik_salt_3_short	rom_PLACEHOLDER	true
vik_salt_b_4					campaign_sho_castle_1_fort		vik_salt_long	vik_salt_trader_patch	true	vik_salt_b_4	rom_PLACEHOLDER	true
vik_salt_b_5					campaign_sho_castle_1_fort		vik_salt_long	vik_salt_trader_patch	true	vik_salt_b_5	rom_PLACEHOLDER	true
vik_school_ros_1					campaign_sho_castle_1_fort		vik_school_ros_long	vik_school_of_ros	false	vik_school_ros_1_short	rom_PLACEHOLDER	true
vik_school_ros_2					campaign_sho_castle_1_fort		vik_school_ros_long	vik_school_of_ros	false	vik_school_ros_2_short	rom_PLACEHOLDER	true
vik_school_ros_3					campaign_sho_castle_1_fort		vik_school_ros_long	vik_school_of_ros	false	vik_school_ros_3_short	rom_PLACEHOLDER	true
vik_school_ros_4					campaign_sho_castle_1_fort		vik_school_ros_long	vik_school_of_ros	false	vik_school_ros_4_short	rom_PLACEHOLDER	true
vik_school_ros_5					campaign_sho_castle_1_fort		vik_school_ros_long	vik_school_of_ros	false	vik_school_ros_5_short	rom_PLACEHOLDER	true
vik_scoan_abbey_1					campaign_sho_castle_1_fort		vik_scoan_abbey_long	vik_scoan_abbey	false	vik_scoan_abbey_1_short	rom_PLACEHOLDER	true
vik_scoan_abbey_2					campaign_sho_castle_1_fort		vik_scoan_abbey_long	vik_scoan_abbey	false	vik_scoan_abbey_2_short	rom_PLACEHOLDER	true
vik_scoan_abbey_3					campaign_sho_castle_1_fort		vik_scoan_abbey_long	vik_scoan_abbey	false	vik_scoan_abbey_3_short	rom_PLACEHOLDER	true
vik_scribes_1					campaign_sho_castle_1_fort		vik_scribes_long	vik_scribes	false	vik_scribes_1_short	rom_PLACEHOLDER	true
vik_scribes_2					campaign_sho_castle_1_fort		vik_scribes_long	vik_scribes	false	vik_scribes_2_short	rom_PLACEHOLDER	true
vik_scribes_3					campaign_sho_castle_1_fort		vik_scribes_long	vik_scribes	false	vik_scribes_3_short	rom_PLACEHOLDER	true
vik_sculptors_1					campaign_sho_castle_1_fort		vik_sculptors_long	vik_sculptors	false	vik_sculptors_1_short	rom_PLACEHOLDER	true
vik_sculptors_2					campaign_sho_castle_1_fort		vik_sculptors_long	vik_sculptors	false	vik_sculptors_2_short	rom_PLACEHOLDER	true
vik_sculptors_3					campaign_sho_castle_1_fort		vik_sculptors_long	vik_sculptors	false	vik_sculptors_3_short	rom_PLACEHOLDER	true
vik_silver_1					campaign_sho_castle_1_fort		vik_silver_long	vik_silver	false	vik_silver_1_short	rom_PLACEHOLDER	true
vik_silver_2					campaign_sho_castle_1_fort		vik_silver_long	vik_silver	false	vik_silver_2_short	rom_PLACEHOLDER	true
vik_silver_3					campaign_sho_castle_1_fort		vik_silver_long	vik_silver_foundry	false	vik_silver_3_short	rom_PLACEHOLDER	true
vik_silver_4					campaign_sho_castle_1_fort		vik_silver_long	vik_silver_foundry	true	vik_silver_4_short	rom_PLACEHOLDER	true
vik_silver_5					campaign_sho_castle_1_fort		vik_silver_long	vik_silver_foundry	true	vik_silver_5_short	rom_PLACEHOLDER	true
vik_silver_b_2					campaign_sho_castle_1_fort		vik_silver_long	vik_silversmith_patch	true	vik_silver_b_2	rom_PLACEHOLDER	true
vik_silver_b_3					campaign_sho_castle_1_fort		vik_silver_long	vik_silversmith_patch	true	vik_silver_b_3	rom_PLACEHOLDER	true
vik_silver_b_4					campaign_sho_castle_1_fort		vik_silver_long	vik_silversmith_patch	true	vik_silver_b_4	rom_PLACEHOLDER	true
vik_silver_b_5					campaign_sho_castle_1_fort		vik_silver_long	vik_silversmith_patch	true	vik_silver_b_5	rom_PLACEHOLDER	true
vik_souterrain_1					campaign_sho_castle_1_fort		vik_souterrain_long	vik_souterrain	false	vik_souterrain_1_short	rom_PLACEHOLDER	true
vik_souterrain_2					campaign_sho_castle_1_fort		vik_souterrain_long	vik_souterrain	false	vik_souterrain_2_short	rom_PLACEHOLDER	true
vik_souterrain_3					campaign_sho_castle_1_fort		vik_souterrain_long	vik_souterrain	false	vik_souterrain_3_short	rom_PLACEHOLDER	true
vik_st_brigit_1					campaign_sho_castle_1_fort		vik_st_brigit_long	vik_st_brigit	false	vik_st_brigit_1_short	rom_PLACEHOLDER	true
vik_st_brigit_2					campaign_sho_castle_1_fort		vik_st_brigit_long	vik_st_brigit	false	vik_st_brigit_2_short	rom_PLACEHOLDER	true
vik_st_brigit_3					campaign_sho_castle_1_fort		vik_st_brigit_long	vik_st_brigit	false	vik_st_brigit_3_short	rom_PLACEHOLDER	true
vik_st_ciaran_1					campaign_sho_castle_1_fort		vik_st_ciaran_long	vik_st_ciaran	false	vik_st_ciaran_1_short	rom_PLACEHOLDER	true
vik_st_ciaran_2					campaign_sho_castle_1_fort		vik_st_ciaran_long	vik_st_ciaran	false	vik_st_ciaran_2_short	rom_PLACEHOLDER	true
vik_st_ciaran_3					campaign_sho_castle_1_fort		vik_st_ciaran_long	vik_st_ciaran	false	vik_st_ciaran_3_short	rom_PLACEHOLDER	true
vik_st_ciaran_4					campaign_sho_castle_1_fort		vik_st_ciaran_long	vik_st_ciaran	false	vik_st_ciaran_4_short	rom_PLACEHOLDER	true
vik_st_ciaran_5					campaign_sho_castle_1_fort		vik_st_ciaran_long	vik_st_ciaran	false	vik_st_ciaran_5_short	rom_PLACEHOLDER	true
vik_st_columbe_1					campaign_sho_castle_1_fort		vik_st_columbe_long	vik_st_columbe	false	vik_st_columbe_1_short	rom_PLACEHOLDER	true
vik_st_columbe_2					campaign_sho_castle_1_fort		vik_st_columbe_long	vik_st_columbe	false	vik_st_columbe_2_short	rom_PLACEHOLDER	true
vik_st_columbe_3					campaign_sho_castle_1_fort		vik_st_columbe_long	vik_st_columbe	false	vik_st_columbe_3_short	rom_PLACEHOLDER	true
vik_st_columbe_4					campaign_sho_castle_1_fort		vik_st_columbe_long	vik_st_columbe	false	vik_st_columbe_4_short	rom_PLACEHOLDER	true
vik_st_columbe_5					campaign_sho_castle_1_fort		vik_st_columbe_long	vik_st_columbe	false	vik_st_columbe_5_short	rom_PLACEHOLDER	true
vik_st_cuthbert_1					campaign_sho_castle_1_fort		vik_st_cuthbert_long	vik_st_cuthbert	false	vik_st_cuthbert_1_short	rom_PLACEHOLDER	true
vik_st_cuthbert_2					campaign_sho_castle_1_fort		vik_st_cuthbert_long	vik_st_cuthbert	false	vik_st_cuthbert_2_short	rom_PLACEHOLDER	true
vik_st_cuthbert_3					campaign_sho_castle_1_fort		vik_st_cuthbert_long	vik_st_cuthbert	false	vik_st_cuthbert_3_short	rom_PLACEHOLDER	true
vik_st_cuthbert_4					campaign_sho_castle_1_fort		vik_st_cuthbert_long	vik_st_cuthbert	false	vik_st_cuthbert_4_short	rom_PLACEHOLDER	true
vik_st_cuthbert_5					campaign_sho_castle_1_fort		vik_st_cuthbert_long	vik_st_cuthbert	false	vik_st_cuthbert_5_short	rom_PLACEHOLDER	true
vik_st_dewi_1					campaign_sho_castle_1_fort		vik_st_dewi_long	vik_st_dewi	false	vik_st_dewi_1_short	rom_PLACEHOLDER	true
vik_st_dewi_2					campaign_sho_castle_1_fort		vik_st_dewi_long	vik_st_dewi	false	vik_st_dewi_2_short	rom_PLACEHOLDER	true
vik_st_dewi_3					campaign_sho_castle_1_fort		vik_st_dewi_long	vik_st_dewi	false	vik_st_dewi_3_short	rom_PLACEHOLDER	true
vik_st_dewi_4					campaign_sho_castle_1_fort		vik_st_dewi_long	vik_st_dewi	false	vik_st_dewi_4_short	rom_PLACEHOLDER	true
vik_st_dewi_5					campaign_sho_castle_1_fort		vik_st_dewi_long	vik_st_dewi	false	vik_st_dewi_5_short	rom_PLACEHOLDER	true
vik_st_edmund_1					campaign_sho_castle_1_fort		vik_st_edmund_long	vik_st_edmund	false	vik_st_edmund_1_short	rom_PLACEHOLDER	true
vik_st_edmund_2					campaign_sho_castle_1_fort		vik_st_edmund_long	vik_st_edmund	false	vik_st_edmund_2_short	rom_PLACEHOLDER	true
vik_st_edmund_3					campaign_sho_castle_1_fort		vik_st_edmund_long	vik_st_edmund	false	vik_st_edmund_3_short	rom_PLACEHOLDER	true
vik_st_edmund_4					campaign_sho_castle_1_fort		vik_st_edmund_long	vik_st_edmund	false	vik_st_edmund_4_short	rom_PLACEHOLDER	true
vik_st_edmund_5					campaign_sho_castle_1_fort		vik_st_edmund_long	vik_st_edmund	false	vik_st_edmund_5_short	rom_PLACEHOLDER	true
vik_st_patraic_1					campaign_sho_castle_1_fort		vik_st_patraic_long	vik_st_patraic	false	vik_st_patraic_1_short	rom_PLACEHOLDER	true
vik_st_patraic_2					campaign_sho_castle_1_fort		vik_st_patraic_long	vik_st_patraic	false	vik_st_patraic_2_short	rom_PLACEHOLDER	true
vik_st_patraic_3					campaign_sho_castle_1_fort		vik_st_patraic_long	vik_st_patraic	false	vik_st_patraic_3_short	rom_PLACEHOLDER	true
vik_st_patraic_4					campaign_sho_castle_1_fort		vik_st_patraic_long	vik_st_patraic	false	vik_st_patraic_4_short	rom_PLACEHOLDER	true
vik_st_patraic_5					campaign_sho_castle_1_fort		vik_st_patraic_long	vik_st_patraic	false	vik_st_patraic_5_short	rom_PLACEHOLDER	true
vik_st_ringan_1					campaign_sho_castle_1_fort		vik_st_ringan_long	vik_st_ringan	false	vik_st_ringan_1_short	rom_PLACEHOLDER	true
vik_st_ringan_2					campaign_sho_castle_1_fort		vik_st_ringan_long	vik_st_ringan	false	vik_st_ringan_2_short	rom_PLACEHOLDER	true
vik_st_ringan_3					campaign_sho_castle_1_fort		vik_st_ringan_long	vik_st_ringan	false	vik_st_ringan_3_short	rom_PLACEHOLDER	true
vik_st_ringan_4					campaign_sho_castle_1_fort		vik_st_ringan_long	vik_st_ringan	false	vik_st_ringan_4_short	rom_PLACEHOLDER	true
vik_st_ringan_5					campaign_sho_castle_1_fort		vik_st_ringan_long	vik_st_ringan	false	vik_st_ringan_5_short	rom_PLACEHOLDER	true
vik_st_swithun_1					campaign_sho_castle_1_fort		vik_st_swithun_long	vik_st_swithun	false	vik_st_swithun_1_short	rom_PLACEHOLDER	true
vik_st_swithun_2					campaign_sho_castle_1_fort		vik_st_swithun_long	vik_st_swithun	false	vik_st_swithun_2_short	rom_PLACEHOLDER	true
vik_st_swithun_3					campaign_sho_castle_1_fort		vik_st_swithun_long	vik_st_swithun	false	vik_st_swithun_3_short	rom_PLACEHOLDER	true
vik_tanner_1					campaign_sho_castle_1_fort		vik_tanner_long	vik_tanner	false	vik_tanner_1_short	rom_PLACEHOLDER	true
vik_tanner_2					campaign_sho_castle_1_fort		vik_tanner_long	vik_tanner	true	vik_tanner_2_short	rom_PLACEHOLDER	true
vik_tanner_3					campaign_sho_castle_1_fort		vik_tanner_long	vik_tanner	true	vik_tanner_3_short	rom_PLACEHOLDER	true
vik_textiles_1					campaign_sho_castle_1_fort		vik_textiles_long	vik_cloth_trader	false	vik_cloth_b_2	rom_PLACEHOLDER	true
vik_textiles_2					campaign_sho_castle_1_fort		vik_textiles_long	vik_cloth_trader	false	vik_cloth_b_4	rom_PLACEHOLDER	true
vik_textiles_3					campaign_sho_castle_1_fort		vik_textiles_long	vik_cloth_trader	false	vik_cloth_b_5	rom_PLACEHOLDER	true
vik_thing_1					campaign_sho_castle_1_fort		vik_thing_long	vik_thing	false	vik_thing_1_short	rom_PLACEHOLDER	true
vik_thing_2					campaign_sho_castle_1_fort		vik_thing_long	vik_thing	false	vik_thing_2_short	rom_PLACEHOLDER	true
vik_thing_3					campaign_sho_castle_1_fort		vik_thing_long	vik_thing	false	vik_thing_3_short	rom_PLACEHOLDER	true
vik_thrall_1					campaign_sho_castle_1_fort		vik_thrall_long	vik_thrall	false	vik_thrall_1_short	rom_PLACEHOLDER	true
vik_thrall_2					campaign_sho_castle_1_fort		vik_thrall_long	vik_thrall	false	vik_thrall_2_short	rom_PLACEHOLDER	true
vik_thrall_3					campaign_sho_castle_1_fort		vik_thrall_long	vik_thrall	false	vik_thrall_3_short	rom_PLACEHOLDER	true
vik_tin_1					campaign_sho_castle_1_fort		vik_tin_long	vik_tin	false	vik_tin_1_short	rom_PLACEHOLDER	true
vik_tin_2					campaign_sho_castle_1_fort		vik_tin_long	vik_tin_trader	false	vik_tin_2_short	rom_PLACEHOLDER	true
vik_tin_3					campaign_sho_castle_1_fort		vik_tin_long	vik_tin_trader	false	vik_tin_3_short	rom_PLACEHOLDER	true
vik_tin_4					campaign_sho_castle_1_fort		vik_tin_long	vik_tin_trader	true	vik_tin_4_short	rom_PLACEHOLDER	true
vik_tin_5					campaign_sho_castle_1_fort		vik_tin_long	vik_tin_trader	true	vik_tin_5_short	rom_PLACEHOLDER	true
vik_tin_b_2					campaign_sho_castle_1_fort		vik_tin_long	vik_tin_pewtersmith	true	vik_tin_b_2	rom_PLACEHOLDER	true
vik_tin_b_3					campaign_sho_castle_1_fort		vik_tin_long	vik_tin_pewtersmith	true	vik_tin_b_3	rom_PLACEHOLDER	true
vik_tin_b_4					campaign_sho_castle_1_fort		vik_tin_long	vik_tin_pewtersmith	true	vik_tin_b_4	rom_PLACEHOLDER	true
vik_tin_b_5					campaign_sho_castle_1_fort		vik_tin_long	vik_tin_pewtersmith	true	vik_tin_b_5	rom_PLACEHOLDER	true
vik_tithe_hall_1					campaign_sho_castle_1_fort		vik_tithe_hall_long	vik_tithe_hall	false	vik_tithe_hall_1_short	rom_PLACEHOLDER	true
vik_tithe_hall_2					campaign_sho_castle_1_fort		vik_tithe_hall_long	vik_tithe_hall	false	vik_tithe_hall_2_short	rom_PLACEHOLDER	true
vik_tithe_hall_3					campaign_sho_castle_1_fort		vik_tithe_hall_long	vik_tithe_hall	false	vik_tithe_hall_3_short	rom_PLACEHOLDER	true
vik_tools_1					campaign_sho_castle_1_fort		vik_tools_long	vik_tools	false	vik_tools_1_short	rom_PLACEHOLDER	true
vik_tools_2					campaign_sho_castle_1_fort		vik_tools_long	vik_tools	false	vik_tools_2_short	rom_PLACEHOLDER	true
vik_tools_3					campaign_sho_castle_1_fort		vik_tools_long	vik_tools	false	vik_tools_3_short	rom_PLACEHOLDER	true
vik_trade_1					campaign_sho_castle_1_fort		vik_port_trade_long	vik_trade	false	vik_trade_1_short	rom_PLACEHOLDER	true
