key	building_level_key	culture	faction	sprawl_piece_level	sprawl_piece_type	sub_culture	building_model_id	construction_model_id
vik_mint_3	vik_mint_3			0			vik_mint_3	building_construction
vik_monastery_1	vik_monastery_1			0			vik_abbey_1	building_construction
vik_monastery_2	vik_monastery_2			0			vik_abbey_2	building_construction
vik_monastery_3	vik_monastery_3			0			vik_abbey_3	building_construction
vik_monastery_4	vik_monastery_4			0			vik_abbey_4	building_construction
vik_monastery_5	vik_monastery_5			0			vik_abbey_5	building_construction
vik_moot_hill_1	vik_moot_hill_1			0			vik_moot_hill_1	building_construction
vik_moot_hill_2	vik_moot_hill_2			0			vik_moot_hill_2	building_construction
vik_moot_hill_3	vik_moot_hill_3			0			vik_moot_hill_3	building_construction
vik_mountain_hall_1	vik_mountain_hall_1			0			vik_great_hall_1	building_construction
vik_mountain_hall_2	vik_mountain_hall_2			0			vik_great_hall_2	building_construction
vik_mountain_hall_3	vik_mountain_hall_3			0			vik_great_hall_3	building_construction
vik_mountain_hall_4	vik_mountain_hall_4			0			vik_great_hall_4	building_construction
vik_mountain_hall_5	vik_mountain_hall_5			0			vik_great_hall_5	building_construction
vik_nunnaminster_1	vik_nunnaminster_1			0			vik_nunnaminster_1	building_construction
vik_offas_hall_1	vik_offas_hall_1			0			vik_offas_hall_1	building_construction
vik_offas_hall_2	vik_offas_hall_2			0			vik_offas_hall_2	building_construction
vik_offas_hall_3	vik_offas_hall_3			0			vik_offas_hall_3	building_construction
vik_offas_hall_4	vik_offas_hall_4			0			vik_offas_hall_4	building_construction
vik_offas_hall_5	vik_offas_hall_5			0			vik_offas_hall_5	building_construction
vik_orchard_1	vik_orchard_1			0			vik_orchard_1	building_construction
vik_orchard_2	vik_orchard_2			0			vik_orchard_2	building_construction
vik_orchard_3	vik_orchard_3			0			vik_orchard_3	building_construction
vik_orchard_4	vik_orchard_4			0			vik_orchard_4	building_construction
vik_orchard_5	vik_orchard_5			0			vik_orchard_5	building_construction
vik_orchard_b_2	vik_orchard_b_2			0			vik_orchard_b_2	building_construction
vik_orchard_b_3	vik_orchard_b_3			0			vik_orchard_b_3	building_construction
vik_orchard_b_4	vik_orchard_b_4			0			vik_orchard_4b	building_construction
vik_orchard_b_5	vik_orchard_b_5			0			vik_orchard_5b	building_construction
vik_pasture_1	vik_pasture_1			0			vik_pasture_1	building_construction
vik_pasture_2	vik_pasture_2			0			vik_pasture_2	building_construction
vik_pasture_3	vik_pasture_3			0			vik_pasture_3	building_construction
vik_pasture_4	vik_pasture_4			0			vik_pasture_4	building_construction
vik_pasture_5	vik_pasture_5			0			vik_pasture_5	building_construction
vik_pasture_b_2	vik_pasture_b_2			0			vik_pasture_b_2	building_construction
vik_pasture_b_3	vik_pasture_b_3			0			vik_pasture_b_3	building_construction
vik_pasture_b_4	vik_pasture_b_4			0			vik_pasture_4b	building_construction
vik_pasture_b_5	vik_pasture_b_5			0			vik_pasture_5b	building_construction
vik_port_fish_1	vik_port_fish_1			0			vik_port_fish_1	building_construction
vik_port_fish_2	vik_port_fish_2			0			vik_port_fish_2	building_construction
vik_port_fish_3	vik_port_fish_3			0			vik_port_fish_3	building_construction
vik_port_herring_1	vik_port_herring_1			0			vik_port_herring_1	building_construction
vik_port_herring_2	vik_port_herring_2			0			vik_port_herring_2	building_construction
vik_port_herring_3	vik_port_herring_3			0			vik_port_herring_3	building_construction
vik_port_military_1	vik_port_military_1			0			vik_port_military_1	building_construction
vik_port_military_2	vik_port_military_2			0			vik_port_military_2	building_construction
vik_port_military_3	vik_port_military_3			0			vik_port_military_3	building_construction
vik_port_trade_1	vik_port_trade_1			0			vik_port_trade_1	building_construction
vik_port_trade_2	vik_port_trade_2			0			vik_port_trade_2	building_construction
vik_port_trade_3	vik_port_trade_3			0			vik_port_trade_3	building_construction
vik_pottery_1	vik_pottery_1			0			vik_pottery_1	building_construction
vik_pottery_2	vik_pottery_2			0			vik_pottery_2	building_construction
vik_pottery_3	vik_pottery_3			0			vik_pottery_3	building_construction
vik_pottery_4	vik_pottery_4			0			vik_pottery_4	building_construction
vik_pottery_5	vik_pottery_5			0			vik_pottery_5	building_construction
vik_pottery_b_2	vik_pottery_b_2			0			vik_pottery_b_2	building_construction
vik_pottery_b_3	vik_pottery_b_3			0			vik_pottery_b_3	building_construction
vik_pottery_b_4	vik_pottery_b_4			0			vik_pottery_4b	building_construction
vik_pottery_b_5	vik_pottery_b_5			0			vik_pottery_5b	building_construction
vik_rock_caisil_1	vik_rock_caisil_1			0			vik_rock_caisil_1	building_construction
vik_rock_caisil_2	vik_rock_caisil_2			0			vik_rock_caisil_2	building_construction
vik_rock_caisil_3	vik_rock_caisil_3			0			vik_rock_caisil_3	building_construction
vik_rock_caisil_4	vik_rock_caisil_4			0			vik_rock_caisil_4	building_construction
vik_rock_caisil_5	vik_rock_caisil_5			0			vik_rock_caisil_5	building_construction
vik_round_tower_1	vik_round_tower_1			0			vik_round_tower_1	building_construction
vik_round_tower_2	vik_round_tower_2			0			vik_round_tower_2	building_construction
vik_round_tower_3	vik_round_tower_3			0			vik_round_tower_3	building_construction
vik_runestone_1	vik_runestone_1			0			vik_runestone_1	building_construction
vik_runestone_2	vik_runestone_2			0			vik_runestone_2	building_construction
vik_runestone_3	vik_runestone_3			0			vik_runestone_3	building_construction
vik_salt_1	vik_salt_1			0			vik_salt_1	building_construction
vik_salt_2	vik_salt_2			0			vik_salt_2	building_construction
vik_salt_3	vik_salt_3			0			vik_salt_3	building_construction
vik_salt_4	vik_salt_4			0			vik_salt_4	building_construction
vik_salt_5	vik_salt_5			0			vik_salt_5	building_construction
vik_salt_b_2	vik_salt_b_2			0			vik_salt_b_2	building_construction
vik_salt_b_3	vik_salt_b_3			0			vik_salt_b_3	building_construction
vik_salt_b_4	vik_salt_b_4			0			vik_salt_4b	building_construction
vik_salt_b_5	vik_salt_b_5			0			vik_salt_5b	building_construction
vik_school_ros_1	vik_school_ros_1			0			vik_school_ros_1	building_construction
vik_school_ros_2	vik_school_ros_2			0			vik_school_ros_2	building_construction
vik_school_ros_3	vik_school_ros_3			0			vik_school_ros_3	building_construction
vik_school_ros_4	vik_school_ros_4			0			vik_school_ros_4	building_construction
vik_school_ros_5	vik_school_ros_5			0			vik_school_ros_5	building_construction
vik_scoan_abbey_1	vik_scoan_abbey_1			0			vik_scoan_abbey_1	building_construction
vik_scoan_abbey_2	vik_scoan_abbey_2			0			vik_scoan_abbey_2	building_construction
vik_scoan_abbey_3	vik_scoan_abbey_3			0			vik_scoan_abbey_3	building_construction
vik_scribes_1	vik_scribes_1			0			vik_scribes_1	building_construction
vik_scribes_2	vik_scribes_2			0			vik_scribes_2	building_construction
vik_scribes_3	vik_scribes_3			0			vik_scribes_3	building_construction
vik_sculptors_1	vik_sculptors_1			0			vik_sculptors_1	building_construction
vik_sculptors_2	vik_sculptors_2			0			vik_sculptors_2	building_construction
vik_sculptors_3	vik_sculptors_3			0			vik_sculptors_3	building_construction
vik_silver_1	vik_silver_1			0			vik_silver_1	building_construction
vik_silver_2	vik_silver_2			0			vik_silver_2	building_construction
vik_silver_3	vik_silver_3			0			vik_silver_3	building_construction
vik_silver_4	vik_silver_4			0			vik_silver_4	building_construction
vik_silver_5	vik_silver_5			0			vik_silver_5	building_construction
vik_silver_b_2	vik_silver_b_2			0			vik_silver_b_2	building_construction
vik_silver_b_3	vik_silver_b_3			0			vik_silver_b_3	building_construction
vik_silver_b_4	vik_silver_b_4			0			vik_silver_4b	building_construction
vik_silver_b_5	vik_silver_b_5			0			vik_silver_5b	building_construction
vik_souterrain_1	vik_souterrain_1			0			vik_souterrain_1	building_construction
vik_souterrain_2	vik_souterrain_2			0			vik_souterrain_2	building_construction
vik_souterrain_3	vik_souterrain_3			0			vik_souterrain_3	building_construction
vik_st_brigit_1	vik_st_brigit_1			0			vik_st_brigit_1	building_construction
vik_st_brigit_2	vik_st_brigit_2			0			vik_st_brigit_2	building_construction
vik_st_brigit_3	vik_st_brigit_3			0			vik_st_brigit_3	building_construction
vik_st_ciaran_1	vik_st_ciaran_1			0			vik_st_ciaran_1	building_construction
vik_st_ciaran_2	vik_st_ciaran_2			0			vik_st_ciaran_2	building_construction
vik_st_ciaran_3	vik_st_ciaran_3			0			vik_st_ciaran_3	building_construction
vik_st_ciaran_4	vik_st_ciaran_4			0			vik_st_ciaran_4	building_construction
vik_st_ciaran_5	vik_st_ciaran_5			0			vik_st_ciaran_5	building_construction
vik_st_columbe_1	vik_st_columbe_1			0			vik_st_columbe_1	building_construction
vik_st_columbe_2	vik_st_columbe_2			0			vik_st_columbe_2	building_construction
vik_st_columbe_3	vik_st_columbe_3			0			vik_st_columbe_3	building_construction
vik_st_columbe_4	vik_st_columbe_4			0			vik_st_columbe_4	building_construction
vik_st_columbe_5	vik_st_columbe_5			0			vik_st_columbe_5	building_construction
vik_st_cuthbert_1	vik_st_cuthbert_1			0			vik_st_cuthbert_1	building_construction
vik_st_cuthbert_2	vik_st_cuthbert_2			0			vik_st_cuthbert_2	building_construction
vik_st_cuthbert_3	vik_st_cuthbert_3			0			vik_st_cuthbert_3	building_construction
vik_st_cuthbert_4	vik_st_cuthbert_4			0			vik_st_cuthbert_4	building_construction
vik_st_cuthbert_5	vik_st_cuthbert_5			0			vik_st_cuthbert_5	building_construction
vik_st_dewi_1	vik_st_dewi_1			0			vik_st_dewi_1	building_construction
vik_st_dewi_2	vik_st_dewi_2			0			vik_st_dewi_2	building_construction
vik_st_dewi_3	vik_st_dewi_3			0			vik_st_dewi_3	building_construction
vik_st_dewi_4	vik_st_dewi_4			0			vik_st_dewi_4	building_construction
vik_st_dewi_5	vik_st_dewi_5			0			vik_st_dewi_5	building_construction
vik_st_edmund_1	vik_st_edmund_1			0			vik_st_edmund_1	building_construction
vik_st_edmund_2	vik_st_edmund_2			0			vik_st_edmund_2	building_construction
vik_st_edmund_3	vik_st_edmund_3			0			vik_st_edmund_3	building_construction
vik_st_edmund_4	vik_st_edmund_4			0			vik_st_edmund_4	building_construction
vik_st_edmund_5	vik_st_edmund_5			0			vik_st_edmund_5	building_construction
vik_st_patraic_1	vik_st_patraic_1			0			vik_st_patraic_1	building_construction
vik_st_patraic_2	vik_st_patraic_2			0			vik_st_patraic_2	building_construction
vik_st_patraic_3	vik_st_patraic_3			0			vik_st_patraic_3	building_construction
vik_st_patraic_4	vik_st_patraic_4			0			vik_st_patraic_4	building_construction
vik_st_patraic_5	vik_st_patraic_5			0			vik_st_patraic_5	building_construction
vik_st_ringan_1	vik_st_ringan_1			0			vik_st_ringan_1	building_construction
vik_st_ringan_2	vik_st_ringan_2			0			vik_st_ringan_2	building_construction
vik_st_ringan_3	vik_st_ringan_3			0			vik_st_ringan_3	building_construction
vik_st_ringan_4	vik_st_ringan_4			0			vik_st_ringan_4	building_construction
vik_st_ringan_5	vik_st_ringan_5			0			vik_st_ringan_5	building_construction
vik_st_swithun_1	vik_st_swithun_1			0			vik_st_swithun_1	building_construction
vik_st_swithun_2	vik_st_swithun_2			0			vik_st_swithun_2	building_construction
vik_st_swithun_3	vik_st_swithun_3			0			vik_st_swithun_3	building_construction
vik_tanner_1	vik_tanner_1			0			vik_tanner_1	building_construction
vik_tanner_2	vik_tanner_2			0			vik_tanner_2	building_construction
vik_tanner_3	vik_tanner_3			0			vik_tanner_3	building_construction
vik_textiles_1	vik_textiles_1			0			vik_embroiders_1	building_construction
vik_textiles_2	vik_textiles_2			0			vik_embroiders_2	building_construction
vik_textiles_3	vik_textiles_3			0			vik_embroiders_3	building_construction
vik_thing_1	vik_thing_1			0			vik_thing_1	building_construction
vik_thing_2	vik_thing_2			0			vik_thing_2	building_construction
vik_thing_3	vik_thing_3			0			vik_thing_3	building_construction
vik_thrall_1	vik_thrall_1			0			vik_thrall_1	building_construction
vik_thrall_2	vik_thrall_2			0			vik_thrall_2	building_construction
vik_thrall_3	vik_thrall_3			0			vik_thrall_3	building_construction
vik_tin_1	vik_tin_1			0			vik_tin_1	building_construction
vik_tin_2	vik_tin_2			0			vik_tin_2	building_construction
vik_tin_3	vik_tin_3			0			vik_tin_3	building_construction
vik_tin_4	vik_tin_4			0			vik_tin_4	building_construction
vik_tin_5	vik_tin_5			0			vik_tin_5	building_construction
vik_tin_b_2	vik_tin_b_2			0			vik_tin_b_2	building_construction
vik_tin_b_3	vik_tin_b_3			0			vik_tin_b_3	building_construction
vik_tin_b_4	vik_tin_b_4			0			vik_tin_4b	building_construction
vik_tin_b_5	vik_tin_b_5			0			vik_tin_5b	building_construction
vik_tithe_hall_1	vik_tithe_hall_1			0			vik_tithe_hall_1	building_construction
vik_tithe_hall_2	vik_tithe_hall_2			0			vik_tithe_hall_2	building_construction
vik_tithe_hall_3	vik_tithe_hall_3			0			vik_tithe_hall_3	building_construction
vik_tools_1	vik_tools_1			0			vik_tools_1	building_construction
vik_tools_2	vik_tools_2			0			vik_tools_2	building_construction
vik_tools_3	vik_tools_3			0			vik_tools_3	building_construction
vik_trade_1	vik_trade_1			0			vik_trade_1	building_construction
vik_trade_2	vik_trade_2			0			vik_trade_2	building_construction
vik_trade_3	vik_trade_3			0			vik_trade_3	building_construction
vik_trade_4	vik_trade_4			0			vik_trade_4	building_construction
vik_trade_5	vik_trade_5			0			vik_trade_5	building_construction
vik_trade_b_2	vik_trade_b_2			0			vik_trade_b_2	building_construction
vik_trade_b_3	vik_trade_b_3			0			vik_trade_b_3	building_construction
vik_trade_b_4	vik_trade_b_4			0			vik_trade_4b	building_construction
vik_trade_b_5	vik_trade_b_5			0			vik_trade_5b	building_construction
vik_warehouse_1	vik_warehouse_1			0			vik_warehouse_1	building_construction
vik_warehouse_2	vik_warehouse_2			0			vik_warehouse_2	building_construction
vik_warehouse_3	vik_warehouse_3			0			vik_warehouse_3	building_construction
vik_wax_1	vik_wax_1			0			vik_estate_1	building_construction
vik_wax_2	vik_wax_2			0			vik_estate_2	building_construction
vik_wax_3	vik_wax_3			0			vik_estate_3	building_construction
vik_wood_1	vik_wood_1			0			vik_wood_1	building_construction
vik_wood_2	vik_wood_2			0			vik_wood_2	building_construction
vik_wood_3	vik_wood_3			0			vik_wood_3	building_construction
vik_wood_4	vik_wood_4			0			vik_wood_4	building_construction
vik_wood_5	vik_wood_5			0			vik_wood_5	building_construction
vik_wood_b_2	vik_wood_b_2			0			vik_wood_b_2	building_construction
vik_wood_b_3	vik_wood_b_3			0			vik_wood_b_3	building_construction
vik_wood_b_4	vik_wood_b_4			0			vik_wood_4b	building_construction
vik_wood_b_5	vik_wood_b_5			0			vik_wood_5b	building_construction
vik_workshop_1	vik_workshop_1			0			vik_workshop_1	building_construction
vik_workshop_2	vik_workshop_2			0			vik_workshop_2	building_construction
vik_workshop_3	vik_workshop_3			0			vik_workshop_3	building_construction
wall_12_abandoned_generic_lvl_1				1	wall_12		wall_12_abandoned_generic	building_construction
wall_12_abandoned_generic_lvl_2				2	wall_12		wall_12_abandoned_generic	building_construction
wall_12_abandoned_generic_lvl_3				3	wall_12		wall_12_abandoned_generic	building_construction
wall_12_inverse_abandoned_generic_lvl_1				1	wall_12_inverse		wall_12_inverse_abandoned_generic	building_construction
wall_12_inverse_abandoned_generic_lvl_2				2	wall_12_inverse		wall_12_inverse_abandoned_generic	building_construction
wall_12_inverse_abandoned_generic_lvl_3				3	wall_12_inverse		wall_12_inverse_abandoned_generic	building_construction
wall_12_inverse_lvl1				1	wall_12_inverse		barbarian_wall_12_inverse	building_construction
wall_12_inverse_lvl2				2	wall_12_inverse		barbarian_wall_12_inverse	building_construction
wall_12_inverse_lvl3				3	wall_12_inverse		barbarian_wall_12_inverse	building_construction
wall_12_lvl1				1	wall_12		barbarian_wall_12	building_construction
wall_12_lvl2				2	wall_12		barbarian_wall_12	building_construction
wall_12_lvl3				3	wall_12		barbarian_wall_12	building_construction
wall_13_abandoned_generic_lvl_1				1	wall_13		wall_13_abandoned_generic	building_construction
wall_13_abandoned_generic_lvl_2				2	wall_13		wall_13_abandoned_generic	building_construction
wall_13_abandoned_generic_lvl_3				3	wall_13		wall_13_abandoned_generic	building_construction
wall_13_inverse_abandoned_generic_lvl_1				1	wall_13_inverse		wall_13_inverse_abandoned_generic	building_construction
wall_13_inverse_abandoned_generic_lvl_2				2	wall_13_inverse		wall_13_inverse_abandoned_generic	building_construction
wall_13_inverse_abandoned_generic_lvl_3				3	wall_13_inverse		wall_13_inverse_abandoned_generic	building_construction
wall_13_inverse_lvl1				1	wall_13_inverse		barbarian_wall_13_inverse	building_construction
wall_13_inverse_lvl2				2	wall_13_inverse		barbarian_wall_13_inverse	building_construction
wall_13_inverse_lvl3				3	wall_13_inverse		barbarian_wall_13_inverse	building_construction
wall_13_lvl1				1	wall_13		barbarian_wall_13	building_construction
wall_13_lvl2				2	wall_13		barbarian_wall_13	building_construction
wall_13_lvl3				3	wall_13		barbarian_wall_13	building_construction
wall_14_abandoned_generic_lvl_1				1	wall_14		wall_14_abandoned_generic	building_construction
wall_14_abandoned_generic_lvl_2				2	wall_14		wall_14_abandoned_generic	building_construction
wall_14_abandoned_generic_lvl_3				3	wall_14		wall_14_abandoned_generic	building_construction
wall_14_lvl1				1	wall_14		barbarian_wall_14	building_construction
wall_14_lvl2				2	wall_14		barbarian_wall_14	building_construction
wall_14_lvl3				3	wall_14		barbarian_wall_14	building_construction
vik_tools_b_2	vik_tools_b_2			0			vik_tools_2	building_construction
vik_tools_b_3	vik_tools_b_3			0			vik_tools_3	building_construction
vik_port_military_b_2	vik_port_military_b_2			0			vik_port_military_2	building_construction
vik_port_military_b_3	vik_port_military_b_3			0			vik_port_military_3	building_construction
vik_hof_1	vik_hof_1			0			vik_thing_1	building_construction
vik_archery_1	vik_archery_1			0			vik_arena_1	building_construction
vik_athletics_1	vik_athletics_1			0			vik_arena_1	building_construction
vik_archery_2	vik_archery_2			0			vik_arena_1	building_construction
vik_athletics_2	vik_athletics_2			0			vik_arena_1	building_construction
vik_hof_2	vik_hof_2			0			vik_thing_1	building_construction
vik_oxford_1	vik_oxford_1			0			vik_court_school_2	building_construction
vik_island_monastery_1	vik_island_monastery_1			0			vik_nunnaminster_1	building_construction
vik_island_monastery_2	vik_island_monastery_2			0			vik_nunnaminster_1	building_construction
vik_island_monastery_3	vik_island_monastery_3			0			vik_nunnaminster_1	building_construction
vik_borough_1	vik_borough_1			0			vik_market_1	building_construction
vik_borough_2	vik_borough_2			0			vik_market_2	building_construction
vik_borough_3	vik_borough_3			0			vik_market_3	building_construction
vik_borough_4	vik_borough_4			0			vik_market_4	building_construction
vik_borough_5	vik_borough_5			0			vik_market_5	building_construction
vik_foreigners_1	vik_foreigners_1			0			vik_hunting_1	building_construction
vik_foreigners_2	vik_foreigners_2			0			vik_hunting_2	building_construction
vik_foreigners_3	vik_foreigners_3			0			vik_hunting_3	building_construction
