id	building_superchain	slot_template
12143	vik_bullaun	vik_reg_dun_cailden_secondary
12144	vik_wax	vik_reg_dun_cailden_secondary
12145	vik_scribes	vik_reg_dun_cailden_secondary
12146	vik_lead	vik_reg_dun_cailden_secondary
12147	vik_library	vik_reg_dun_cailden_secondary
12148	vik_farm	vik_reg_dun_domnaill_primary
12149	vik_silver	vik_reg_dun_duirn_primary
12150	vik_martyrs_mint	vik_reg_dun_duirn_secondary
12151	vik_garrison	vik_reg_dun_duirn_secondary
12152	vik_alehouse	vik_reg_dun_duirn_secondary
12153	vik_abbey	vik_reg_dun_duirn_secondary
12154	vik_tanner	vik_reg_dun_duirn_secondary
12155	vik_granary	vik_reg_dun_duirn_secondary
12156	vik_mill	vik_reg_dun_duirn_secondary
12157	vik_farm	vik_reg_dun_eachainn_primary
12158	vik_port	vik_reg_dun_foither_port
12159	vik_great_hall	vik_reg_dun_foither_primary
12160	vik_arena	vik_reg_dun_foither_secondary
12161	vik_artisans	vik_reg_dun_foither_secondary
12162	vik_church	vik_reg_dun_foither_secondary
12163	vik_craft_merchant	vik_reg_dun_foither_secondary
12164	vik_forge	vik_reg_dun_foither_secondary
12165	vik_wood	vik_reg_dun_foither_secondary
12166	vik_workshop	vik_reg_dun_foither_secondary
12167	vik_warehouse	vik_reg_dun_foither_secondary
12168	vik_textiles	vik_reg_dun_foither_secondary
12169	vik_thing	vik_reg_dun_foither_secondary
12170	vik_thrall	vik_reg_dun_foither_secondary
12171	vik_moot_hill	vik_reg_dun_foither_secondary
12172	vik_mint	vik_reg_dun_foither_secondary
12173	vik_market_fair	vik_reg_dun_foither_secondary
12174	vik_court	vik_reg_dun_foither_secondary
12175	vik_estate	vik_reg_dun_foither_secondary
12176	vik_high_cross	vik_reg_dun_foither_secondary
12177	vik_tools	vik_reg_dun_foither_secondary
12178	vik_fishing	vik_reg_dun_na_ngall_port
12179	vik_cloth	vik_reg_dun_na_ngall_primary
12180	vik_hunting	vik_reg_dun_nechtain_primary
12181	vik_hunting	vik_reg_dun_ollaig_primary
12182	vik_port	vik_reg_dun_patraic_port
12183	vik_monastery	vik_reg_dun_patraic_primary
12184	vik_round_tower	vik_reg_dun_patraic_secondary
12185	vik_church_crafts	vik_reg_dun_patraic_secondary
12186	vik_bullaun	vik_reg_dun_patraic_secondary
12187	vik_wax	vik_reg_dun_patraic_secondary
12188	vik_scribes	vik_reg_dun_patraic_secondary
12189	vik_lead	vik_reg_dun_patraic_secondary
12190	vik_library	vik_reg_dun_patraic_secondary
12191	vik_port	vik_reg_dun_sebuirgi_port
12192	vik_great_hall	vik_reg_dun_sebuirgi_primary
12193	vik_arena	vik_reg_dun_sebuirgi_secondary
12194	vik_artisans	vik_reg_dun_sebuirgi_secondary
12195	vik_church	vik_reg_dun_sebuirgi_secondary
12196	vik_craft_merchant	vik_reg_dun_sebuirgi_secondary
12197	vik_forge	vik_reg_dun_sebuirgi_secondary
12198	vik_wood	vik_reg_dun_sebuirgi_secondary
12199	vik_workshop	vik_reg_dun_sebuirgi_secondary
12200	vik_warehouse	vik_reg_dun_sebuirgi_secondary
12201	vik_textiles	vik_reg_dun_sebuirgi_secondary
12202	vik_thing	vik_reg_dun_sebuirgi_secondary
12203	vik_thrall	vik_reg_dun_sebuirgi_secondary
12204	vik_moot_hill	vik_reg_dun_sebuirgi_secondary
12205	vik_mint	vik_reg_dun_sebuirgi_secondary
12206	vik_market_fair	vik_reg_dun_sebuirgi_secondary
12207	vik_court	vik_reg_dun_sebuirgi_secondary
12208	vik_estate	vik_reg_dun_sebuirgi_secondary
12209	vik_high_cross	vik_reg_dun_sebuirgi_secondary
12210	vik_tools	vik_reg_dun_sebuirgi_secondary
12211	vik_st_cuthbert	vik_reg_dunholm_primary
12212	vik_fishing	vik_reg_dynbaer_port
12213	vik_fishing	vik_reg_earmutha_port
12214	vik_salt	vik_reg_dynbaer_primary
12215	vik_tin	vik_reg_earmutha_primary
12216	vik_foreigners	vik_reg_ebbesham_primary
12217	vik_port	vik_reg_eidenburg_port
12218	vik_mountain_hall	vik_reg_eidenburg_primary
12219	vik_arena	vik_reg_eidenburg_secondary
12220	vik_artisans	vik_reg_eidenburg_secondary
12221	vik_church	vik_reg_eidenburg_secondary
12222	vik_craft_merchant	vik_reg_eidenburg_secondary
12223	vik_forge	vik_reg_eidenburg_secondary
12224	vik_wood	vik_reg_eidenburg_secondary
12225	vik_workshop	vik_reg_eidenburg_secondary
12226	vik_warehouse	vik_reg_eidenburg_secondary
12227	vik_textiles	vik_reg_eidenburg_secondary
12228	vik_thing	vik_reg_eidenburg_secondary
12229	vik_thrall	vik_reg_eidenburg_secondary
12230	vik_moot_hill	vik_reg_eidenburg_secondary
12231	vik_mint	vik_reg_eidenburg_secondary
12232	vik_market_fair	vik_reg_eidenburg_secondary
12233	vik_court	vik_reg_eidenburg_secondary
12234	vik_estate	vik_reg_eidenburg_secondary
12235	vik_high_cross	vik_reg_eidenburg_secondary
12236	vik_tools	vik_reg_eidenburg_secondary
12237	vik_pottery	vik_reg_elig_primary
12238	vik_trade_port	vik_reg_eoferwic_port
12239	vik_market	vik_reg_eoferwic_primary
12240	vik_arena	vik_reg_eoferwic_secondary
12241	vik_artisans	vik_reg_eoferwic_secondary
12242	vik_church	vik_reg_eoferwic_secondary
12243	vik_craft_merchant	vik_reg_eoferwic_secondary
12244	vik_forge	vik_reg_eoferwic_secondary
12245	vik_wood	vik_reg_eoferwic_secondary
12246	vik_workshop	vik_reg_eoferwic_secondary
12247	vik_warehouse	vik_reg_eoferwic_secondary
12248	vik_textiles	vik_reg_eoferwic_secondary
12249	vik_thing	vik_reg_eoferwic_secondary
12250	vik_thrall	vik_reg_eoferwic_secondary
12251	vik_moot_hill	vik_reg_eoferwic_secondary
12252	vik_mint	vik_reg_eoferwic_secondary
12253	vik_market_fair	vik_reg_eoferwic_secondary
12254	vik_court	vik_reg_eoferwic_secondary
12255	vik_estate	vik_reg_eoferwic_secondary
12256	vik_high_cross	vik_reg_eoferwic_secondary
12257	vik_tools	vik_reg_eoferwic_secondary
12258	vik_konungsgurtha	vik_reg_eoferwic_secondary
12259	vik_farm	vik_reg_eofesham_primary
12260	vik_farm	vik_reg_ethandun_primary
12261	vik_trade_port	vik_reg_exanceaster_port
12262	vik_market	vik_reg_exanceaster_primary
12263	vik_arena	vik_reg_exanceaster_secondary
12264	vik_artisans	vik_reg_exanceaster_secondary
12265	vik_church	vik_reg_exanceaster_secondary
12266	vik_craft_merchant	vik_reg_exanceaster_secondary
12267	vik_forge	vik_reg_exanceaster_secondary
12268	vik_wood	vik_reg_exanceaster_secondary
12269	vik_workshop	vik_reg_exanceaster_secondary
12270	vik_warehouse	vik_reg_exanceaster_secondary
12271	vik_textiles	vik_reg_exanceaster_secondary
12272	vik_thing	vik_reg_exanceaster_secondary
12273	vik_thrall	vik_reg_exanceaster_secondary
12274	vik_moot_hill	vik_reg_exanceaster_secondary
12275	vik_mint	vik_reg_exanceaster_secondary
12276	vik_market_fair	vik_reg_exanceaster_secondary
12277	vik_court	vik_reg_exanceaster_secondary
12278	vik_estate	vik_reg_exanceaster_secondary
12279	vik_high_cross	vik_reg_exanceaster_secondary
12280	vik_tools	vik_reg_exanceaster_secondary
12281	vik_farm	vik_reg_ferna_primary
12282	vik_pottery	vik_reg_flichesburg_primary
12283	vik_pottery	vik_reg_forais_primary
12284	vik_fishing	vik_reg_gipeswic_port
12285	vik_pottery	vik_reg_gipeswic_primary
12286	vik_cloth	vik_reg_glastingburi_primary
12287	vik_hunting	vik_reg_gleann_da_loch_primary
12288	vik_market	vik_reg_gleawceaster_primary
12289	vik_arena	vik_reg_gleawceaster_secondary
12290	vik_artisans	vik_reg_gleawceaster_secondary
12291	vik_church	vik_reg_gleawceaster_secondary
12292	vik_craft_merchant	vik_reg_gleawceaster_secondary
12293	vik_forge	vik_reg_gleawceaster_secondary
12294	vik_wood	vik_reg_gleawceaster_secondary
12295	vik_workshop	vik_reg_gleawceaster_secondary
12296	vik_warehouse	vik_reg_gleawceaster_secondary
12297	vik_textiles	vik_reg_gleawceaster_secondary
12298	vik_thing	vik_reg_gleawceaster_secondary
12299	vik_thrall	vik_reg_gleawceaster_secondary
12300	vik_moot_hill	vik_reg_gleawceaster_secondary
12301	vik_mint	vik_reg_gleawceaster_secondary
12302	vik_market_fair	vik_reg_gleawceaster_secondary
12303	vik_court	vik_reg_gleawceaster_secondary
12304	vik_estate	vik_reg_gleawceaster_secondary
12305	vik_high_cross	vik_reg_gleawceaster_secondary
12306	vik_tools	vik_reg_gleawceaster_secondary
12307	vik_market	vik_reg_grantabrycg_primary
12308	vik_arena	vik_reg_grantabrycg_secondary
12309	vik_artisans	vik_reg_grantabrycg_secondary
12310	vik_church	vik_reg_grantabrycg_secondary
12311	vik_craft_merchant	vik_reg_grantabrycg_secondary
12312	vik_forge	vik_reg_grantabrycg_secondary
12313	vik_wood	vik_reg_grantabrycg_secondary
12314	vik_workshop	vik_reg_grantabrycg_secondary
12315	vik_warehouse	vik_reg_grantabrycg_secondary
12316	vik_textiles	vik_reg_grantabrycg_secondary
12317	vik_thing	vik_reg_grantabrycg_secondary
12318	vik_thrall	vik_reg_grantabrycg_secondary
12319	vik_moot_hill	vik_reg_grantabrycg_secondary
12320	vik_mint	vik_reg_grantabrycg_secondary
12321	vik_market_fair	vik_reg_grantabrycg_secondary
12322	vik_court	vik_reg_grantabrycg_secondary
12323	vik_estate	vik_reg_grantabrycg_secondary
12324	vik_high_cross	vik_reg_grantabrycg_secondary
12325	vik_tools	vik_reg_grantabrycg_secondary
12326	vik_grianan_ailech	vik_reg_grianan_aileach_primary
12327	vik_round_tower	vik_reg_grianan_aileach_secondary
12328	vik_church_crafts	vik_reg_grianan_aileach_secondary
12329	vik_bullaun	vik_reg_grianan_aileach_secondary
12330	vik_wax	vik_reg_grianan_aileach_secondary
12331	vik_scribes	vik_reg_grianan_aileach_secondary
12332	vik_lead	vik_reg_grianan_aileach_secondary
12333	vik_library	vik_reg_grianan_aileach_secondary
12334	vik_cloth	vik_reg_guldeford_primary
12335	vik_great_hall	vik_reg_guvan_primary
12336	vik_arena	vik_reg_guvan_secondary
12337	vik_artisans	vik_reg_guvan_secondary
12338	vik_bard	vik_reg_guvan_secondary
12339	vik_church	vik_reg_guvan_secondary
12340	vik_craft_merchant	vik_reg_guvan_secondary
12341	vik_forge	vik_reg_guvan_secondary
12342	vik_wood	vik_reg_guvan_secondary
12343	vik_workshop	vik_reg_guvan_secondary
12344	vik_warehouse	vik_reg_guvan_secondary
12345	vik_textiles	vik_reg_guvan_secondary
12346	vik_thing	vik_reg_guvan_secondary
12347	vik_thrall	vik_reg_guvan_secondary
12348	vik_moot_hill	vik_reg_guvan_secondary
12349	vik_mint	vik_reg_guvan_secondary
12350	vik_market_fair	vik_reg_guvan_secondary
12351	vik_court	vik_reg_guvan_secondary
12352	vik_estate	vik_reg_guvan_secondary
12353	vik_high_cross	vik_reg_guvan_secondary
12354	vik_tools	vik_reg_guvan_secondary
12355	vik_sculptors	vik_reg_guvan_secondary
12356	vik_fishing	vik_reg_gyruum_port
12357	vik_pasture	vik_reg_gyruum_primary
12358	vik_port	vik_reg_haestingas_port
12359	vik_great_hall	vik_reg_haestingas_primary
12360	vik_arena	vik_reg_haestingas_secondary
12361	vik_artisans	vik_reg_haestingas_secondary
12362	vik_church	vik_reg_haestingas_secondary
12363	vik_craft_merchant	vik_reg_haestingas_secondary
12364	vik_forge	vik_reg_haestingas_secondary
12365	vik_wood	vik_reg_haestingas_secondary
12366	vik_workshop	vik_reg_haestingas_secondary
12367	vik_warehouse	vik_reg_haestingas_secondary
12368	vik_textiles	vik_reg_haestingas_secondary
12369	vik_thing	vik_reg_haestingas_secondary
12370	vik_thrall	vik_reg_haestingas_secondary
12371	vik_moot_hill	vik_reg_haestingas_secondary
12372	vik_mint	vik_reg_haestingas_secondary
12373	vik_market_fair	vik_reg_haestingas_secondary
12374	vik_court	vik_reg_haestingas_secondary
12375	vik_estate	vik_reg_haestingas_secondary
12376	vik_high_cross	vik_reg_haestingas_secondary
12377	vik_tools	vik_reg_haestingas_secondary
12378	vik_cloth	vik_reg_hagustaldes_primary
12379	vik_pasture	vik_reg_haverfordia_primary
12380	vik_hunting	vik_reg_hereford_primary
12381	vik_martyrs_mint	vik_reg_hereford_secondary
12382	vik_garrison	vik_reg_hereford_secondary
12383	vik_alehouse	vik_reg_hereford_secondary
12384	vik_abbey	vik_reg_hereford_secondary
12385	vik_tanner	vik_reg_hereford_secondary
12386	vik_granary	vik_reg_hereford_secondary
12387	vik_mill	vik_reg_hereford_secondary
12388	vik_hunting	vik_reg_herutford_primary
12389	vik_foreigners	vik_reg_heslerton_primary
12390	vik_silver	vik_reg_hripum_primary
12391	vik_pasture	vik_reg_huntandun_primary
12392	vik_martyrs_mint	vik_reg_huntandun_secondary
12393	vik_garrison	vik_reg_huntandun_secondary
12394	vik_alehouse	vik_reg_huntandun_secondary
12395	vik_abbey	vik_reg_huntandun_secondary
12396	vik_tanner	vik_reg_huntandun_secondary
12397	vik_granary	vik_reg_huntandun_secondary
12398	vik_mill	vik_reg_huntandun_secondary
12399	vik_st_ringan	vik_reg_hwitan_aerne_primary
12400	vik_pasture	vik_reg_imblech_ibair_primary
12401	vik_iron	vik_reg_inber_nise_primary
12402	vik_farm	vik_reg_inis_cathaigh_primary
12403	vik_port	vik_reg_inis_faithlenn_port
12404	vik_monastery	vik_reg_inis_faithlenn_primary
12405	vik_round_tower	vik_reg_inis_faithlenn_secondary
12406	vik_church_crafts	vik_reg_inis_faithlenn_secondary
12407	vik_bullaun	vik_reg_inis_faithlenn_secondary
12408	vik_wax	vik_reg_inis_faithlenn_secondary
12409	vik_scribes	vik_reg_inis_faithlenn_secondary
12410	vik_lead	vik_reg_inis_faithlenn_secondary
12411	vik_library	vik_reg_inis_faithlenn_secondary
12412	vik_pasture	vik_reg_inis_patraic_primary
12413	vik_port	vik_reg_ioua_port
12414	vik_monastery	vik_reg_ioua_primary
12415	vik_round_tower	vik_reg_ioua_secondary
12416	vik_church_crafts	vik_reg_ioua_secondary
12417	vik_bullaun	vik_reg_ioua_secondary
12418	vik_wax	vik_reg_ioua_secondary
12419	vik_scribes	vik_reg_ioua_secondary
12420	vik_lead	vik_reg_ioua_secondary
12421	vik_library	vik_reg_ioua_secondary
12422	vik_hunting	vik_reg_laewe_primary
12423	vik_martyrs_mint	vik_reg_laewe_secondary
12424	vik_garrison	vik_reg_laewe_secondary
12425	vik_alehouse	vik_reg_laewe_secondary
12426	vik_abbey	vik_reg_laewe_secondary
12427	vik_tanner	vik_reg_laewe_secondary
12428	vik_granary	vik_reg_laewe_secondary
12429	vik_mill	vik_reg_laewe_secondary
12430	vik_farm	vik_reg_lann_afan_primary
12431	vik_farm	vik_reg_lann_cors_primary
12432	vik_martyrs_mint	vik_reg_lann_cors_secondary
12433	vik_garrison	vik_reg_lann_cors_secondary
12434	vik_alehouse	vik_reg_lann_cors_secondary
12435	vik_abbey	vik_reg_lann_cors_secondary
12436	vik_tanner	vik_reg_lann_cors_secondary
12437	vik_granary	vik_reg_lann_cors_secondary
12438	vik_mill	vik_reg_lann_cors_secondary
12439	vik_gold	vik_reg_lann_dewi_primary
12440	vik_copper	vik_reg_lann_idloes_primary
12441	vik_fishing	vik_reg_lann_ildut_port
12442	vik_hunting	vik_reg_lann_ildut_primary
12443	vik_silver	vik_reg_lann_padarn_primary
12444	vik_silver	vik_reg_latharn_primary
12445	vik_fishing	vik_reg_latharna_port
12446	vik_pasture	vik_reg_latharna_primary
12447	vik_pottery	vik_reg_licetfelda_primary
12448	vik_farm	vik_reg_ligeraceaster_primary
12449	vik_martyrs_mint	vik_reg_ligeraceaster_secondary
12450	vik_garrison	vik_reg_ligeraceaster_secondary
12451	vik_alehouse	vik_reg_ligeraceaster_secondary
12452	vik_abbey	vik_reg_ligeraceaster_secondary
12453	vik_tanner	vik_reg_ligeraceaster_secondary
12454	vik_granary	vik_reg_ligeraceaster_secondary
12455	vik_mill	vik_reg_ligeraceaster_secondary
12456	vik_borough	vik_reg_lindcylne_primary
12457	vik_arena	vik_reg_lindcylne_secondary
12458	vik_artisans	vik_reg_lindcylne_secondary
12459	vik_church	vik_reg_lindcylne_secondary
12460	vik_craft_merchant	vik_reg_lindcylne_secondary
12461	vik_forge	vik_reg_lindcylne_secondary
12462	vik_wood	vik_reg_lindcylne_secondary
12463	vik_workshop	vik_reg_lindcylne_secondary
12464	vik_warehouse	vik_reg_lindcylne_secondary
12465	vik_textiles	vik_reg_lindcylne_secondary
12466	vik_thing	vik_reg_lindcylne_secondary
12467	vik_thrall	vik_reg_lindcylne_secondary
12468	vik_moot_hill	vik_reg_lindcylne_secondary
12469	vik_mint	vik_reg_lindcylne_secondary
12470	vik_market_fair	vik_reg_lindcylne_secondary
12471	vik_court	vik_reg_lindcylne_secondary
12472	vik_estate	vik_reg_lindcylne_secondary
12473	vik_high_cross	vik_reg_lindcylne_secondary
12474	vik_tools	vik_reg_lindcylne_secondary
12475	vik_fishing	vik_reg_linns_port
12476	vik_salt	vik_reg_linns_primary
12477	vik_tin	vik_reg_lis_mor_primary
12478	vik_pasture	vik_reg_liwtune_primary
12479	vik_martyrs_mint	vik_reg_liwtune_secondary
12480	vik_garrison	vik_reg_liwtune_secondary
12481	vik_alehouse	vik_reg_liwtune_secondary
12482	vik_abbey	vik_reg_liwtune_secondary
12483	vik_tanner	vik_reg_liwtune_secondary
12484	vik_granary	vik_reg_liwtune_secondary
12485	vik_mill	vik_reg_liwtune_secondary
12486	vik_iron	vik_reg_loch_gabhair_primary
12487	vik_hunting	vik_reg_loch_raich_primary
12488	vik_market	vik_reg_loidis_primary
12489	vik_arena	vik_reg_loidis_secondary
12490	vik_artisans	vik_reg_loidis_secondary
12491	vik_church	vik_reg_loidis_secondary
12492	vik_craft_merchant	vik_reg_loidis_secondary
12493	vik_forge	vik_reg_loidis_secondary
12494	vik_wood	vik_reg_loidis_secondary
12495	vik_workshop	vik_reg_loidis_secondary
12496	vik_warehouse	vik_reg_loidis_secondary
12497	vik_textiles	vik_reg_loidis_secondary
12498	vik_thing	vik_reg_loidis_secondary
12499	vik_thrall	vik_reg_loidis_secondary
12500	vik_moot_hill	vik_reg_loidis_secondary
12501	vik_mint	vik_reg_loidis_secondary
12502	vik_market_fair	vik_reg_loidis_secondary
12503	vik_court	vik_reg_loidis_secondary
12504	vik_estate	vik_reg_loidis_secondary
12505	vik_high_cross	vik_reg_loidis_secondary
12506	vik_tools	vik_reg_loidis_secondary
12507	vik_hunting	vik_reg_lonceaster_primary
12508	vik_pottery	vik_reg_lude_primary
12509	vik_trade_port	vik_reg_lunden_port
12510	vik_market	vik_reg_lunden_primary
12511	vik_guildhall	vik_reg_lunden_secondary
12512	vik_arena	vik_reg_lunden_secondary
12513	vik_artisans	vik_reg_lunden_secondary
12514	vik_church	vik_reg_lunden_secondary
12515	vik_craft_merchant	vik_reg_lunden_secondary
12516	vik_forge	vik_reg_lunden_secondary
12517	vik_wood	vik_reg_lunden_secondary
12518	vik_workshop	vik_reg_lunden_secondary
12519	vik_warehouse	vik_reg_lunden_secondary
12520	vik_textiles	vik_reg_lunden_secondary
12521	vik_thing	vik_reg_lunden_secondary
12522	vik_thrall	vik_reg_lunden_secondary
12523	vik_moot_hill	vik_reg_lunden_secondary
12524	vik_mint	vik_reg_lunden_secondary
12525	vik_market_fair	vik_reg_lunden_secondary
12526	vik_court	vik_reg_lunden_secondary
12527	vik_estate	vik_reg_lunden_secondary
12528	vik_high_cross	vik_reg_lunden_secondary
12529	vik_tools	vik_reg_lunden_secondary
12530	vik_fishing	vik_reg_maeldune_port
12531	vik_salt	vik_reg_maeldune_primary
12532	vik_pasture	vik_reg_mailros_primary
12533	vik_great_hall	vik_reg_mameceaster_primary
12534	vik_wood	vik_reg_mameceaster_secondary
12535	vik_workshop	vik_reg_mameceaster_secondary
12536	vik_warehouse	vik_reg_mameceaster_secondary
12537	vik_textiles	vik_reg_mameceaster_secondary
12538	vik_thing	vik_reg_mameceaster_secondary
12539	vik_thrall	vik_reg_mameceaster_secondary
12540	vik_moot_hill	vik_reg_mameceaster_secondary
12541	vik_mint	vik_reg_mameceaster_secondary
12542	vik_market_fair	vik_reg_mameceaster_secondary
12543	vik_court	vik_reg_mameceaster_secondary
12544	vik_estate	vik_reg_mameceaster_secondary
12545	vik_high_cross	vik_reg_mameceaster_secondary
12546	vik_tools	vik_reg_mameceaster_secondary
12547	vik_arena	vik_reg_mameceaster_secondary
12548	vik_artisans	vik_reg_mameceaster_secondary
12549	vik_church	vik_reg_mameceaster_secondary
12550	vik_craft_merchant	vik_reg_mameceaster_secondary
12551	vik_forge	vik_reg_mameceaster_secondary
12552	vik_great_hall	vik_reg_mathrafal_primary
12553	vik_arena	vik_reg_mathrafal_secondary
12554	vik_artisans	vik_reg_mathrafal_secondary
12555	vik_bard	vik_reg_mathrafal_secondary
12556	vik_church	vik_reg_mathrafal_secondary
12557	vik_craft_merchant	vik_reg_mathrafal_secondary
12558	vik_forge	vik_reg_mathrafal_secondary
12559	vik_wood	vik_reg_mathrafal_secondary
12560	vik_workshop	vik_reg_mathrafal_secondary
12561	vik_warehouse	vik_reg_mathrafal_secondary
12562	vik_textiles	vik_reg_mathrafal_secondary
12563	vik_thing	vik_reg_mathrafal_secondary
12564	vik_thrall	vik_reg_mathrafal_secondary
12565	vik_moot_hill	vik_reg_mathrafal_secondary
12566	vik_mint	vik_reg_mathrafal_secondary
12567	vik_market_fair	vik_reg_mathrafal_secondary
12568	vik_court	vik_reg_mathrafal_secondary
12569	vik_estate	vik_reg_mathrafal_secondary
12570	vik_high_cross	vik_reg_mathrafal_secondary
12571	vik_tools	vik_reg_mathrafal_secondary
12572	vik_fishing	vik_reg_menevia_port
12573	vik_st_dewi	vik_reg_menevia_primary
12574	vik_hunting	vik_reg_middeherst_primary
12575	vik_gold	vik_reg_moige_bile_primary
12576	vik_pasture	vik_reg_na_seciri_primary
12577	vik_great_hall	vik_reg_nas_primary
12578	vik_arena	vik_reg_nas_secondary
12579	vik_artisans	vik_reg_nas_secondary
12580	vik_church	vik_reg_nas_secondary
12581	vik_craft_merchant	vik_reg_nas_secondary
12582	vik_forge	vik_reg_nas_secondary
12583	vik_wood	vik_reg_nas_secondary
12584	vik_workshop	vik_reg_nas_secondary
12585	vik_warehouse	vik_reg_nas_secondary
12586	vik_textiles	vik_reg_nas_secondary
12587	vik_thing	vik_reg_nas_secondary
12588	vik_thrall	vik_reg_nas_secondary
12589	vik_moot_hill	vik_reg_nas_secondary
12590	vik_mint	vik_reg_nas_secondary
12591	vik_market_fair	vik_reg_nas_secondary
12592	vik_court	vik_reg_nas_secondary
12593	vik_estate	vik_reg_nas_secondary
12594	vik_high_cross	vik_reg_nas_secondary
12595	vik_tools	vik_reg_nas_secondary
12596	vik_st_brigit	vik_reg_nas_secondary
12597	vik_farm	vik_reg_nedd_primary
12598	vik_borough	vik_reg_northhamtun_primary
12599	vik_arena	vik_reg_northhamtun_secondary
12600	vik_artisans	vik_reg_northhamtun_secondary
12601	vik_church	vik_reg_northhamtun_secondary
12602	vik_craft_merchant	vik_reg_northhamtun_secondary
12603	vik_forge	vik_reg_northhamtun_secondary
12604	vik_wood	vik_reg_northhamtun_secondary
12605	vik_workshop	vik_reg_northhamtun_secondary
12606	vik_warehouse	vik_reg_northhamtun_secondary
12607	vik_textiles	vik_reg_northhamtun_secondary
12608	vik_thing	vik_reg_northhamtun_secondary
12609	vik_thrall	vik_reg_northhamtun_secondary
12610	vik_moot_hill	vik_reg_northhamtun_secondary
12611	vik_mint	vik_reg_northhamtun_secondary
12612	vik_market_fair	vik_reg_northhamtun_secondary
12613	vik_court	vik_reg_northhamtun_secondary
12614	vik_estate	vik_reg_northhamtun_secondary
12615	vik_high_cross	vik_reg_northhamtun_secondary
12616	vik_tools	vik_reg_northhamtun_secondary
12617	vik_market	vik_reg_northwic_primary
12618	vik_arena	vik_reg_northwic_secondary
12619	vik_artisans	vik_reg_northwic_secondary
12620	vik_church	vik_reg_northwic_secondary
12621	vik_craft_merchant	vik_reg_northwic_secondary
12622	vik_forge	vik_reg_northwic_secondary
12623	vik_wood	vik_reg_northwic_secondary
12624	vik_workshop	vik_reg_northwic_secondary
12625	vik_warehouse	vik_reg_northwic_secondary
12626	vik_textiles	vik_reg_northwic_secondary
12627	vik_thing	vik_reg_northwic_secondary
12628	vik_thrall	vik_reg_northwic_secondary
12629	vik_moot_hill	vik_reg_northwic_secondary
12630	vik_mint	vik_reg_northwic_secondary
12631	vik_market_fair	vik_reg_northwic_secondary
12632	vik_court	vik_reg_northwic_secondary
12633	vik_estate	vik_reg_northwic_secondary
12634	vik_high_cross	vik_reg_northwic_secondary
12635	vik_tools	vik_reg_northwic_secondary
12636	vik_farm	vik_reg_oswaldestroe_primary
12637	vik_martyrs_mint	vik_reg_oswaldestroe_secondary
12638	vik_garrison	vik_reg_oswaldestroe_secondary
12639	vik_alehouse	vik_reg_oswaldestroe_secondary
12640	vik_abbey	vik_reg_oswaldestroe_secondary
12641	vik_tanner	vik_reg_oswaldestroe_secondary
12642	vik_granary	vik_reg_oswaldestroe_secondary
12643	vik_mill	vik_reg_oswaldestroe_secondary
12644	vik_fishing	vik_reg_otergimele_port
12645	vik_foreigners	vik_reg_otergimele_primary
12646	vik_orchard	vik_reg_oxnaforda_primary
12647	vik_iron	vik_reg_pefenesea_primary
12648	vik_farm	vik_reg_poclintun_primary
12649	vik_martyrs_mint	vik_reg_poclintun_secondary
12650	vik_garrison	vik_reg_poclintun_secondary
12651	vik_alehouse	vik_reg_poclintun_secondary
12652	vik_abbey	vik_reg_poclintun_secondary
12653	vik_tanner	vik_reg_poclintun_secondary
12654	vik_granary	vik_reg_poclintun_secondary
12655	vik_mill	vik_reg_poclintun_secondary
12656	vik_salt	vik_reg_porteceaster_primary
12657	vik_great_hall	vik_reg_rath_cruachan_primary
12658	vik_arena	vik_reg_rath_cruachan_secondary
12659	vik_artisans	vik_reg_rath_cruachan_secondary
12660	vik_church	vik_reg_rath_cruachan_secondary
12661	vik_craft_merchant	vik_reg_rath_cruachan_secondary
12662	vik_forge	vik_reg_rath_cruachan_secondary
12663	vik_wood	vik_reg_rath_cruachan_secondary
12664	vik_workshop	vik_reg_rath_cruachan_secondary
12665	vik_warehouse	vik_reg_rath_cruachan_secondary
12666	vik_textiles	vik_reg_rath_cruachan_secondary
12667	vik_thing	vik_reg_rath_cruachan_secondary
12668	vik_thrall	vik_reg_rath_cruachan_secondary
12669	vik_moot_hill	vik_reg_rath_cruachan_secondary
12670	vik_mint	vik_reg_rath_cruachan_secondary
12671	vik_market_fair	vik_reg_rath_cruachan_secondary
12672	vik_court	vik_reg_rath_cruachan_secondary
12673	vik_estate	vik_reg_rath_cruachan_secondary
12674	vik_high_cross	vik_reg_rath_cruachan_secondary
12675	vik_tools	vik_reg_rath_cruachan_secondary
12676	vik_cloth	vik_reg_rath_luraig_primary
12677	vik_great_hall	vik_reg_rendlesham_primary
12678	vik_arena	vik_reg_rendlesham_secondary
12679	vik_artisans	vik_reg_rendlesham_secondary
12680	vik_church	vik_reg_rendlesham_secondary
12681	vik_craft_merchant	vik_reg_rendlesham_secondary
12682	vik_forge	vik_reg_rendlesham_secondary
12683	vik_wood	vik_reg_rendlesham_secondary
12684	vik_workshop	vik_reg_rendlesham_secondary
12685	vik_warehouse	vik_reg_rendlesham_secondary
12686	vik_textiles	vik_reg_rendlesham_secondary
12687	vik_thing	vik_reg_rendlesham_secondary
12688	vik_thrall	vik_reg_rendlesham_secondary
12689	vik_moot_hill	vik_reg_rendlesham_secondary
