key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round
vik_scots_civ_market_4			2	vik_civ_market_4	vik_scots_civ	13	600	0
vik_scots_civ_market_5			2	vik_scots_civ_market_5	vik_scots_civ	14	600	0
vik_scots_civ_market_6			2	vik_civ_market_6	vik_scots_civ	15	600	0
vik_scots_civ_religion_1			5	vik_civ_religion_1	vik_scots_civ	10	600	0
vik_scots_civ_religion_2			5	vik_civ_religion_2	vik_scots_civ	11	600	0
vik_scots_civ_religion_3			5	vik_civ_religion_3	vik_scots_civ	12	600	0
vik_scots_civ_religion_4			5	vik_civ_religion_4	vik_scots_civ	13	600	0
vik_scots_civ_religion_5			5	vik_civ_religion_5	vik_scots_civ	14	600	0
vik_scots_civ_religion_6			5	vik_civ_religion_6	vik_scots_civ	15	600	0
vik_stratclut_civ_army_1			5	vik_civ_army_1	vik_stratclut_civ	1	600	0
vik_stratclut_civ_army_2			5	vik_civ_army_2	vik_stratclut_civ	2	600	0
vik_stratclut_civ_army_3			5	vik_civ_army_3	vik_stratclut_civ	3	600	0
vik_stratclut_civ_army_4			5	vik_civ_army_4	vik_stratclut_civ	4	600	0
vik_stratclut_civ_army_5			5	vik_civ_army_5	vik_stratclut_civ	5	600	0
vik_stratclut_civ_army_6			5	vik_civ_army_6	vik_stratclut_civ	6	600	0
vik_stratclut_civ_farm_1			-1	vik_civ_farm_1	vik_stratclut_civ	1	600	0
vik_stratclut_civ_farm_2			-1	vik_civ_farm_2	vik_stratclut_civ	2	600	0
vik_stratclut_civ_farm_3			-1	vik_civ_farm_3	vik_stratclut_civ	3	600	0
vik_stratclut_civ_farm_4			-1	vik_civ_farm_4	vik_stratclut_civ	4	600	0
vik_stratclut_civ_farm_5			-1	vik_civ_farm_5	vik_stratclut_civ	5	600	0
vik_stratclut_civ_farm_6			-1	vik_civ_farm_6	vik_stratclut_civ	6	600	0
vik_stratclut_civ_industry_1			2	vik_civ_industry_1	vik_stratclut_civ	1	600	0
vik_stratclut_civ_industry_2			2	vik_civ_industry_2	vik_stratclut_civ	2	600	0
vik_stratclut_civ_industry_3			2	vik_civ_industry_3	vik_stratclut_civ	3	600	0
vik_stratclut_civ_industry_4			2	vik_civ_industry_4	vik_stratclut_civ	4	600	0
vik_stratclut_civ_industry_5			2	vik_civ_industry_5	vik_stratclut_civ	5	600	0
vik_stratclut_civ_industry_6			2	vik_civ_industry_6	vik_stratclut_civ	6	600	0
vik_stratclut_civ_leader_1			-1	vik_civ_leader_1	vik_stratclut_civ	10	600	0
vik_stratclut_civ_leader_2			-1	vik_civ_leader_2	vik_stratclut_civ	11	600	0
vik_stratclut_civ_leader_3			-1	vik_civ_leader_3	vik_stratclut_civ	12	600	0
vik_stratclut_civ_leader_4			-1	vik_civ_leader_4	vik_stratclut_civ	13	600	0
vik_stratclut_civ_leader_5			-1	vik_civ_leader_5	vik_stratclut_civ	14	600	0
vik_stratclut_civ_leader_6			-1	vik_stratclut_civ_leader_6	vik_stratclut_civ	15	600	0
vik_stratclut_civ_market_1			2	vik_civ_market_1	vik_stratclut_civ	10	600	0
vik_stratclut_civ_market_2			2	vik_civ_market_2	vik_stratclut_civ	11	600	0
vik_stratclut_civ_market_3			2	vik_civ_market_3	vik_stratclut_civ	12	600	0
vik_stratclut_civ_market_4			2	vik_civ_market_4	vik_stratclut_civ	13	600	0
vik_stratclut_civ_market_5			2	vik_stratclut_civ_market_5	vik_stratclut_civ	14	600	0
vik_stratclut_civ_market_6			2	vik_civ_market_6	vik_stratclut_civ	15	600	0
vik_stratclut_civ_religion_1			5	vik_civ_religion_1	vik_stratclut_civ	10	600	0
vik_stratclut_civ_religion_2			5	vik_civ_religion_2	vik_stratclut_civ	11	600	0
vik_stratclut_civ_religion_3			5	vik_civ_religion_3	vik_stratclut_civ	12	600	0
vik_stratclut_civ_religion_4			5	vik_civ_religion_4	vik_stratclut_civ	13	600	0
vik_stratclut_civ_religion_5			5	vik_civ_religion_5	vik_stratclut_civ	14	600	0
vik_stratclut_civ_religion_6			5	vik_civ_religion_6	vik_stratclut_civ	15	600	0
vik_sudreyar_civ_army_1			5	vik_civ_army_1	vik_sudreyar_civ	1	600	0
vik_sudreyar_civ_army_2			5	vik_civ_army_2	vik_sudreyar_civ	2	600	0
vik_sudreyar_civ_army_3			5	vik_civ_army_3	vik_sudreyar_civ	3	600	0
vik_sudreyar_civ_army_4			5	vik_civ_army_4	vik_sudreyar_civ	4	600	0
vik_sudreyar_civ_army_5			5	vik_civ_army_5	vik_sudreyar_civ	5	600	0
vik_sudreyar_civ_army_6			5	vik_civ_army_6	vik_sudreyar_civ	6	600	0
vik_sudreyar_civ_farm_1			-1	vik_civ_farm_1	vik_sudreyar_civ	1	600	0
vik_sudreyar_civ_farm_2			-1	vik_civ_farm_2	vik_sudreyar_civ	2	600	0
vik_sudreyar_civ_farm_3			-1	vik_civ_farm_3	vik_sudreyar_civ	3	600	0
vik_sudreyar_civ_farm_4			-1	vik_civ_farm_4	vik_sudreyar_civ	4	600	0
vik_sudreyar_civ_farm_5			-1	vik_civ_farm_5	vik_sudreyar_civ	5	600	0
vik_sudreyar_civ_farm_6			-1	vik_civ_farm_6	vik_sudreyar_civ	6	600	0
vik_sudreyar_civ_industry_1			2	vik_civ_industry_1	vik_sudreyar_civ	1	600	0
vik_sudreyar_civ_industry_2			2	vik_civ_industry_2	vik_sudreyar_civ	2	600	0
vik_sudreyar_civ_industry_3			2	vik_civ_industry_3	vik_sudreyar_civ	3	600	0
vik_sudreyar_civ_industry_4			2	vik_civ_industry_4	vik_sudreyar_civ	4	600	0
vik_sudreyar_civ_industry_5			2	vik_civ_industry_5	vik_sudreyar_civ	5	600	0
vik_sudreyar_civ_industry_6			2	vik_civ_industry_6	vik_sudreyar_civ	6	600	0
vik_sudreyar_civ_leader_1			-1	vik_civ_leader_1	vik_sudreyar_civ	10	600	0
vik_sudreyar_civ_leader_2			-1	vik_civ_leader_2	vik_sudreyar_civ	11	600	0
vik_sudreyar_civ_leader_3			-1	vik_civ_leader_3	vik_sudreyar_civ	12	600	0
vik_sudreyar_civ_leader_4			-1	vik_civ_leader_4	vik_sudreyar_civ	13	600	0
vik_sudreyar_civ_leader_5			-1	vik_civ_leader_5	vik_sudreyar_civ	14	600	0
vik_sudreyar_civ_leader_6			-1	vik_sudreyar_civ_leader_6	vik_sudreyar_civ	15	600	0
vik_sudreyar_civ_market_1			2	vik_civ_market_1	vik_sudreyar_civ	10	600	0
vik_sudreyar_civ_market_2			2	vik_civ_market_2	vik_sudreyar_civ	11	600	0
vik_sudreyar_civ_market_3			2	vik_civ_market_3	vik_sudreyar_civ	12	600	0
vik_sudreyar_civ_market_4			2	vik_civ_market_4	vik_sudreyar_civ	13	600	0
vik_sudreyar_civ_market_5			2	vik_sudreyar_civ_market_5	vik_sudreyar_civ	14	600	0
vik_sudreyar_civ_market_6			2	vik_civ_market_6	vik_sudreyar_civ	15	600	0
vik_sudreyar_civ_religion_1			5	vik_civ_religion_1	vik_sudreyar_civ	10	600	0
vik_sudreyar_civ_religion_2			5	vik_civ_religion_2	vik_sudreyar_civ	11	600	0
vik_sudreyar_civ_religion_3			5	vik_civ_religion_3	vik_sudreyar_civ	12	600	0
vik_sudreyar_civ_religion_4			5	vik_civ_religion_4	vik_sudreyar_civ	13	600	0
vik_sudreyar_civ_religion_5			5	vik_civ_religion_5	vik_sudreyar_civ	14	600	0
vik_sudreyar_civ_religion_6			5	vik_civ_religion_6	vik_sudreyar_civ	15	600	0
vik_viking_civ_army_1			5	vik_civ_army_1	vik_viking_civ	1	600	0
vik_viking_civ_army_2			5	vik_civ_army_2	vik_viking_civ	2	600	0
vik_viking_civ_army_3			5	vik_civ_army_3	vik_viking_civ	3	600	0
vik_viking_civ_army_4			5	vik_civ_army_4	vik_viking_civ	4	600	0
vik_viking_civ_army_5			5	vik_civ_army_5	vik_viking_civ	5	600	0
vik_viking_civ_army_6			5	vik_civ_army_6	vik_viking_civ	6	600	0
vik_viking_civ_farm_1			-1	vik_civ_farm_1	vik_viking_civ	1	600	0
vik_viking_civ_farm_2			-1	vik_civ_farm_2	vik_viking_civ	2	600	0
vik_viking_civ_farm_3			-1	vik_civ_farm_3	vik_viking_civ	3	600	0
vik_viking_civ_farm_4			-1	vik_civ_farm_4	vik_viking_civ	4	600	0
vik_viking_civ_farm_5			-1	vik_civ_farm_5	vik_viking_civ	5	600	0
vik_viking_civ_farm_6			-1	vik_civ_farm_6	vik_viking_civ	6	600	0
vik_viking_civ_industry_1			2	vik_civ_industry_1	vik_viking_civ	1	600	0
vik_viking_civ_industry_2			2	vik_civ_industry_2	vik_viking_civ	2	600	0
vik_viking_civ_industry_3			2	vik_civ_industry_3	vik_viking_civ	3	600	0
vik_viking_civ_industry_4			2	vik_civ_industry_4	vik_viking_civ	4	600	0
vik_viking_civ_industry_5			2	vik_civ_industry_5	vik_viking_civ	5	600	0
vik_viking_civ_industry_6			2	vik_civ_industry_6	vik_viking_civ	6	600	0
vik_viking_civ_leader_1			-1	vik_civ_leader_1	vik_viking_civ	10	600	0
vik_viking_civ_leader_2			-1	vik_civ_leader_2	vik_viking_civ	11	600	0
vik_viking_civ_leader_3			-1	vik_civ_leader_3	vik_viking_civ	12	600	0
vik_viking_civ_leader_4			-1	vik_civ_leader_4	vik_viking_civ	13	600	0
vik_viking_civ_leader_5			-1	vik_civ_leader_5	vik_viking_civ	14	600	0
vik_viking_civ_leader_6			-1	vik_viking_civ_leader_6	vik_viking_civ	15	600	0
vik_viking_civ_market_1			2	vik_civ_market_1	vik_viking_civ	10	600	0
vik_viking_civ_market_2			2	vik_civ_market_2	vik_viking_civ	11	600	0
vik_viking_civ_market_3			2	vik_civ_market_3	vik_viking_civ	12	600	0
vik_viking_civ_market_4			2	vik_civ_market_4	vik_viking_civ	13	600	0
vik_viking_civ_market_5			2	vik_viking_civ_market_5	vik_viking_civ	14	600	0
vik_viking_civ_market_6			2	vik_civ_market_6	vik_viking_civ	15	600	0
vik_viking_civ_religion_1			5	vik_civ_religion_1	vik_viking_civ	10	600	0
vik_viking_civ_religion_2			5	vik_civ_religion_2	vik_viking_civ	11	600	0
vik_viking_civ_religion_3			5	vik_civ_religion_3	vik_viking_civ	12	600	0
vik_viking_civ_religion_4			5	vik_civ_religion_4	vik_viking_civ	13	600	0
vik_viking_civ_religion_5			5	vik_civ_religion_5	vik_viking_civ	14	600	0
vik_viking_civ_religion_6			5	vik_civ_religion_6	vik_viking_civ	15	600	0
vik_viking_mil_bodyguard_1			2	vik_mil_bodyguard_1	vik_viking_mil	10	600	0
vik_viking_mil_bodyguard_2			2	vik_mil_bodyguard_2	vik_viking_mil	11	600	0
vik_viking_mil_bodyguard_3			2	vik_mil_bodyguard_3	vik_viking_mil	12	600	0
vik_viking_mil_bodyguard_4			2	vik_mil_bodyguard_4	vik_viking_mil	13	600	0
vik_viking_mil_bodyguard_5			2	vik_mil_bodyguard_5	vik_viking_mil	14	600	0
vik_viking_mil_cap_1			5	vik_mil_cap_1	vik_viking_mil	10	600	0
vik_viking_mil_cap_2			5	vik_mil_cap_2	vik_viking_mil	11	600	0
vik_viking_mil_cap_3			5	vik_mil_cap_3	vik_viking_mil	12	600	0
vik_viking_mil_cap_4			5	vik_mil_cap_4	vik_viking_mil	13	600	0
vik_viking_mil_cavalry_2			-2	vik_mil_cavalry_2	vik_viking_mil	10	600	0
vik_viking_mil_cavalry_3			-2	vik_mil_cavalry_3	vik_viking_mil	11	600	0
vik_viking_mil_cavalry_5			-2	vik_mil_cavalry_5	vik_viking_mil	12	600	0
vik_viking_mil_cavalry_7			-2	vik_mil_cavalry_7	vik_viking_mil	13	600	0
vik_viking_mil_land_1			0	vik_mil_land_1	vik_viking_mil	10	600	0
vik_viking_mil_land_2			0	vik_mil_land_2	vik_viking_mil	11	600	0
vik_viking_mil_land_3			0	vik_mil_land_3	vik_viking_mil	12	600	0
vik_viking_mil_land_4			0	vik_mil_land_4	vik_viking_mil	13	600	0
vik_viking_mil_land_5			0	vik_mil_land_5	vik_viking_mil	14	600	0
vik_viking_mil_land_6			0	vik_mil_land_6	vik_viking_mil	15	600	0
vik_viking_mil_land_7			0	vik_mil_land_7	vik_viking_mil	16	600	0
vik_viking_mil_melee_1			-2	vik_mil_melee_1	vik_viking_mil	1	600	0
vik_viking_mil_melee_2a			-2	vik_mil_melee_2a	vik_viking_mil	2	600	0
vik_viking_mil_melee_2b			0	vik_mil_melee_2b	vik_viking_mil	2	600	0
vik_viking_mil_melee_3b			0	vik_mil_melee_3b	vik_viking_mil	3	600	0
vik_viking_mil_melee_4a			-2	vik_mil_melee_4a	vik_viking_mil	3	600	0
vik_viking_mil_melee_4b			0	vik_mil_melee_4b	vik_viking_mil	4	600	0
vik_viking_mil_melee_5			-2	vik_mil_melee_5	vik_viking_mil	4	600	0
vik_viking_mil_melee_6			-2	vik_mil_melee_6	vik_viking_mil	5	600	0
vik_viking_mil_missile_2			4	vik_mil_missile_2_gaelic_sea_kings	vik_viking_mil	1	600	0
vik_viking_mil_missile_3			4	vik_mil_missile_3	vik_viking_mil	2	600	0
vik_viking_mil_missile_4			4	vik_mil_missile_4	vik_viking_mil	3	600	0
vik_viking_mil_missile_5			4	vik_mil_missile_5	vik_viking_mil	4	600	0
vik_viking_mil_missile_6			4	vik_mil_missile_6	vik_viking_mil	5	600	0
vik_viking_mil_siege_1			6	vik_mil_siege_1	vik_viking_mil	1	600	0
vik_viking_mil_siege_2			6	vik_mil_siege_2	vik_viking_mil	5	600	0
vik_viking_mil_siege_3			6	vik_mil_siege_3	vik_viking_mil	2	600	0
vik_viking_mil_siege_4			6	vik_mil_siege_4	vik_viking_mil	3	600	0
vik_viking_mil_siege_5			6	vik_mil_siege_5	vik_viking_mil	4	600	0
vik_viking_mil_spearmen_2			2	vik_mil_spearmen_2	vik_viking_mil	1	600	0
vik_viking_mil_spearmen_3			2	vik_mil_spearmen_3	vik_viking_mil	2	600	0
vik_viking_mil_spearmen_4			2	vik_mil_spearmen_4	vik_viking_mil	3	600	0
vik_viking_mil_spearmen_5			2	vik_mil_spearmen_5	vik_viking_mil	4	600	0
vik_viking_mil_spearmen_6			2	vik_mil_spearmen_6	vik_viking_mil	5	600	0
vik_westsexa_civ_army_1			5	vik_civ_army_1	vik_westsexa_civ	1	600	0
vik_westsexa_civ_army_2			5	vik_civ_army_2	vik_westsexa_civ	2	600	0
vik_westsexa_civ_army_3			5	vik_civ_army_3	vik_westsexa_civ	3	600	0
vik_westsexa_civ_army_4			5	vik_civ_army_4	vik_westsexa_civ	4	600	0
vik_westsexa_civ_army_5			5	vik_civ_army_5	vik_westsexa_civ	5	600	0
vik_westsexa_civ_army_6			5	vik_civ_army_6	vik_westsexa_civ	6	600	0
vik_westsexa_civ_farm_1			-1	vik_civ_farm_1	vik_westsexa_civ	1	600	0
vik_westsexa_civ_farm_2			-1	vik_civ_farm_2	vik_westsexa_civ	2	600	0
vik_westsexa_civ_farm_3			-1	vik_civ_farm_3	vik_westsexa_civ	3	600	0
vik_westsexa_civ_farm_4			-1	vik_civ_farm_4	vik_westsexa_civ	4	600	0
vik_westsexa_civ_farm_5			-1	vik_civ_farm_5	vik_westsexa_civ	5	600	0
vik_westsexa_civ_farm_6			-1	vik_civ_farm_6	vik_westsexa_civ	6	600	0
vik_westsexa_civ_industry_1			2	vik_civ_industry_1	vik_westsexa_civ	1	600	0
vik_westsexa_civ_industry_2			2	vik_civ_industry_2	vik_westsexa_civ	2	600	0
vik_westsexa_civ_industry_3			2	vik_civ_industry_3	vik_westsexa_civ	3	600	0
vik_westsexa_civ_industry_4			2	vik_civ_industry_4	vik_westsexa_civ	4	600	0
vik_westsexa_civ_industry_5			2	vik_civ_industry_5	vik_westsexa_civ	5	600	0
vik_westsexa_civ_industry_6			2	vik_civ_industry_6	vik_westsexa_civ	6	600	0
vik_westsexa_civ_leader_1			-1	vik_civ_leader_1	vik_westsexa_civ	10	600	0
vik_westsexa_civ_leader_2			-1	vik_civ_leader_2	vik_westsexa_civ	11	600	0
vik_westsexa_civ_leader_3			-1	vik_civ_leader_3	vik_westsexa_civ	12	600	0
vik_westsexa_civ_leader_4			-1	vik_civ_leader_4	vik_westsexa_civ	13	600	0
vik_westsexa_civ_leader_5			-1	vik_civ_leader_5	vik_westsexa_civ	14	600	0
vik_westsexa_civ_leader_6			-1	vik_westsexa_civ_leader_6	vik_westsexa_civ	15	600	0
vik_westsexa_civ_market_1			2	vik_civ_market_1	vik_westsexa_civ	10	600	0
vik_westsexa_civ_market_2			2	vik_civ_market_2	vik_westsexa_civ	11	600	0
vik_westsexa_civ_market_3			2	vik_civ_market_3	vik_westsexa_civ	12	600	0
vik_westsexa_civ_market_4			2	vik_civ_market_4	vik_westsexa_civ	13	600	0
vik_westsexa_civ_market_5			2	vik_westsexa_civ_market_5	vik_westsexa_civ	14	600	0
vik_westsexa_civ_market_6			2	vik_civ_market_6	vik_westsexa_civ	15	600	0
vik_westsexa_civ_religion_1			5	vik_civ_religion_1	vik_westsexa_civ	10	600	0
vik_westsexa_civ_religion_2			5	vik_civ_religion_2	vik_westsexa_civ	11	600	0
vik_westsexa_civ_religion_3			5	vik_civ_religion_3	vik_westsexa_civ	12	600	0
vik_westsexa_civ_religion_4			5	vik_civ_religion_4	vik_westsexa_civ	13	600	0
vik_westsexa_civ_religion_5			5	vik_civ_religion_5	vik_westsexa_civ	14	600	0
vik_westsexa_civ_religion_6			5	vik_civ_religion_6	vik_westsexa_civ	15	600	0
