trait_level	effect	effect_scope	value
shield_title_vik_reg_caisil_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_caisil_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_caisil_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_caisil_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_caisil_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_caisil_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_caisil_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_caisil_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_caisil_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_caisil_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_caisil_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_caisil_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_caisil_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cantwaraburg_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cantwaraburg_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cantwaraburg_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cantwaraburg_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cantwaraburg_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cantwaraburg_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cantwaraburg_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cantwaraburg_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cantwaraburg_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cantwaraburg_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cantwaraburg_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cantwaraburg_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cantwaraburg_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cantwaraburg_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cantwaraburg_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_carleol_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_carleol_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_carleol_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_carleol_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_carleol_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_carleol_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_carleol_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_carleol_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_carleol_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_carleol_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_carleol_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_carleol_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_carleol_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_carleol_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_carleol_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_casteltoun_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_casteltoun_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_casteltoun_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_casteltoun_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_casteltoun_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_casteltoun_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_casteltoun_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_casteltoun_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_casteltoun_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_casteltoun_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_casteltoun_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_casteltoun_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_casteltoun_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_casteltoun_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_casteltoun_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cathair_commain_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cathair_commain_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cathair_commain_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cathair_commain_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cathair_commain_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cathair_commain_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cathair_commain_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cathair_commain_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cathair_commain_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cathair_commain_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cathair_commain_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cathair_commain_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cathair_commain_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cathair_commain_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cathair_commain_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cathair_domnaill_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cathair_domnaill_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cathair_domnaill_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cathair_domnaill_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cathair_domnaill_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cathair_domnaill_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cathair_domnaill_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cathair_domnaill_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cathair_domnaill_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cathair_domnaill_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cathair_domnaill_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cathair_domnaill_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cathair_domnaill_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cathair_domnaill_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cathair_domnaill_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ceaster_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ceaster_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ceaster_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ceaster_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ceaster_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ceaster_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ceaster_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ceaster_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ceaster_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ceaster_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ceaster_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ceaster_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ceaster_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ceaster_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ceaster_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_alaid_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_alaid_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_alaid_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_alaid_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_alaid_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_alaid_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_alaid_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_alaid_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_alaid_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_alaid_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_alaid_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_alaid_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_alaid_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_alaid_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_alaid_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_cainning_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_cainning_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_cainning_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_cainning_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_cainning_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_cainning_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_cainning_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_cainning_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_cainning_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_cainning_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_cainning_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_cainning_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_cainning_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_cainning_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_cainning_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_daltain_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_daltain_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_daltain_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_daltain_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_daltain_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_daltain_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_daltain_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_daltain_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_daltain_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_daltain_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_daltain_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_daltain_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_daltain_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_daltain_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_daltain_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_maic_aeda_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_maic_aeda_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_maic_aeda_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_maic_aeda_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_maic_aeda_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_maic_aeda_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_maic_aeda_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_maic_aeda_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_maic_aeda_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_maic_aeda_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_maic_aeda_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_maic_aeda_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_maic_aeda_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_maic_aeda_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_maic_aeda_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_mor_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_mor_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_mor_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_mor_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_mor_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_mor_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_mor_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_mor_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_mor_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_mor_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_mor_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_mor_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cell_mor_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cell_mor_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cell_mor_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_celmeresfort_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_celmeresfort_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_celmeresfort_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_celmeresfort_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_celmeresfort_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_celmeresfort_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_celmeresfort_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_celmeresfort_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_celmeresfort_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_celmeresfort_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_celmeresfort_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_celmeresfort_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_celmeresfort_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_celmeresfort_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_celmeresfort_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cenannas_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cenannas_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cenannas_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cenannas_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cenannas_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cenannas_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cenannas_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cenannas_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cenannas_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cenannas_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cenannas_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cenannas_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cenannas_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cenannas_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cenannas_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cenn_rigmonid_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cenn_rigmonid_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cenn_rigmonid_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cenn_rigmonid_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cenn_rigmonid_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cenn_rigmonid_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cenn_rigmonid_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cenn_rigmonid_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cenn_rigmonid_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cenn_rigmonid_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cenn_rigmonid_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cenn_rigmonid_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cenn_rigmonid_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cenn_rigmonid_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cenn_rigmonid_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cetretha_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cetretha_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cetretha_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cetretha_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cetretha_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cetretha_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cetretha_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cetretha_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cetretha_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cetretha_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cetretha_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cetretha_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cetretha_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cetretha_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cetretha_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cherchebi_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cherchebi_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cherchebi_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cherchebi_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cherchebi_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cherchebi_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cherchebi_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cherchebi_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cherchebi_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cherchebi_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cherchebi_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cherchebi_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cherchebi_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cherchebi_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cherchebi_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cippanhamm_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cippanhamm_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cippanhamm_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cippanhamm_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cippanhamm_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cippanhamm_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cippanhamm_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cippanhamm_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cippanhamm_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cippanhamm_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cippanhamm_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cippanhamm_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cippanhamm_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cippanhamm_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cippanhamm_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cirenceaster_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cirenceaster_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cirenceaster_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cirenceaster_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cirenceaster_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cirenceaster_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cirenceaster_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cirenceaster_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cirenceaster_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cirenceaster_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cirenceaster_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cirenceaster_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cirenceaster_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cirenceaster_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cirenceaster_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cissanbyrig_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cissanbyrig_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cissanbyrig_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cissanbyrig_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cissanbyrig_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cissanbyrig_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cissanbyrig_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cissanbyrig_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cissanbyrig_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cissanbyrig_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cissanbyrig_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cissanbyrig_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cissanbyrig_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cissanbyrig_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cissanbyrig_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_clocher_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_clocher_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_clocher_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_clocher_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_clocher_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_clocher_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_clocher_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_clocher_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_clocher_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_clocher_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_clocher_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_clocher_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_clocher_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_clocher_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_clocher_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_cluain_eoais_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_cluain_eoais_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_cluain_eoais_irish_2	vik_influence_mod	character_to_character_own	5.0
