child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset
vik_viking_mil_melee_5	vik_viking_mil_melee_4a	0	2	4	0.0	0.0
vik_viking_mil_melee_6	vik_viking_mil_melee_5	0	2	4	0.0	0.0
vik_viking_mil_missile_3	vik_viking_mil_missile_2	0	2	4	0.0	0.0
vik_viking_mil_missile_4	vik_viking_mil_missile_3	0	2	4	0.0	0.0
vik_viking_mil_missile_5	vik_viking_mil_missile_4	0	2	4	0.0	0.0
vik_viking_mil_missile_6	vik_viking_mil_missile_5	0	2	4	0.0	0.0
vik_viking_mil_siege_3	vik_viking_mil_siege_1	0	2	4	0.0	0.0
vik_viking_mil_siege_4	vik_viking_mil_siege_3	0	2	4	0.0	0.0
vik_viking_mil_siege_5	vik_viking_mil_siege_4	0	2	4	0.0	0.0
vik_viking_mil_siege_2	vik_viking_mil_siege_5	0	2	4	0.0	0.0
vik_viking_mil_spearmen_3	vik_viking_mil_spearmen_2	0	2	4	0.0	0.0
vik_viking_mil_spearmen_4	vik_viking_mil_spearmen_3	0	2	4	0.0	0.0
vik_viking_mil_spearmen_5	vik_viking_mil_spearmen_4	0	2	4	0.0	0.0
vik_viking_mil_spearmen_6	vik_viking_mil_spearmen_5	0	2	4	0.0	0.0
vik_westsexa_civ_army_2	vik_westsexa_civ_army_1	0	2	4	0.0	0.0
vik_westsexa_civ_army_3	vik_westsexa_civ_army_2	0	2	4	0.0	0.0
vik_westsexa_civ_army_4	vik_westsexa_civ_army_3	0	2	4	0.0	0.0
vik_westsexa_civ_army_5	vik_westsexa_civ_army_4	0	2	4	0.0	0.0
vik_westsexa_civ_army_6	vik_westsexa_civ_army_5	0	2	4	0.0	0.0
vik_westsexa_civ_farm_2	vik_westsexa_civ_farm_1	0	2	4	0.0	0.0
vik_westsexa_civ_farm_3	vik_westsexa_civ_farm_2	0	2	4	0.0	0.0
vik_westsexa_civ_farm_4	vik_westsexa_civ_farm_3	0	2	4	0.0	0.0
vik_westsexa_civ_farm_5	vik_westsexa_civ_farm_4	0	2	4	0.0	0.0
vik_westsexa_civ_farm_6	vik_westsexa_civ_farm_5	0	2	4	0.0	0.0
vik_westsexa_civ_industry_2	vik_westsexa_civ_industry_1	0	2	4	0.0	0.0
vik_westsexa_civ_industry_3	vik_westsexa_civ_industry_2	0	2	4	0.0	0.0
vik_westsexa_civ_industry_4	vik_westsexa_civ_industry_3	0	2	4	0.0	0.0
vik_westsexa_civ_industry_5	vik_westsexa_civ_industry_4	0	2	4	0.0	0.0
vik_westsexa_civ_industry_6	vik_westsexa_civ_industry_5	0	2	4	0.0	0.0
vik_westsexa_civ_leader_2	vik_westsexa_civ_leader_1	0	2	4	0.0	0.0
vik_westsexa_civ_leader_3	vik_westsexa_civ_leader_2	0	2	4	0.0	0.0
vik_westsexa_civ_leader_4	vik_westsexa_civ_leader_3	0	2	4	0.0	0.0
vik_westsexa_civ_leader_5	vik_westsexa_civ_leader_4	0	2	4	0.0	0.0
vik_westsexa_civ_leader_6	vik_westsexa_civ_leader_5	0	2	4	0.0	0.0
vik_westsexa_civ_market_2	vik_westsexa_civ_market_1	0	2	4	0.0	0.0
vik_westsexa_civ_market_3	vik_westsexa_civ_market_2	0	2	4	0.0	0.0
vik_westsexa_civ_market_4	vik_westsexa_civ_market_3	0	2	4	0.0	0.0
vik_westsexa_civ_market_5	vik_westsexa_civ_market_4	0	2	4	0.0	0.0
vik_westsexa_civ_market_6	vik_westsexa_civ_market_5	0	2	4	0.0	0.0
vik_westsexa_civ_religion_2	vik_westsexa_civ_religion_1	0	2	4	0.0	0.0
vik_westsexa_civ_religion_3	vik_westsexa_civ_religion_2	0	2	4	0.0	0.0
vik_westsexa_civ_religion_4	vik_westsexa_civ_religion_3	0	2	4	0.0	0.0
vik_westsexa_civ_religion_5	vik_westsexa_civ_religion_4	0	2	4	0.0	0.0
vik_westsexa_civ_religion_6	vik_westsexa_civ_religion_5	0	2	4	0.0	0.0
