id	mission_key	option_key	value
33250	sw_heroism_vik_fact_hellirborg	VAR_MISSION_LENGTH_MIN	
33251	sw_heroism_vik_fact_hlymrekr	VAR_MISSION_LENGTH_MIN	
33252	sw_heroism_vik_fact_holdrness	VAR_MISSION_LENGTH_MIN	
33253	sw_heroism_vik_fact_hwicce	VAR_MISSION_LENGTH_MIN	
33254	sw_heroism_vik_fact_hylrborg	VAR_MISSION_LENGTH_MIN	
33255	sw_heroism_vik_fact_iarmuma	VAR_MISSION_LENGTH_MIN	
33256	sw_heroism_vik_fact_laigin	VAR_MISSION_LENGTH_MIN	
33257	sw_heroism_vik_fact_ledeborg	VAR_MISSION_LENGTH_MIN	
33258	sw_heroism_vik_fact_mide	VAR_MISSION_LENGTH_MIN	
33259	sw_heroism_vik_fact_mierce	VAR_MISSION_LENGTH_MIN	
33260	sw_heroism_vik_fact_myrrborg	VAR_MISSION_LENGTH_MIN	
33261	sw_heroism_vik_fact_nordmann	VAR_MISSION_LENGTH_MIN	
33262	sw_heroism_vik_fact_normaunds	VAR_MISSION_LENGTH_MIN	
33263	sw_heroism_vik_fact_norse	VAR_MISSION_LENGTH_MIN	
33264	sw_heroism_vik_fact_northleode	VAR_MISSION_LENGTH_MIN	
33265	sw_heroism_vik_fact_northymbre	VAR_MISSION_LENGTH_MIN	
33266	sw_heroism_vik_fact_orkneyar	VAR_MISSION_LENGTH_MIN	
33267	sw_heroism_vik_fact_osraige	VAR_MISSION_LENGTH_MIN	
33268	sw_heroism_vik_fact_powis	VAR_MISSION_LENGTH_MIN	
33269	sw_heroism_vik_fact_seisilwig	VAR_MISSION_LENGTH_MIN	
33270	sw_heroism_vik_fact_steinnborg	VAR_MISSION_LENGTH_MIN	
33271	sw_heroism_vik_fact_strat_clut	VAR_MISSION_LENGTH_MIN	
33272	sw_heroism_vik_fact_sudreyar	VAR_MISSION_LENGTH_MIN	
33273	sw_heroism_vik_fact_suth_seaxe	VAR_MISSION_LENGTH_MIN	
33274	sw_heroism_vik_fact_tuadmuma	VAR_MISSION_LENGTH_MIN	
33275	sw_heroism_vik_fact_ulaid	VAR_MISSION_LENGTH_MIN	
33276	sw_heroism_vik_fact_vedrafjordr	VAR_MISSION_LENGTH_MIN	
33277	sw_heroism_vik_fact_veidrborg	VAR_MISSION_LENGTH_MIN	
33278	sw_heroism_vik_fact_veisafjordr	VAR_MISSION_LENGTH_MIN	
33279	sw_heroism_vik_fact_west_seaxe	VAR_MISSION_LENGTH_MIN	
33280	sw_heroism_vik_fact_westernas	VAR_MISSION_LENGTH_MIN	
33281	sw_heroism_vik_fact_westmoringas	VAR_MISSION_LENGTH_MIN	
33282	sw_heroism_vik_fact_wicing	VAR_MISSION_LENGTH_MIN	
33283	sw_heroism_vik_fact_aileach	VAR_MISSION_LENGTH_MAX	
33284	sw_heroism_vik_fact_airer_goidel	VAR_MISSION_LENGTH_MAX	
33285	sw_heroism_vik_fact_airgialla	VAR_MISSION_LENGTH_MAX	
33286	sw_heroism_vik_fact_athfochla	VAR_MISSION_LENGTH_MAX	
33287	sw_heroism_vik_fact_bedeborg	VAR_MISSION_LENGTH_MAX	
33288	sw_heroism_vik_fact_brechinauc	VAR_MISSION_LENGTH_MAX	
33289	sw_heroism_vik_fact_brega	VAR_MISSION_LENGTH_MAX	
33290	sw_heroism_vik_fact_breifne	VAR_MISSION_LENGTH_MAX	
33291	sw_heroism_vik_fact_caisil	VAR_MISSION_LENGTH_MAX	
33292	sw_heroism_vik_fact_cent	VAR_MISSION_LENGTH_MAX	
33293	sw_heroism_vik_fact_cerneu	VAR_MISSION_LENGTH_MAX	
33294	sw_heroism_vik_fact_circenn	VAR_MISSION_LENGTH_MAX	
33295	sw_heroism_vik_fact_connacht	VAR_MISSION_LENGTH_MAX	
33296	sw_heroism_vik_fact_defena	VAR_MISSION_LENGTH_MAX	
33297	sw_heroism_vik_fact_dene	VAR_MISSION_LENGTH_MAX	
33298	sw_heroism_vik_fact_desmuma	VAR_MISSION_LENGTH_MAX	
33299	sw_heroism_vik_fact_djurby	VAR_MISSION_LENGTH_MAX	
33300	sw_heroism_vik_fact_dorsaete	VAR_MISSION_LENGTH_MAX	
33301	sw_heroism_vik_fact_dubgaill	VAR_MISSION_LENGTH_MAX	
33302	sw_heroism_vik_fact_dyfet	VAR_MISSION_LENGTH_MAX	
33303	sw_heroism_vik_fact_dyflin	VAR_MISSION_LENGTH_MAX	
33304	sw_heroism_vik_fact_east_engle	VAR_MISSION_LENGTH_MAX	
33305	sw_heroism_vik_fact_east_seaxe	VAR_MISSION_LENGTH_MAX	
33306	sw_heroism_vik_fact_finngaill	VAR_MISSION_LENGTH_MAX	
33307	sw_heroism_vik_fact_fortriu	VAR_MISSION_LENGTH_MAX	
33308	sw_heroism_vik_fact_gallgoidel	VAR_MISSION_LENGTH_MAX	
33309	sw_heroism_vik_fact_gliwissig	VAR_MISSION_LENGTH_MAX	
33310	sw_heroism_vik_fact_grantebru	VAR_MISSION_LENGTH_MAX	
33311	sw_heroism_vik_fact_gwent	VAR_MISSION_LENGTH_MAX	
33312	sw_heroism_vik_fact_gwined	VAR_MISSION_LENGTH_MAX	
33313	sw_heroism_vik_fact_haeden	VAR_MISSION_LENGTH_MAX	
33314	sw_heroism_vik_fact_heimiliborg	VAR_MISSION_LENGTH_MAX	
33315	sw_heroism_vik_fact_hellirborg	VAR_MISSION_LENGTH_MAX	
33316	sw_heroism_vik_fact_hlymrekr	VAR_MISSION_LENGTH_MAX	
33317	sw_heroism_vik_fact_holdrness	VAR_MISSION_LENGTH_MAX	
33318	sw_heroism_vik_fact_hwicce	VAR_MISSION_LENGTH_MAX	
33319	sw_heroism_vik_fact_hylrborg	VAR_MISSION_LENGTH_MAX	
33320	sw_heroism_vik_fact_iarmuma	VAR_MISSION_LENGTH_MAX	
33321	sw_heroism_vik_fact_laigin	VAR_MISSION_LENGTH_MAX	
33322	sw_heroism_vik_fact_ledeborg	VAR_MISSION_LENGTH_MAX	
33323	sw_heroism_vik_fact_mide	VAR_MISSION_LENGTH_MAX	
33324	sw_heroism_vik_fact_mierce	VAR_MISSION_LENGTH_MAX	
33325	sw_heroism_vik_fact_myrrborg	VAR_MISSION_LENGTH_MAX	
33326	sw_heroism_vik_fact_nordmann	VAR_MISSION_LENGTH_MAX	
33327	sw_heroism_vik_fact_normaunds	VAR_MISSION_LENGTH_MAX	
33328	sw_heroism_vik_fact_norse	VAR_MISSION_LENGTH_MAX	
33329	sw_heroism_vik_fact_northleode	VAR_MISSION_LENGTH_MAX	
33330	sw_heroism_vik_fact_northymbre	VAR_MISSION_LENGTH_MAX	
33331	sw_heroism_vik_fact_orkneyar	VAR_MISSION_LENGTH_MAX	
33332	sw_heroism_vik_fact_osraige	VAR_MISSION_LENGTH_MAX	
33333	sw_heroism_vik_fact_powis	VAR_MISSION_LENGTH_MAX	
33334	sw_heroism_vik_fact_seisilwig	VAR_MISSION_LENGTH_MAX	
33335	sw_heroism_vik_fact_steinnborg	VAR_MISSION_LENGTH_MAX	
33336	sw_heroism_vik_fact_strat_clut	VAR_MISSION_LENGTH_MAX	
33337	sw_heroism_vik_fact_sudreyar	VAR_MISSION_LENGTH_MAX	
33338	sw_heroism_vik_fact_suth_seaxe	VAR_MISSION_LENGTH_MAX	
33339	sw_heroism_vik_fact_tuadmuma	VAR_MISSION_LENGTH_MAX	
33340	sw_heroism_vik_fact_ulaid	VAR_MISSION_LENGTH_MAX	
33341	sw_heroism_vik_fact_vedrafjordr	VAR_MISSION_LENGTH_MAX	
33342	sw_heroism_vik_fact_veidrborg	VAR_MISSION_LENGTH_MAX	
33343	sw_heroism_vik_fact_veisafjordr	VAR_MISSION_LENGTH_MAX	
33344	sw_heroism_vik_fact_west_seaxe	VAR_MISSION_LENGTH_MAX	
33345	sw_heroism_vik_fact_westernas	VAR_MISSION_LENGTH_MAX	
33346	sw_heroism_vik_fact_westmoringas	VAR_MISSION_LENGTH_MAX	
33347	sw_heroism_vik_fact_wicing	VAR_MISSION_LENGTH_MAX	
33348	sw_heroism_vik_fact_aileach	GEN_TARGET_NONE	
33349	sw_heroism_vik_fact_airer_goidel	GEN_TARGET_NONE	
33350	sw_heroism_vik_fact_airgialla	GEN_TARGET_NONE	
33351	sw_heroism_vik_fact_athfochla	GEN_TARGET_NONE	
33352	sw_heroism_vik_fact_bedeborg	GEN_TARGET_NONE	
33353	sw_heroism_vik_fact_brechinauc	GEN_TARGET_NONE	
33354	sw_heroism_vik_fact_brega	GEN_TARGET_NONE	
33355	sw_heroism_vik_fact_breifne	GEN_TARGET_NONE	
33356	sw_heroism_vik_fact_caisil	GEN_TARGET_NONE	
33357	sw_heroism_vik_fact_cent	GEN_TARGET_NONE	
33358	sw_heroism_vik_fact_cerneu	GEN_TARGET_NONE	
33359	sw_heroism_vik_fact_circenn	GEN_TARGET_NONE	
33360	sw_heroism_vik_fact_connacht	GEN_TARGET_NONE	
33361	sw_heroism_vik_fact_defena	GEN_TARGET_NONE	
33362	sw_heroism_vik_fact_dene	GEN_TARGET_NONE	
33363	sw_heroism_vik_fact_desmuma	GEN_TARGET_NONE	
33364	sw_heroism_vik_fact_djurby	GEN_TARGET_NONE	
33365	sw_heroism_vik_fact_dorsaete	GEN_TARGET_NONE	
33366	sw_heroism_vik_fact_dubgaill	GEN_TARGET_NONE	
33367	sw_heroism_vik_fact_dyfet	GEN_TARGET_NONE	
33368	sw_heroism_vik_fact_dyflin	GEN_TARGET_NONE	
33369	sw_heroism_vik_fact_east_engle	GEN_TARGET_NONE	
33370	sw_heroism_vik_fact_east_seaxe	GEN_TARGET_NONE	
33371	sw_heroism_vik_fact_finngaill	GEN_TARGET_NONE	
33372	sw_heroism_vik_fact_fortriu	GEN_TARGET_NONE	
33373	sw_heroism_vik_fact_gallgoidel	GEN_TARGET_NONE	
33374	sw_heroism_vik_fact_gliwissig	GEN_TARGET_NONE	
33375	sw_heroism_vik_fact_grantebru	GEN_TARGET_NONE	
33376	sw_heroism_vik_fact_gwent	GEN_TARGET_NONE	
33377	sw_heroism_vik_fact_gwined	GEN_TARGET_NONE	
33378	sw_heroism_vik_fact_haeden	GEN_TARGET_NONE	
33379	sw_heroism_vik_fact_heimiliborg	GEN_TARGET_NONE	
33380	sw_heroism_vik_fact_hellirborg	GEN_TARGET_NONE	
33381	sw_heroism_vik_fact_hlymrekr	GEN_TARGET_NONE	
33382	sw_heroism_vik_fact_holdrness	GEN_TARGET_NONE	
33383	sw_heroism_vik_fact_hwicce	GEN_TARGET_NONE	
33384	sw_heroism_vik_fact_hylrborg	GEN_TARGET_NONE	
33385	sw_heroism_vik_fact_iarmuma	GEN_TARGET_NONE	
33386	sw_heroism_vik_fact_laigin	GEN_TARGET_NONE	
33387	sw_heroism_vik_fact_ledeborg	GEN_TARGET_NONE	
33388	sw_heroism_vik_fact_mide	GEN_TARGET_NONE	
33389	sw_heroism_vik_fact_mierce	GEN_TARGET_NONE	
33390	sw_heroism_vik_fact_myrrborg	GEN_TARGET_NONE	
33391	sw_heroism_vik_fact_nordmann	GEN_TARGET_NONE	
33392	sw_heroism_vik_fact_normaunds	GEN_TARGET_NONE	
33393	sw_heroism_vik_fact_norse	GEN_TARGET_NONE	
33394	sw_heroism_vik_fact_northleode	GEN_TARGET_NONE	
33395	sw_heroism_vik_fact_northymbre	GEN_TARGET_NONE	
33396	sw_heroism_vik_fact_orkneyar	GEN_TARGET_NONE	
33397	sw_heroism_vik_fact_osraige	GEN_TARGET_NONE	
33398	sw_heroism_vik_fact_powis	GEN_TARGET_NONE	
33399	sw_heroism_vik_fact_seisilwig	GEN_TARGET_NONE	
33400	sw_heroism_vik_fact_steinnborg	GEN_TARGET_NONE	
33401	sw_heroism_vik_fact_strat_clut	GEN_TARGET_NONE	
33402	sw_heroism_vik_fact_sudreyar	GEN_TARGET_NONE	
33403	sw_heroism_vik_fact_suth_seaxe	GEN_TARGET_NONE	
33404	sw_heroism_vik_fact_tuadmuma	GEN_TARGET_NONE	
33405	sw_heroism_vik_fact_ulaid	GEN_TARGET_NONE	
33406	sw_heroism_vik_fact_vedrafjordr	GEN_TARGET_NONE	
33407	sw_heroism_vik_fact_veidrborg	GEN_TARGET_NONE	
33408	sw_heroism_vik_fact_veisafjordr	GEN_TARGET_NONE	
33409	sw_heroism_vik_fact_west_seaxe	GEN_TARGET_NONE	
33410	sw_heroism_vik_fact_westernas	GEN_TARGET_NONE	
33411	sw_heroism_vik_fact_westmoringas	GEN_TARGET_NONE	
33412	sw_heroism_vik_fact_wicing	GEN_TARGET_NONE	
33413	sw_heroism_region_vik_reg_aberffro	GEN_TARGET_NONE	
33414	sw_heroism_region_vik_reg_aberteifi	GEN_TARGET_NONE	
33415	sw_heroism_region_vik_reg_cair_gwent	GEN_TARGET_NONE	
33416	sw_heroism_region_vik_reg_dinefwr	GEN_TARGET_NONE	
33417	sw_heroism_region_vik_reg_guvan	GEN_TARGET_NONE	
33418	sw_heroism_region_vik_reg_mathrafal	GEN_TARGET_NONE	
33419	sw_heroism_region_vik_reg_aberffro	VAR_MISSION_LENGTH_MIN	
33420	sw_heroism_region_vik_reg_aberteifi	VAR_MISSION_LENGTH_MIN	
33421	sw_heroism_region_vik_reg_cair_gwent	VAR_MISSION_LENGTH_MIN	
33422	sw_heroism_region_vik_reg_dinefwr	VAR_MISSION_LENGTH_MIN	
33423	sw_heroism_region_vik_reg_guvan	VAR_MISSION_LENGTH_MIN	
33424	sw_heroism_region_vik_reg_mathrafal	VAR_MISSION_LENGTH_MIN	
33425	sw_heroism_region_vik_reg_aberffro	VAR_MISSION_LENGTH_MAX	
33426	sw_heroism_region_vik_reg_aberteifi	VAR_MISSION_LENGTH_MAX	
33427	sw_heroism_region_vik_reg_cair_gwent	VAR_MISSION_LENGTH_MAX	
33428	sw_heroism_region_vik_reg_dinefwr	VAR_MISSION_LENGTH_MAX	
33429	sw_heroism_region_vik_reg_guvan	VAR_MISSION_LENGTH_MAX	
33430	sw_heroism_region_vik_reg_mathrafal	VAR_MISSION_LENGTH_MAX	
33431	sw_heroism_region_vik_reg_aberffro	VAR_CHANCE	100
33432	sw_heroism_region_vik_reg_aberteifi	VAR_CHANCE	100
33433	sw_heroism_region_vik_reg_cair_gwent	VAR_CHANCE	100
33434	sw_heroism_region_vik_reg_dinefwr	VAR_CHANCE	100
33435	sw_heroism_region_vik_reg_guvan	VAR_CHANCE	100
33436	sw_heroism_region_vik_reg_mathrafal	VAR_CHANCE	100
33437	sw_heroism_defeat_bandits	VAR_OBJECTIVE_LOCATION_CUSTOM_FACTION	
33438	sw_heroism_defeat_bandits	VAR_OBJECTIVE_CUSTOM_COMPLETION_STATUS	campaign_localised_strings_string_sw_heroism_defeat_bandits
33439	sw_heroism_defeat_bandits	GEN_TARGET_NONE	
33440	sw_heroism_defeat_bandits	VAR_MISSION_LENGTH_MIN	
33441	sw_heroism_defeat_bandits	VAR_MISSION_LENGTH_MAX	
33442	sw_heroism_defeat_bandits	VAR_CHANCE	100
