variable_key	value
politics_ministerial_position_order_modifier	10.0
politics_power_ratio_political_contribution	0.5
politics_senate_support_loss_bankruptcy	2.0
pop_growth_for_spawn	25.0
post_battle_region_debuff_bundle_turns	4.0
prestige_famous_battle_defeat_value	0.0
prestige_famous_battle_victory_value	0.0
prestige_horde_army_value_easy	0.0
prestige_horde_army_value_hard	0.0
prestige_horde_army_value_normal	0.0
prestige_limit_faction_leader_honour	0.0
prestige_limit_famous_battles	0.0
prestige_limit_infrastructure	0.0
prestige_region_value_bonus_original_home_region	2.0
prestige_region_value_bonus_province_capital	2.0
prestige_region_value_easy	3.0
prestige_region_value_hard	1.0
prestige_region_value_normal	2.0
prestige_vassal_region_value	2.0
primary_slot_building_religion_conversion_cost_mod_lower_bound	1.0
primary_slot_building_religion_conversion_cost_mod_upper_bound	1.0
province_development_threshold_cal_points_addition	3.0
province_development_threshold_calc_points_multiplier	2.0
province_fertility_abandon_region_penalty_turns	3.0
province_public_order_base_repression_threshold	-100.0
province_public_order_base_satisfaction_threshold	100.0
province_public_order_max_repression_threshold	-100.0
province_public_order_max_satisfaction_threshold	100.0
province_public_order_min_repression_threshold	-100.0
province_public_order_min_satisfaction_threshold	100.0
province_public_order_rebellion_defeated_region_not_owned_not_spawned_crackdown	2.0
province_public_order_rebellion_defeated_region_not_owned_spawned_crackdown	4.0
province_public_order_rebellion_defeated_region_owned_not_spawned_crackdown	6.0
province_public_order_rebellion_defeated_region_owned_spawned_crackdown	8.0
public_order_banditry_penalty_loot	0.0
public_order_banditry_penalty_occupy	0.0
public_order_banditry_penalty_raze	0.0
public_order_banditry_penalty_sack	0.0
public_order_banditry_penalty_vassal	0.0
public_order_luxury_resource_available_attitude	0.0
public_order_luxury_resource_production_attitude	0.0
public_order_luxury_resource_value	50.0
public_order_threshold_high	5.0
public_order_threshold_low	-5.0
public_order_threshold_medium	0.0
public_order_threshold_very_high	10.0
public_order_threshold_very_low	-6.0
raid_faction_diplomatic_penalty	10.0
raid_faction_province_development_penalty	-5.0
raid_faction_province_public_order_penalty	-4.0
raid_max_radius	1.0
raid_own_faction_trade_route_value_mod	0.1
raid_radius	1.0
raid_settlement_base_value	100.0
raid_settlement_gdp_income_percentage	95.0
raid_settlement_trade_income_percentage	75.0
raid_trade_route_base_value	100.0
raid_trade_route_value_percentage	75.0
raze_main_and_port_building_damage_level	75.0
rebel_budget_factor_army	0.2
rebel_budget_factor_garrison	0.6
rebel_budget_factor_settlement_buildings	300.0
rebel_budget_factor_settlement_slot	400.0
rebel_budget_factor_unhappiness	0.0
recruitment_population_cost	0.0
region_building_minimum_cost_to_repair_as_percentage_of_full_cost	0.5
region_development_growth_base_point	0.0
region_gdp_trade_piracy_effect_contested	0.0
region_gdp_trade_piracy_effect_controlled	0.0
region_gdp_trade_piracy_effect_shared	0.0
region_horde_food_consumption	2.0
region_horde_settled_food_consumption	4.0
region_raid_food_consumption	2.0
region_raid_food_consumption_per_unit	1.0
region_raid_food_proportion_stolen	1.0
region_recent_battle_heavy_damage_food_consumption	4.0
region_recent_battle_light_damage_food_consumption	1.0
region_recent_battle_moderate_damage_food_consumption	2.0
region_sanitation_plague_chance_modifier	8.0
reinforcement_radius	1.0
religion_drift	0.15
replenishment_base_land	4.0
replenishment_base_sea	1.0
replenishment_bonus_land_can_recruit_unit_owned_region	0.0
replenishment_bonus_land_garrisoned_in_owned_province	0.0
replenishment_bonus_land_garrisoned_in_shared_province	0.0
replenishment_bonus_land_owned_region	0.0
replenishment_bonus_sea_can_recruit_unit_owned_sea_region	0.0
replenishment_bonus_sea_garrisoned_in_owned_sea_region	0.0
replenishment_bonus_sea_garrisoned_in_shared_sea_region	0.0
replenishment_bonus_sea_owned_sea_region	0.0
rounds_between_taking_kyoto_and_becoming_shogun	4.0
rounds_to_hold_office_before_loss_hits_loyalty	1.0
sea_region_control_status_contested_recruitment_cost_mod	0.0
sea_region_control_status_controlled_recruitment_cost_mod	0.0
sea_region_control_status_shared_recruitment_cost_mod	0.0
settlement_auto_repair_building_health_points_per_round	1.0
settlement_development_point_cost_secondary_slot_1	0.0
settlement_development_point_cost_secondary_slot_1_province_capital	0.0
settlement_development_point_cost_secondary_slot_2	0.0
settlement_development_point_cost_secondary_slot_2_province_capital	0.0
settlement_development_point_cost_secondary_slot_3	0.0
settlement_development_point_cost_secondary_slot_3_province_capital	0.0
settlement_development_point_cost_secondary_slot_4	0.0
settlement_development_point_cost_secondary_slot_4_province_capital	0.0
settlement_loot_value_multiplier_replenish_per_round	0.25
settlement_looting_base_loot	0.0
settlement_looting_pct_region_gdp	0.0
settlement_looting_pct_region_gdp_reduction	0.0
settlement_looting_publicorder_reduction	20.0
settlement_looting_region_gdp_reduction_turns	10.0
settlement_looting_surrender_publicorder_reduction	10.0
settlement_wall_repair_points_base	100.0
siege_attrition_resistance_turns_base	4.0
siege_attrition_resistance_turns_port_multiplier	1.0
siege_base_labour_force	1.0
siege_escalation_level_1_count_wall_pieces_health_less_than	100.0
siege_escalation_level_1_total_wall_health_less_than	0.0
siege_escalation_level_1_wall_pieces_health	0.0
siege_escalation_level_2_wall_breaches_count	100.0
siege_killing_turns_max	1.0
slave_points_mod	40.0
state_gift_multiplier_linear	0.03
state_gift_multiplier_quadratic	0.0
state_religion_conversion_bonus	0.0
tax_efficiency_province_capital_score	1.0
tax_efficiency_regions_maximum	100.0
tax_efficiency_regions_middle	60.0
tax_efficiency_regions_minimum	1.0
tax_efficiency_result_maximum_reduction	90.0
tax_efficiency_result_middle_reduction	50.0
tax_efficiency_result_minimum_reduction	5.0
tech_first_in_culture_prestige_multiplier	2.0
threat_effect_maximum	0.15
threat_effect_minimum	0.05
threat_effect_no_threat_multiplier	1.05
threat_reputation_maximum	1.0
threat_reputation_minimum	0.25
threat_reputation_reduction	0.25
threat_reputation_rounds_before_required_war	4.0
threaten_modifier_ally_fame_multiplier	0.5
threaten_modifier_base	40.0
threaten_modifier_fame_contribution_base	70.0
threaten_modifier_maximum	200.0
threaten_modifier_minimum	20.0
town_wealth_growth_discontent_reduction	25.0
trade_commerce_raiding_maximum_raiding_permille	700.0
trade_commerce_raiding_reduction_per_ship	0.9
trade_demand_multiplier	0.0
trade_luxury_resource_strategic_value	400.0
trade_price_large_change_threshold	10.0
trade_price_small_change_threshold	5.0
trade_resource_region_gdp_contribution	0.1
trade_route_internat_sea_length_limit	0.0
trade_route_land_sea_bias	0.0
trade_route_value_accumulator_degredation_proportion	0.9
trade_route_value_accumulator_proportion	0.0
trade_route_value_combined_gdp_proportion	1.3
trade_ship_resource_volume	10.0
unilateral_diplomatic_gift_state_gift_proportion	0.5
unit_battle_setup_night_battle_attacker_fatigue_penalty	1.0
unit_battle_setup_night_battle_defender_morale_bonus	-10.0
unit_first_in_culture_prestige_multiplier	1.0
unit_minimum_strength	0.05
unit_stat_accuracy_bonus_threshold_level_1	14.0
unit_stat_accuracy_bonus_threshold_level_2	24.0
unit_stat_armour_bonus_threshold_level_1	1.0
unit_stat_armour_bonus_threshold_level_2	3.0
unit_stat_charge_bonus_threshold_level_1	3.0
unit_stat_charge_bonus_threshold_level_2	6.0
unit_stat_melee_bonus_threshold_level_1	3.0
unit_stat_melee_bonus_threshold_level_2	5.0
unit_stat_morale_bonus_threshold_level_1	3.0
unit_stat_morale_bonus_threshold_level_2	4.0
zone_of_control_land_radius	2.5
zone_of_control_naval_radius	2.5
