id	building_level	unit_group
610	vik_longphort_5	iri_great_hall_3
611	vik_longphort_5	iri_great_hall_4
612	vik_longphort_5	iri_great_hall_5
613	vik_market_1	iri_great_hall_1
614	vik_market_2	iri_great_hall_1
615	vik_market_2	iri_great_hall_2
616	vik_market_3	iri_great_hall_1
617	vik_market_3	iri_great_hall_2
618	vik_market_3	iri_great_hall_3
619	vik_market_4	iri_great_hall_1
620	vik_market_4	iri_great_hall_2
621	vik_market_4	iri_great_hall_3
622	vik_market_4	iri_great_hall_4
623	vik_market_5	iri_great_hall_1
624	vik_market_5	iri_great_hall_2
625	vik_market_5	iri_great_hall_3
626	vik_market_5	iri_great_hall_4
627	vik_market_5	iri_great_hall_5
628	vik_monastery_1	iri_great_hall_1
629	vik_monastery_2	iri_great_hall_1
630	vik_monastery_2	iri_great_hall_2
631	vik_monastery_3	iri_great_hall_1
632	vik_monastery_3	iri_great_hall_2
633	vik_monastery_3	iri_great_hall_3
634	vik_monastery_4	iri_great_hall_1
635	vik_monastery_4	iri_great_hall_2
636	vik_monastery_4	iri_great_hall_3
637	vik_monastery_4	iri_great_hall_4
638	vik_monastery_5	iri_great_hall_1
639	vik_monastery_5	iri_great_hall_2
640	vik_monastery_5	iri_great_hall_3
641	vik_monastery_5	iri_great_hall_4
642	vik_monastery_5	iri_great_hall_5
643	vik_mountain_hall_1	iri_great_hall_1
644	vik_mountain_hall_2	iri_great_hall_1
645	vik_mountain_hall_2	iri_great_hall_2
646	vik_mountain_hall_3	iri_great_hall_1
647	vik_mountain_hall_3	iri_great_hall_2
648	vik_mountain_hall_3	iri_great_hall_3
649	vik_mountain_hall_4	iri_great_hall_1
650	vik_mountain_hall_4	iri_great_hall_2
651	vik_mountain_hall_4	iri_great_hall_3
652	vik_mountain_hall_4	iri_great_hall_4
653	vik_mountain_hall_5	iri_great_hall_1
654	vik_mountain_hall_5	iri_great_hall_2
655	vik_mountain_hall_5	iri_great_hall_3
656	vik_mountain_hall_5	iri_great_hall_4
657	vik_mountain_hall_5	iri_great_hall_5
658	vik_offas_hall_1	iri_great_hall_1
659	vik_offas_hall_2	iri_great_hall_1
660	vik_offas_hall_2	iri_great_hall_2
661	vik_offas_hall_3	iri_great_hall_1
662	vik_offas_hall_3	iri_great_hall_2
663	vik_offas_hall_3	iri_great_hall_3
664	vik_offas_hall_4	iri_great_hall_1
665	vik_offas_hall_4	iri_great_hall_2
666	vik_offas_hall_4	iri_great_hall_3
667	vik_offas_hall_4	iri_great_hall_4
668	vik_offas_hall_5	iri_great_hall_1
669	vik_offas_hall_5	iri_great_hall_2
670	vik_offas_hall_5	iri_great_hall_3
671	vik_offas_hall_5	iri_great_hall_4
672	vik_offas_hall_5	iri_great_hall_5
673	vik_rock_caisil_1	iri_great_hall_1
674	vik_rock_caisil_2	iri_great_hall_1
675	vik_rock_caisil_2	iri_great_hall_2
676	vik_rock_caisil_3	iri_great_hall_1
677	vik_rock_caisil_3	iri_great_hall_2
678	vik_rock_caisil_3	iri_great_hall_3
679	vik_rock_caisil_4	iri_great_hall_1
680	vik_rock_caisil_4	iri_great_hall_2
681	vik_rock_caisil_4	iri_great_hall_3
682	vik_rock_caisil_4	iri_great_hall_4
683	vik_rock_caisil_5	iri_great_hall_1
684	vik_rock_caisil_5	iri_great_hall_2
685	vik_rock_caisil_5	iri_great_hall_3
686	vik_rock_caisil_5	iri_great_hall_4
687	vik_rock_caisil_5	iri_hero
688	vik_st_ciaran_1	iri_great_hall_1
689	vik_st_ciaran_2	iri_great_hall_1
690	vik_st_ciaran_2	iri_great_hall_2
691	vik_st_ciaran_3	iri_great_hall_1
692	vik_st_ciaran_3	iri_great_hall_2
693	vik_st_ciaran_3	iri_great_hall_3
694	vik_st_ciaran_4	iri_great_hall_1
695	vik_st_ciaran_4	iri_great_hall_2
696	vik_st_ciaran_4	iri_great_hall_3
697	vik_st_ciaran_4	iri_great_hall_4
698	vik_st_ciaran_5	iri_great_hall_1
699	vik_st_ciaran_5	iri_great_hall_2
700	vik_st_ciaran_5	iri_great_hall_3
701	vik_st_ciaran_5	iri_great_hall_4
702	vik_st_ciaran_5	iri_great_hall_5
703	vik_st_columbe_1	iri_great_hall_1
704	vik_st_columbe_2	iri_great_hall_1
705	vik_st_columbe_2	iri_great_hall_2
706	vik_st_columbe_3	iri_great_hall_1
707	vik_st_columbe_3	iri_great_hall_2
708	vik_st_columbe_3	iri_great_hall_3
709	vik_st_columbe_4	iri_great_hall_1
710	vik_st_columbe_4	iri_great_hall_2
711	vik_st_columbe_4	iri_great_hall_3
712	vik_st_columbe_4	iri_great_hall_4
713	vik_st_columbe_5	iri_great_hall_1
714	vik_st_columbe_5	iri_great_hall_2
715	vik_st_columbe_5	iri_great_hall_3
716	vik_st_columbe_5	iri_great_hall_4
717	vik_st_columbe_5	iri_great_hall_5
718	vik_st_patraic_1	iri_great_hall_1
719	vik_st_patraic_2	iri_great_hall_1
720	vik_st_patraic_2	iri_great_hall_2
721	vik_st_patraic_3	iri_great_hall_1
722	vik_st_patraic_3	iri_great_hall_2
723	vik_st_patraic_3	iri_great_hall_3
724	vik_st_patraic_4	iri_great_hall_1
725	vik_st_patraic_4	iri_great_hall_2
726	vik_st_patraic_4	iri_great_hall_3
727	vik_st_patraic_4	iri_great_hall_4
728	vik_st_patraic_5	iri_great_hall_1
729	vik_st_patraic_5	iri_great_hall_2
730	vik_st_patraic_5	iri_great_hall_3
731	vik_st_patraic_5	iri_great_hall_4
732	vik_st_patraic_5	iri_great_hall_5
733	vik_achad_bo_1	sco_great_hall_1
734	vik_achad_bo_2	sco_great_hall_1
735	vik_achad_bo_2	sco_great_hall_2
736	vik_achad_bo_3	sco_great_hall_1
737	vik_achad_bo_3	sco_great_hall_2
738	vik_achad_bo_3	sco_great_hall_3
739	vik_achad_bo_4	sco_great_hall_1
740	vik_achad_bo_4	sco_great_hall_2
741	vik_achad_bo_4	sco_great_hall_3
742	vik_achad_bo_4	sco_great_hall_4
743	vik_achad_bo_5	sco_great_hall_1
744	vik_achad_bo_5	sco_great_hall_2
745	vik_achad_bo_5	sco_great_hall_3
746	vik_achad_bo_5	sco_great_hall_4
747	vik_achad_bo_5	sco_great_hall_5
748	vik_garrison_1	sco_garr_1
749	vik_garrison_2	sco_garr_1
750	vik_garrison_2	sco_garr_2
751	vik_great_hall_1	sco_great_hall_1
752	vik_great_hall_2	sco_great_hall_1
753	vik_great_hall_2	sco_great_hall_2
754	vik_great_hall_3	sco_great_hall_1
755	vik_great_hall_3	sco_great_hall_2
756	vik_great_hall_3	sco_great_hall_3
757	vik_great_hall_4	sco_great_hall_1
758	vik_great_hall_4	sco_great_hall_2
759	vik_great_hall_4	sco_great_hall_3
760	vik_great_hall_4	sco_great_hall_4
761	vik_great_hall_5	sco_great_hall_1
762	vik_great_hall_5	sco_great_hall_2
763	vik_great_hall_5	sco_great_hall_3
764	vik_great_hall_5	sco_great_hall_4
765	vik_great_hall_5	sco_great_hall_5
766	vik_grianan_ailech_1	sco_great_hall_1
767	vik_grianan_ailech_2	sco_great_hall_1
768	vik_grianan_ailech_2	sco_great_hall_2
769	vik_grianan_ailech_3	sco_great_hall_1
770	vik_grianan_ailech_3	sco_great_hall_2
771	vik_grianan_ailech_3	sco_great_hall_3
772	vik_grianan_ailech_4	sco_great_hall_1
773	vik_grianan_ailech_4	sco_great_hall_2
774	vik_grianan_ailech_4	sco_great_hall_3
775	vik_grianan_ailech_4	sco_great_hall_4
776	vik_grianan_ailech_5	sco_great_hall_1
777	vik_grianan_ailech_5	sco_great_hall_2
778	vik_grianan_ailech_5	sco_great_hall_3
779	vik_grianan_ailech_5	sco_great_hall_4
780	vik_grianan_ailech_5	sco_great_hall_5
781	vik_longphort_1	sco_great_hall_1
782	vik_longphort_2	sco_great_hall_1
783	vik_longphort_2	sco_great_hall_2
784	vik_longphort_3	sco_great_hall_1
785	vik_longphort_3	sco_great_hall_2
786	vik_longphort_3	sco_great_hall_3
787	vik_longphort_4	sco_great_hall_1
788	vik_longphort_4	sco_great_hall_2
789	vik_longphort_4	sco_great_hall_3
790	vik_longphort_4	sco_great_hall_4
791	vik_longphort_5	sco_great_hall_1
792	vik_longphort_5	sco_great_hall_2
793	vik_longphort_5	sco_great_hall_3
794	vik_longphort_5	sco_great_hall_4
795	vik_longphort_5	sco_great_hall_5
796	vik_market_1	sco_great_hall_1
797	vik_market_2	sco_great_hall_1
798	vik_market_2	sco_great_hall_2
799	vik_market_3	sco_great_hall_1
800	vik_market_3	sco_great_hall_2
801	vik_market_3	sco_great_hall_3
802	vik_market_4	sco_great_hall_1
803	vik_market_4	sco_great_hall_2
804	vik_market_4	sco_great_hall_3
805	vik_market_4	sco_great_hall_4
806	vik_market_5	sco_great_hall_1
807	vik_market_5	sco_great_hall_2
808	vik_market_5	sco_great_hall_3
809	vik_market_5	sco_great_hall_4
810	vik_market_5	sco_great_hall_5
811	vik_monastery_1	sco_great_hall_1
812	vik_monastery_2	sco_great_hall_1
813	vik_monastery_2	sco_great_hall_2
814	vik_monastery_3	sco_great_hall_1
815	vik_monastery_3	sco_great_hall_2
816	vik_monastery_3	sco_great_hall_3
817	vik_monastery_4	sco_great_hall_1
818	vik_monastery_4	sco_great_hall_2
819	vik_monastery_4	sco_great_hall_3
820	vik_monastery_4	sco_great_hall_4
821	vik_monastery_5	sco_great_hall_1
822	vik_monastery_5	sco_great_hall_2
823	vik_monastery_5	sco_great_hall_3
824	vik_monastery_5	sco_great_hall_4
825	vik_monastery_5	sco_great_hall_5
826	vik_mountain_hall_1	sco_great_hall_1
827	vik_mountain_hall_2	sco_great_hall_1
828	vik_mountain_hall_2	sco_great_hall_2
829	vik_mountain_hall_3	sco_great_hall_1
830	vik_mountain_hall_3	sco_great_hall_2
831	vik_mountain_hall_3	sco_great_hall_3
832	vik_mountain_hall_4	sco_great_hall_1
833	vik_mountain_hall_4	sco_great_hall_2
834	vik_mountain_hall_4	sco_great_hall_3
835	vik_mountain_hall_4	sco_great_hall_4
836	vik_mountain_hall_5	sco_great_hall_1
837	vik_mountain_hall_5	sco_great_hall_2
838	vik_mountain_hall_5	sco_great_hall_3
839	vik_mountain_hall_5	sco_great_hall_4
840	vik_mountain_hall_5	sco_hero
841	vik_offas_hall_1	sco_great_hall_1
842	vik_offas_hall_2	sco_great_hall_1
843	vik_offas_hall_2	sco_great_hall_2
844	vik_offas_hall_3	sco_great_hall_1
845	vik_offas_hall_3	sco_great_hall_2
846	vik_offas_hall_3	sco_great_hall_3
847	vik_offas_hall_4	sco_great_hall_1
848	vik_offas_hall_4	sco_great_hall_2
849	vik_offas_hall_4	sco_great_hall_3
850	vik_offas_hall_4	sco_great_hall_4
851	vik_offas_hall_5	sco_great_hall_1
852	vik_offas_hall_5	sco_great_hall_2
853	vik_offas_hall_5	sco_great_hall_3
854	vik_offas_hall_5	sco_great_hall_4
855	vik_offas_hall_5	sco_great_hall_5
856	vik_rock_caisil_1	sco_great_hall_1
857	vik_rock_caisil_2	sco_great_hall_1
858	vik_rock_caisil_2	sco_great_hall_2
859	vik_rock_caisil_3	sco_great_hall_1
860	vik_rock_caisil_3	sco_great_hall_2
861	vik_rock_caisil_3	sco_great_hall_3
862	vik_rock_caisil_4	sco_great_hall_1
863	vik_rock_caisil_4	sco_great_hall_2
864	vik_rock_caisil_4	sco_great_hall_3
865	vik_rock_caisil_4	sco_great_hall_4
866	vik_rock_caisil_5	sco_great_hall_1
867	vik_rock_caisil_5	sco_great_hall_2
868	vik_rock_caisil_5	sco_great_hall_3
869	vik_rock_caisil_5	sco_great_hall_4
870	vik_rock_caisil_5	sco_great_hall_5
871	vik_st_ciaran_1	sco_great_hall_1
872	vik_st_ciaran_2	sco_great_hall_1
873	vik_st_ciaran_2	sco_great_hall_2
874	vik_st_ciaran_3	sco_great_hall_1
875	vik_st_ciaran_3	sco_great_hall_2
876	vik_st_ciaran_3	sco_great_hall_3
877	vik_st_ciaran_4	sco_great_hall_1
878	vik_st_ciaran_4	sco_great_hall_2
879	vik_st_ciaran_4	sco_great_hall_3
880	vik_st_ciaran_4	sco_great_hall_4
881	vik_st_ciaran_5	sco_great_hall_1
882	vik_st_ciaran_5	sco_great_hall_2
883	vik_st_ciaran_5	sco_great_hall_3
884	vik_st_ciaran_5	sco_great_hall_4
885	vik_st_ciaran_5	sco_great_hall_5
886	vik_st_columbe_1	sco_great_hall_1
887	vik_st_columbe_2	sco_great_hall_1
888	vik_st_columbe_2	sco_great_hall_2
889	vik_st_columbe_3	sco_great_hall_1
890	vik_st_columbe_3	sco_great_hall_2
891	vik_st_columbe_3	sco_great_hall_3
892	vik_st_columbe_4	sco_great_hall_1
893	vik_st_columbe_4	sco_great_hall_2
894	vik_st_columbe_4	sco_great_hall_3
895	vik_st_columbe_4	sco_great_hall_4
896	vik_st_columbe_5	sco_great_hall_1
897	vik_st_columbe_5	sco_great_hall_2
898	vik_st_columbe_5	sco_great_hall_3
899	vik_st_columbe_5	sco_great_hall_4
900	vik_st_columbe_5	sco_great_hall_5
901	vik_st_patraic_1	sco_great_hall_1
902	vik_st_patraic_2	sco_great_hall_1
903	vik_st_patraic_2	sco_great_hall_2
904	vik_st_patraic_3	sco_great_hall_1
905	vik_st_patraic_3	sco_great_hall_2
906	vik_st_patraic_3	sco_great_hall_3
907	vik_st_patraic_4	sco_great_hall_1
908	vik_st_patraic_4	sco_great_hall_2
909	vik_st_patraic_4	sco_great_hall_3
910	vik_st_patraic_4	sco_great_hall_4
911	vik_st_patraic_5	sco_great_hall_1
912	vik_st_patraic_5	sco_great_hall_2
913	vik_st_patraic_5	sco_great_hall_3
914	vik_st_patraic_5	sco_great_hall_4
915	vik_st_patraic_5	sco_great_hall_5
916	vik_achad_bo_1	nor_great_hall_1
917	vik_achad_bo_2	nor_great_hall_1
918	vik_achad_bo_2	nor_great_hall_2
919	vik_achad_bo_3	nor_great_hall_1
920	vik_achad_bo_3	nor_great_hall_2
921	vik_achad_bo_3	nor_great_hall_3
922	vik_achad_bo_4	nor_great_hall_1
923	vik_achad_bo_4	nor_great_hall_2
924	vik_achad_bo_4	nor_great_hall_3
925	vik_achad_bo_4	nor_great_hall_4
926	vik_achad_bo_5	nor_great_hall_1
927	vik_achad_bo_5	nor_great_hall_2
928	vik_achad_bo_5	nor_great_hall_3
929	vik_achad_bo_5	nor_great_hall_4
930	vik_achad_bo_5	nor_great_hall_5
931	vik_garrison_1	nor_garr_1
932	vik_garrison_2	nor_garr_1
933	vik_garrison_2	nor_garr_2
934	vik_great_hall_1	nor_great_hall_1
935	vik_great_hall_2	nor_great_hall_1
936	vik_great_hall_2	nor_great_hall_2
937	vik_great_hall_3	nor_great_hall_1
938	vik_great_hall_3	nor_great_hall_2
939	vik_great_hall_3	nor_great_hall_3
940	vik_great_hall_4	nor_great_hall_1
941	vik_great_hall_4	nor_great_hall_2
942	vik_great_hall_4	nor_great_hall_3
943	vik_great_hall_4	nor_great_hall_4
944	vik_great_hall_5	nor_great_hall_1
945	vik_great_hall_5	nor_great_hall_2
946	vik_great_hall_5	nor_great_hall_3
947	vik_great_hall_5	nor_great_hall_4
948	vik_great_hall_5	nor_great_hall_5
949	vik_grianan_ailech_1	nor_great_hall_1
950	vik_grianan_ailech_2	nor_great_hall_1
951	vik_grianan_ailech_2	nor_great_hall_2
952	vik_grianan_ailech_3	nor_great_hall_1
953	vik_grianan_ailech_3	nor_great_hall_2
954	vik_grianan_ailech_3	nor_great_hall_3
955	vik_grianan_ailech_4	nor_great_hall_1
956	vik_grianan_ailech_4	nor_great_hall_2
957	vik_grianan_ailech_4	nor_great_hall_3
958	vik_grianan_ailech_4	nor_great_hall_4
959	vik_grianan_ailech_5	nor_great_hall_1
960	vik_grianan_ailech_5	nor_great_hall_2
961	vik_grianan_ailech_5	nor_great_hall_3
962	vik_grianan_ailech_5	nor_great_hall_4
963	vik_grianan_ailech_5	nor_great_hall_5
964	vik_longphort_1	nor_great_hall_1
965	vik_longphort_2	nor_great_hall_1
966	vik_longphort_2	nor_great_hall_2
967	vik_longphort_3	nor_great_hall_1
968	vik_longphort_3	nor_great_hall_2
969	vik_longphort_3	nor_great_hall_3
970	vik_longphort_4	nor_great_hall_1
971	vik_longphort_4	nor_great_hall_2
972	vik_longphort_4	nor_great_hall_3
973	vik_longphort_4	nor_great_hall_4
974	vik_longphort_5	nor_great_hall_1
975	vik_longphort_5	nor_great_hall_2
976	vik_longphort_5	nor_great_hall_3
977	vik_longphort_5	nor_great_hall_4
978	vik_longphort_5	nor_great_hall_5
979	vik_market_1	nor_great_hall_1
980	vik_market_2	nor_great_hall_1
981	vik_market_2	nor_great_hall_2
982	vik_market_3	nor_great_hall_1
983	vik_market_3	nor_great_hall_2
984	vik_market_3	nor_great_hall_3
985	vik_market_4	nor_great_hall_1
986	vik_market_4	nor_great_hall_2
987	vik_market_4	nor_great_hall_3
988	vik_market_4	nor_great_hall_4
989	vik_market_5	nor_great_hall_1
990	vik_market_5	nor_great_hall_2
991	vik_market_5	nor_great_hall_3
992	vik_market_5	nor_great_hall_4
993	vik_market_5	nor_great_hall_5
994	vik_monastery_1	nor_great_hall_1
995	vik_monastery_2	nor_great_hall_1
996	vik_monastery_2	nor_great_hall_2
997	vik_monastery_3	nor_great_hall_1
998	vik_monastery_3	nor_great_hall_2
999	vik_monastery_3	nor_great_hall_3
1000	vik_monastery_4	nor_great_hall_1
1001	vik_monastery_4	nor_great_hall_2
1002	vik_monastery_4	nor_great_hall_3
1003	vik_monastery_4	nor_great_hall_4
1004	vik_monastery_5	nor_great_hall_1
1005	vik_monastery_5	nor_great_hall_2
1006	vik_monastery_5	nor_great_hall_3
1007	vik_monastery_5	nor_great_hall_4
1008	vik_monastery_5	nor_great_hall_5
1009	vik_mountain_hall_1	nor_great_hall_1
1010	vik_mountain_hall_2	nor_great_hall_1
1011	vik_mountain_hall_2	nor_great_hall_2
1012	vik_mountain_hall_3	nor_great_hall_1
1013	vik_mountain_hall_3	nor_great_hall_2
1014	vik_mountain_hall_3	nor_great_hall_3
1015	vik_mountain_hall_4	nor_great_hall_1
1016	vik_mountain_hall_4	nor_great_hall_2
1017	vik_mountain_hall_4	nor_great_hall_3
1018	vik_mountain_hall_4	nor_great_hall_4
1019	vik_mountain_hall_5	nor_great_hall_1
1020	vik_mountain_hall_5	nor_great_hall_2
1021	vik_mountain_hall_5	nor_great_hall_3
1022	vik_mountain_hall_5	nor_great_hall_4
1023	vik_mountain_hall_5	nor_great_hall_5
1024	vik_offas_hall_1	nor_great_hall_1
1025	vik_offas_hall_2	nor_great_hall_1
1026	vik_offas_hall_2	nor_great_hall_2
1027	vik_offas_hall_3	nor_great_hall_1
1028	vik_offas_hall_3	nor_great_hall_2
1029	vik_offas_hall_3	nor_great_hall_3
1030	vik_offas_hall_4	nor_great_hall_1
1031	vik_offas_hall_4	nor_great_hall_2
1032	vik_offas_hall_4	nor_great_hall_3
1033	vik_offas_hall_4	nor_great_hall_4
1034	vik_offas_hall_5	nor_great_hall_1
1035	vik_offas_hall_5	nor_great_hall_2
1036	vik_offas_hall_5	nor_great_hall_3
1037	vik_offas_hall_5	nor_great_hall_4
1038	vik_offas_hall_5	nor_great_hall_5
1039	vik_rock_caisil_1	nor_great_hall_1
1040	vik_rock_caisil_2	nor_great_hall_1
1041	vik_rock_caisil_2	nor_great_hall_2
1042	vik_rock_caisil_3	nor_great_hall_1
1043	vik_rock_caisil_3	nor_great_hall_2
1044	vik_rock_caisil_3	nor_great_hall_3
1045	vik_rock_caisil_4	nor_great_hall_1
1046	vik_rock_caisil_4	nor_great_hall_2
1047	vik_rock_caisil_4	nor_great_hall_3
1048	vik_rock_caisil_4	nor_great_hall_4
1049	vik_rock_caisil_5	nor_great_hall_1
1050	vik_rock_caisil_5	nor_great_hall_2
1051	vik_rock_caisil_5	nor_great_hall_3
1052	vik_rock_caisil_5	nor_great_hall_4
1053	vik_rock_caisil_5	nor_great_hall_5
1054	vik_st_ciaran_1	nor_great_hall_1
1055	vik_st_ciaran_2	nor_great_hall_1
1056	vik_st_ciaran_2	nor_great_hall_2
1057	vik_st_ciaran_3	nor_great_hall_1
1058	vik_st_ciaran_3	nor_great_hall_2
1059	vik_st_ciaran_3	nor_great_hall_3
1060	vik_st_ciaran_4	nor_great_hall_1
1061	vik_st_ciaran_4	nor_great_hall_2
1062	vik_st_ciaran_4	nor_great_hall_3
1063	vik_st_ciaran_4	nor_great_hall_4
1064	vik_st_ciaran_5	nor_great_hall_1
1065	vik_st_ciaran_5	nor_great_hall_2
1066	vik_st_ciaran_5	nor_great_hall_3
1067	vik_st_ciaran_5	nor_great_hall_4
1068	vik_st_ciaran_5	nor_great_hall_5
1069	vik_st_columbe_1	nor_great_hall_1
1070	vik_st_columbe_2	nor_great_hall_1
1071	vik_st_columbe_2	nor_great_hall_2
1072	vik_st_columbe_3	nor_great_hall_1
1073	vik_st_columbe_3	nor_great_hall_2
1074	vik_st_columbe_3	nor_great_hall_3
1075	vik_st_columbe_4	nor_great_hall_1
1076	vik_st_columbe_4	nor_great_hall_2
1077	vik_st_columbe_4	nor_great_hall_3
1078	vik_st_columbe_4	nor_great_hall_4
1079	vik_st_columbe_5	nor_great_hall_1
1080	vik_st_columbe_5	nor_great_hall_2
1081	vik_st_columbe_5	nor_great_hall_3
1082	vik_st_columbe_5	nor_great_hall_4
1083	vik_st_columbe_5	nor_great_hall_5
1084	vik_st_patraic_1	nor_great_hall_1
1085	vik_st_patraic_2	nor_great_hall_1
1086	vik_st_patraic_2	nor_great_hall_2
1087	vik_st_patraic_3	nor_great_hall_1
1088	vik_st_patraic_3	nor_great_hall_2
1089	vik_st_patraic_3	nor_great_hall_3
1090	vik_st_patraic_4	nor_great_hall_1
1091	vik_st_patraic_4	nor_great_hall_2
1092	vik_st_patraic_4	nor_great_hall_3
1093	vik_st_patraic_4	nor_great_hall_4
1094	vik_st_patraic_5	nor_great_hall_1
1095	vik_st_patraic_5	nor_great_hall_2
1096	vik_st_patraic_5	nor_great_hall_3
1097	vik_st_patraic_5	nor_great_hall_4
1098	vik_st_patraic_5	nor_great_hall_5
1099	vik_achad_bo_1	bandit_great_hall_1
1100	vik_achad_bo_2	bandit_great_hall_1
1101	vik_achad_bo_2	bandit_great_hall_2
1102	vik_achad_bo_3	bandit_great_hall_1
1103	vik_achad_bo_3	bandit_great_hall_2
1104	vik_achad_bo_3	bandit_great_hall_3
1105	vik_achad_bo_4	bandit_great_hall_1
1106	vik_achad_bo_4	bandit_great_hall_2
1107	vik_achad_bo_4	bandit_great_hall_3
1108	vik_achad_bo_4	bandit_great_hall_4
1109	vik_achad_bo_5	bandit_great_hall_1
1110	vik_achad_bo_5	bandit_great_hall_2
1111	vik_achad_bo_5	bandit_great_hall_3
1112	vik_achad_bo_5	bandit_great_hall_4
1113	vik_achad_bo_5	bandit_great_hall_5
1114	vik_garrison_1	bandit_garr_1
1115	vik_garrison_2	bandit_garr_1
1116	vik_garrison_2	bandit_garr_2
1117	vik_great_hall_1	bandit_great_hall_1
1118	vik_great_hall_2	bandit_great_hall_1
1119	vik_great_hall_2	bandit_great_hall_2
1120	vik_great_hall_3	bandit_great_hall_1
1121	vik_great_hall_3	bandit_great_hall_2
1122	vik_great_hall_3	bandit_great_hall_3
1123	vik_great_hall_4	bandit_great_hall_1
1124	vik_great_hall_4	bandit_great_hall_2
1125	vik_great_hall_4	bandit_great_hall_3
1126	vik_great_hall_4	bandit_great_hall_4
1127	vik_great_hall_5	bandit_great_hall_1
1128	vik_great_hall_5	bandit_great_hall_2
1129	vik_great_hall_5	bandit_great_hall_3
1130	vik_great_hall_5	bandit_great_hall_4
1131	vik_great_hall_5	bandit_great_hall_5
1132	vik_grianan_ailech_1	bandit_great_hall_1
1133	vik_grianan_ailech_2	bandit_great_hall_1
1134	vik_grianan_ailech_2	bandit_great_hall_2
1135	vik_grianan_ailech_3	bandit_great_hall_1
1136	vik_grianan_ailech_3	bandit_great_hall_2
1137	vik_grianan_ailech_3	bandit_great_hall_3
1138	vik_grianan_ailech_4	bandit_great_hall_1
1139	vik_grianan_ailech_4	bandit_great_hall_2
1140	vik_grianan_ailech_4	bandit_great_hall_3
1141	vik_grianan_ailech_4	bandit_great_hall_4
1142	vik_grianan_ailech_5	bandit_great_hall_1
1143	vik_grianan_ailech_5	bandit_great_hall_2
1144	vik_grianan_ailech_5	bandit_great_hall_3
1145	vik_grianan_ailech_5	bandit_great_hall_4
1146	vik_grianan_ailech_5	bandit_great_hall_5
1147	vik_longphort_1	bandit_great_hall_1
1148	vik_longphort_2	bandit_great_hall_1
1149	vik_longphort_2	bandit_great_hall_2
1150	vik_longphort_3	bandit_great_hall_1
1151	vik_longphort_3	bandit_great_hall_2
1152	vik_longphort_3	bandit_great_hall_3
1153	vik_longphort_4	bandit_great_hall_1
1154	vik_longphort_4	bandit_great_hall_2
1155	vik_longphort_4	bandit_great_hall_3
1156	vik_longphort_4	bandit_great_hall_4
1157	vik_longphort_5	bandit_great_hall_1
1158	vik_longphort_5	bandit_great_hall_2
1159	vik_longphort_5	bandit_great_hall_3
1160	vik_longphort_5	bandit_great_hall_4
1161	vik_longphort_5	bandit_great_hall_5
1162	vik_market_1	bandit_great_hall_1
1163	vik_market_2	bandit_great_hall_1
1164	vik_market_2	bandit_great_hall_2
1165	vik_market_3	bandit_great_hall_1
1166	vik_market_3	bandit_great_hall_2
1167	vik_market_3	bandit_great_hall_3
1168	vik_market_4	bandit_great_hall_1
1169	vik_market_4	bandit_great_hall_2
1170	vik_market_4	bandit_great_hall_3
1171	vik_market_4	bandit_great_hall_4
1172	vik_market_5	bandit_great_hall_1
1173	vik_market_5	bandit_great_hall_2
1174	vik_market_5	bandit_great_hall_3
1175	vik_market_5	bandit_great_hall_4
1176	vik_market_5	bandit_great_hall_5
1177	vik_monastery_1	bandit_great_hall_1
1178	vik_monastery_2	bandit_great_hall_1
1179	vik_monastery_2	bandit_great_hall_2
1180	vik_monastery_3	bandit_great_hall_1
1181	vik_monastery_3	bandit_great_hall_2
1182	vik_monastery_3	bandit_great_hall_3
1183	vik_monastery_4	bandit_great_hall_1
1184	vik_monastery_4	bandit_great_hall_2
1185	vik_monastery_4	bandit_great_hall_3
1186	vik_monastery_4	bandit_great_hall_4
1187	vik_monastery_5	bandit_great_hall_1
1188	vik_monastery_5	bandit_great_hall_2
1189	vik_monastery_5	bandit_great_hall_3
1190	vik_monastery_5	bandit_great_hall_4
1191	vik_monastery_5	bandit_great_hall_5
1192	vik_mountain_hall_1	bandit_great_hall_1
1193	vik_mountain_hall_2	bandit_great_hall_1
1194	vik_mountain_hall_2	bandit_great_hall_2
1195	vik_mountain_hall_3	bandit_great_hall_1
1196	vik_mountain_hall_3	bandit_great_hall_2
1197	vik_mountain_hall_3	bandit_great_hall_3
1198	vik_mountain_hall_4	bandit_great_hall_1
1199	vik_mountain_hall_4	bandit_great_hall_2
1200	vik_mountain_hall_4	bandit_great_hall_3
1201	vik_mountain_hall_4	bandit_great_hall_4
1202	vik_mountain_hall_5	bandit_great_hall_1
1203	vik_mountain_hall_5	bandit_great_hall_2
1204	vik_mountain_hall_5	bandit_great_hall_3
1205	vik_mountain_hall_5	bandit_great_hall_4
1206	vik_mountain_hall_5	bandit_great_hall_5
1207	vik_offas_hall_1	bandit_great_hall_1
1208	vik_offas_hall_2	bandit_great_hall_1
1209	vik_offas_hall_2	bandit_great_hall_2
1210	vik_offas_hall_3	bandit_great_hall_1
1211	vik_offas_hall_3	bandit_great_hall_2
1212	vik_offas_hall_3	bandit_great_hall_3
1213	vik_offas_hall_4	bandit_great_hall_1
1214	vik_offas_hall_4	bandit_great_hall_2
1215	vik_offas_hall_4	bandit_great_hall_3
