key	generate	localised_description	localised_title	ui_icon	ui_image	prioritized	event_category
sw_foreign_settlers_drive_out_vik_reg_wintanceaster	false	We have taken control of this settlement{x} but a large number of foreigners are within its walls. Some of our advisors think they are dangerous and should be pushed from our lands.	Foreign Settlers in Wintanceaster	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_aberffro	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Aberffro	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_aberteifi	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Aberteifi	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_achadh_bo	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Achadh Bo	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_aethelingaeg	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Aethelingaeg	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_airchardan	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Airchardan	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_bebbanburg	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Bebbanburg	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_blascona	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Blascona	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_bornais	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Bornais	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_cair_gwent	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Cair Gwent	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_caisil	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Caisil	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_cantwaraburg	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Cantwaraburg	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_carleol	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Carleol	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_casteltoun	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Casteltoun	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_cathair_commain	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Cathair Commain	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_ceaster	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Ceaster	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_cetretha	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Cetretha	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_cippanhamm	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Cippanhamm	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_colneceaster	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Colneceaster	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_corcach	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Corcach	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_dinefwr	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Dinefwr	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_doreceaster	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Doreceaster	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_druim_da_ethiar	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Druim da Ethiar	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_dun_att	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Dun Att	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_dun_foither	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Dun Foither	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_dun_patraic	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Dun Patraic	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_dun_sebuirgi	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Dun Sebuirgi	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_dyflin	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Dyflin	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_eidenburg	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Eidenburg	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_eoferwic	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Jórvík	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_exanceaster	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Exanceaster	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_gleawceaster	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Gleawceaster	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_grantabrycg	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Grantabrycg	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_grianan_aileach	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Grianan Aileach	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_guvan	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Guvan	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_haestingas	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Haestingas	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_hlymrekr	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Hlymrekr	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_inis_faithlenn	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Inis Faithlenn	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_ioua	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Ioua	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_lindcylne	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Lindcylne	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_loidis	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Loidis	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_lunden	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Lunden	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_mameceaster	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Mameceaster	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_nas	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Nas	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_northhamtun	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Northhamtun	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_northwic	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Northwic	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_rath_cruachan	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Rath Cruachan	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_rendlesham	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Rendlaesham	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_scoan	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Scoan	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_seolesigge	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Seolesigge	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_snotingaham	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Snotingaham	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_steanford	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Steanford	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_tamworthige	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Tamworthige	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_tintagol	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Tintagol	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_tor_in_duine	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Tor in Duine	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_vedrafjordr	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Vedrafjordr	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_veisafjordr	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Veisafjordr	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_waerincwicum	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Waerincwicum	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_werham	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Werham	message_generic_news.png	vik_event_countryside	true	Ybor
sw_foreign_settlers_drive_out_here_king_vik_reg_wintanceaster	false	As we take control of this settlement{x} we've found a substantial Danish population here. Should we use them to administrate over the city{x} favouring them over the English?	Danish Settlers in Wintanceaster	message_generic_news.png	vik_event_countryside	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_abberdeon	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Abberdeon	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_aebburcurnig	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Aebburcurnig	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_aelmham	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Aelmham	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_alclyt	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Alclyt	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_alt_clut	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Alt Clut	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_an_tinbhear_mor	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at An tinbhear Mor	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_aporcrosan	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Aporcrosan	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_ard_fert	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Ard Fert	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_ard_macha	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Ard Macha	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_ard_mor	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Ard Mor	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_ard_sratha	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Ard Sratha	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_ardach	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Ardach	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_axanbrycg	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Axanbrycg	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_balla	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Balla	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_basengas	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Basengas	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_bathanceaster	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Bathanceaster	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_bedanford	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Bedanford	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_beoferlic	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Beoferlic	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_bodmine	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Bodmine	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_brechin	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Brechin	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_brideport	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Brideport	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_brug	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Brug	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_buccingahamm	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Buccingahamm	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cair_mirddin	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cair Mirddin	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cair_segeint	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cair Segeint	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cairlinn	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cairlinn	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cathair_domnaill	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cathair Domnaill	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cell_alaid	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cell Alaid	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cell_cainning	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cell Cainning	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cell_daltain	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cell Daltain	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cell_maic_aeda	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cell maic Aeda	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cell_mor	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cell Mor	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_celmeresfort	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Celmeresfort	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cenannas	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cenannas	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cenn_rigmonid	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cenn Rigmonid	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cherchebi	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cherchebi	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cirenceaster	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cirenceaster	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cissanbyrig	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cissanbyrig	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_clocher	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Clocher	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cluain	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cluain	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cluain_eoais	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cluain Eoais	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cluain_iraird	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cluain Iraird	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cluain_mac_nois	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cluain Mac Nois	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cluain_mor	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cluain Mor	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cnodba	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cnodba	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_coinnire	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Coinnire	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_coldingaham	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Coldingaham	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_cridiatune	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Cridiatune	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_dacor	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Dacor	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_dear	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Dear	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_deoraby	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Deoraby	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_din_prys	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Din Prys	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_dinas_powis	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Dinas Powis	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_dofere	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Dofere	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_domuc	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Domuc	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_doneceaster	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Doneceaster	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_dor	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Dor	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_drayton	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Drayton	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_druim_collachair	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Druim Collachair	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_dugannu	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Dugannu	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_dun_aberte	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Dun Aberte	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_dun_beccan	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Dun Beccan	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_dun_blann	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Dun Blann	message_generic_news.png	vik_event_messenger_sent	true	Ybor
sw_gifts_region_to_ally_1_vik_reg_dun_cailden	false	We have recaptured a village belonging to one of our allies. We ought to return it to them.	Allied Land Taken at Dun Cailden	message_generic_news.png	vik_event_messenger_sent	true	Ybor
