id	incident_key	payload_key	value
27273597	sw_foreign_cows_vik_reg_haverfordia	TARGET	EVENT
27273598	sw_foreign_cows_vik_reg_haverfordia	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273599	sw_foreign_cows_vik_reg_hereford	sw_foreign_cows	DURATION[4];GLOBAL
27273600	sw_foreign_cows_vik_reg_hereford	TARGET	EVENT
27273601	sw_foreign_cows_vik_reg_hereford	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273602	sw_foreign_cows_vik_reg_herutford	sw_foreign_cows	DURATION[4];GLOBAL
27273603	sw_foreign_cows_vik_reg_herutford	TARGET	EVENT
27273604	sw_foreign_cows_vik_reg_herutford	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273605	sw_foreign_cows_vik_reg_heslerton	sw_foreign_cows	DURATION[4];GLOBAL
27273606	sw_foreign_cows_vik_reg_heslerton	TARGET	EVENT
27273607	sw_foreign_cows_vik_reg_heslerton	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273608	sw_foreign_cows_vik_reg_hripum	sw_foreign_cows	DURATION[4];GLOBAL
27273609	sw_foreign_cows_vik_reg_hripum	TARGET	EVENT
27273610	sw_foreign_cows_vik_reg_hripum	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273611	sw_foreign_cows_vik_reg_huntandun	sw_foreign_cows	DURATION[4];GLOBAL
27273612	sw_foreign_cows_vik_reg_huntandun	TARGET	EVENT
27273613	sw_foreign_cows_vik_reg_huntandun	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273614	sw_foreign_cows_vik_reg_hwitan_aerne	sw_foreign_cows	DURATION[4];GLOBAL
27273615	sw_foreign_cows_vik_reg_hwitan_aerne	TARGET	EVENT
27273616	sw_foreign_cows_vik_reg_hwitan_aerne	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273617	sw_foreign_cows_vik_reg_imblech_ibair	sw_foreign_cows	DURATION[4];GLOBAL
27273618	sw_foreign_cows_vik_reg_imblech_ibair	TARGET	EVENT
27273619	sw_foreign_cows_vik_reg_imblech_ibair	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273620	sw_foreign_cows_vik_reg_inber_nise	sw_foreign_cows	DURATION[4];GLOBAL
27273621	sw_foreign_cows_vik_reg_inber_nise	TARGET	EVENT
27273622	sw_foreign_cows_vik_reg_inber_nise	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273623	sw_foreign_cows_vik_reg_inis_cathaigh	sw_foreign_cows	DURATION[4];GLOBAL
27273624	sw_foreign_cows_vik_reg_inis_cathaigh	TARGET	EVENT
27273625	sw_foreign_cows_vik_reg_inis_cathaigh	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273626	sw_foreign_cows_vik_reg_inis_patraic	sw_foreign_cows	DURATION[4];GLOBAL
27273627	sw_foreign_cows_vik_reg_inis_patraic	TARGET	EVENT
27273628	sw_foreign_cows_vik_reg_inis_patraic	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273629	sw_foreign_cows_vik_reg_laewe	sw_foreign_cows	DURATION[4];GLOBAL
27273630	sw_foreign_cows_vik_reg_laewe	TARGET	EVENT
27273631	sw_foreign_cows_vik_reg_laewe	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273632	sw_foreign_cows_vik_reg_lann_afan	sw_foreign_cows	DURATION[4];GLOBAL
27273633	sw_foreign_cows_vik_reg_lann_afan	TARGET	EVENT
27273634	sw_foreign_cows_vik_reg_lann_afan	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273635	sw_foreign_cows_vik_reg_lann_cors	sw_foreign_cows	DURATION[4];GLOBAL
27273636	sw_foreign_cows_vik_reg_lann_cors	TARGET	EVENT
27273637	sw_foreign_cows_vik_reg_lann_cors	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273638	sw_foreign_cows_vik_reg_lann_dewi	sw_foreign_cows	DURATION[4];GLOBAL
27273639	sw_foreign_cows_vik_reg_lann_dewi	TARGET	EVENT
27273640	sw_foreign_cows_vik_reg_lann_dewi	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273641	sw_foreign_cows_vik_reg_lann_idloes	sw_foreign_cows	DURATION[4];GLOBAL
27273642	sw_foreign_cows_vik_reg_lann_idloes	TARGET	EVENT
27273643	sw_foreign_cows_vik_reg_lann_idloes	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273644	sw_foreign_cows_vik_reg_lann_ildut	sw_foreign_cows	DURATION[4];GLOBAL
27273645	sw_foreign_cows_vik_reg_lann_ildut	TARGET	EVENT
27273646	sw_foreign_cows_vik_reg_lann_ildut	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273647	sw_foreign_cows_vik_reg_lann_padarn	sw_foreign_cows	DURATION[4];GLOBAL
27273648	sw_foreign_cows_vik_reg_lann_padarn	TARGET	EVENT
27273649	sw_foreign_cows_vik_reg_lann_padarn	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273650	sw_foreign_cows_vik_reg_latharn	sw_foreign_cows	DURATION[4];GLOBAL
27273651	sw_foreign_cows_vik_reg_latharn	TARGET	EVENT
27273652	sw_foreign_cows_vik_reg_latharn	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273653	sw_foreign_cows_vik_reg_latharna	sw_foreign_cows	DURATION[4];GLOBAL
27273654	sw_foreign_cows_vik_reg_latharna	TARGET	EVENT
27273655	sw_foreign_cows_vik_reg_latharna	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273656	sw_foreign_cows_vik_reg_licetfelda	sw_foreign_cows	DURATION[4];GLOBAL
27273657	sw_foreign_cows_vik_reg_licetfelda	TARGET	EVENT
27273658	sw_foreign_cows_vik_reg_licetfelda	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273659	sw_foreign_cows_vik_reg_ligeraceaster	sw_foreign_cows	DURATION[4];GLOBAL
27273660	sw_foreign_cows_vik_reg_ligeraceaster	TARGET	EVENT
27273661	sw_foreign_cows_vik_reg_ligeraceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273662	sw_foreign_cows_vik_reg_linns	sw_foreign_cows	DURATION[4];GLOBAL
27273663	sw_foreign_cows_vik_reg_linns	TARGET	EVENT
27273664	sw_foreign_cows_vik_reg_linns	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273665	sw_foreign_cows_vik_reg_lis_mor	sw_foreign_cows	DURATION[4];GLOBAL
27273666	sw_foreign_cows_vik_reg_lis_mor	TARGET	EVENT
27273667	sw_foreign_cows_vik_reg_lis_mor	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273668	sw_foreign_cows_vik_reg_liwtune	sw_foreign_cows	DURATION[4];GLOBAL
27273669	sw_foreign_cows_vik_reg_liwtune	TARGET	EVENT
27273670	sw_foreign_cows_vik_reg_liwtune	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273671	sw_foreign_cows_vik_reg_loch_gabhair	sw_foreign_cows	DURATION[4];GLOBAL
27273672	sw_foreign_cows_vik_reg_loch_gabhair	TARGET	EVENT
27273673	sw_foreign_cows_vik_reg_loch_gabhair	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273674	sw_foreign_cows_vik_reg_loch_raich	sw_foreign_cows	DURATION[4];GLOBAL
27273675	sw_foreign_cows_vik_reg_loch_raich	TARGET	EVENT
27273676	sw_foreign_cows_vik_reg_loch_raich	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273677	sw_foreign_cows_vik_reg_lonceaster	sw_foreign_cows	DURATION[4];GLOBAL
27273678	sw_foreign_cows_vik_reg_lonceaster	TARGET	EVENT
27273679	sw_foreign_cows_vik_reg_lonceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273680	sw_foreign_cows_vik_reg_lude	sw_foreign_cows	DURATION[4];GLOBAL
27273681	sw_foreign_cows_vik_reg_lude	TARGET	EVENT
27273682	sw_foreign_cows_vik_reg_lude	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273683	sw_foreign_cows_vik_reg_maeldune	sw_foreign_cows	DURATION[4];GLOBAL
27273684	sw_foreign_cows_vik_reg_maeldune	TARGET	EVENT
27273685	sw_foreign_cows_vik_reg_maeldune	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273686	sw_foreign_cows_vik_reg_mailros	sw_foreign_cows	DURATION[4];GLOBAL
27273687	sw_foreign_cows_vik_reg_mailros	TARGET	EVENT
27273688	sw_foreign_cows_vik_reg_mailros	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273689	sw_foreign_cows_vik_reg_mathrafal	sw_foreign_cows	DURATION[4];GLOBAL
27273690	sw_foreign_cows_vik_reg_mathrafal	TARGET	EVENT
27273691	sw_foreign_cows_vik_reg_mathrafal	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273692	sw_foreign_cows_vik_reg_menevia	sw_foreign_cows	DURATION[4];GLOBAL
27273693	sw_foreign_cows_vik_reg_menevia	TARGET	EVENT
27273694	sw_foreign_cows_vik_reg_menevia	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273695	sw_foreign_cows_vik_reg_middeherst	sw_foreign_cows	DURATION[4];GLOBAL
27273696	sw_foreign_cows_vik_reg_middeherst	TARGET	EVENT
27273697	sw_foreign_cows_vik_reg_middeherst	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273698	sw_foreign_cows_vik_reg_moige_bile	sw_foreign_cows	DURATION[4];GLOBAL
27273699	sw_foreign_cows_vik_reg_moige_bile	TARGET	EVENT
27273700	sw_foreign_cows_vik_reg_moige_bile	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273701	sw_foreign_cows_vik_reg_na_seciri	sw_foreign_cows	DURATION[4];GLOBAL
27273702	sw_foreign_cows_vik_reg_na_seciri	TARGET	EVENT
27273703	sw_foreign_cows_vik_reg_na_seciri	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273704	sw_foreign_cows_vik_reg_nedd	sw_foreign_cows	DURATION[4];GLOBAL
27273705	sw_foreign_cows_vik_reg_nedd	TARGET	EVENT
27273706	sw_foreign_cows_vik_reg_nedd	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273707	sw_foreign_cows_vik_reg_oswaldestroe	sw_foreign_cows	DURATION[4];GLOBAL
27273708	sw_foreign_cows_vik_reg_oswaldestroe	TARGET	EVENT
27273709	sw_foreign_cows_vik_reg_oswaldestroe	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273710	sw_foreign_cows_vik_reg_otergimele	sw_foreign_cows	DURATION[4];GLOBAL
27273711	sw_foreign_cows_vik_reg_otergimele	TARGET	EVENT
27273712	sw_foreign_cows_vik_reg_otergimele	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273713	sw_foreign_cows_vik_reg_oxnaforda	sw_foreign_cows	DURATION[4];GLOBAL
27273714	sw_foreign_cows_vik_reg_oxnaforda	TARGET	EVENT
27273715	sw_foreign_cows_vik_reg_oxnaforda	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273716	sw_foreign_cows_vik_reg_pefenesea	sw_foreign_cows	DURATION[4];GLOBAL
27273717	sw_foreign_cows_vik_reg_pefenesea	TARGET	EVENT
27273718	sw_foreign_cows_vik_reg_pefenesea	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273719	sw_foreign_cows_vik_reg_poclintun	sw_foreign_cows	DURATION[4];GLOBAL
27273720	sw_foreign_cows_vik_reg_poclintun	TARGET	EVENT
27273721	sw_foreign_cows_vik_reg_poclintun	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273722	sw_foreign_cows_vik_reg_porteceaster	sw_foreign_cows	DURATION[4];GLOBAL
27273723	sw_foreign_cows_vik_reg_porteceaster	TARGET	EVENT
27273724	sw_foreign_cows_vik_reg_porteceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273725	sw_foreign_cows_vik_reg_rath_luraig	sw_foreign_cows	DURATION[4];GLOBAL
27273726	sw_foreign_cows_vik_reg_rath_luraig	TARGET	EVENT
27273727	sw_foreign_cows_vik_reg_rath_luraig	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273728	sw_foreign_cows_vik_reg_rinnin	sw_foreign_cows	DURATION[4];GLOBAL
27273729	sw_foreign_cows_vik_reg_rinnin	TARGET	EVENT
27273730	sw_foreign_cows_vik_reg_rinnin	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273731	sw_foreign_cows_vik_reg_rocheberie	sw_foreign_cows	DURATION[4];GLOBAL
27273732	sw_foreign_cows_vik_reg_rocheberie	TARGET	EVENT
27273733	sw_foreign_cows_vik_reg_rocheberie	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273734	sw_foreign_cows_vik_reg_rofeceaster	sw_foreign_cows	DURATION[4];GLOBAL
27273735	sw_foreign_cows_vik_reg_rofeceaster	TARGET	EVENT
27273736	sw_foreign_cows_vik_reg_rofeceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273737	sw_foreign_cows_vik_reg_ros	sw_foreign_cows	DURATION[4];GLOBAL
27273738	sw_foreign_cows_vik_reg_ros	TARGET	EVENT
27273739	sw_foreign_cows_vik_reg_ros	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273740	sw_foreign_cows_vik_reg_ros_ailithir	sw_foreign_cows	DURATION[4];GLOBAL
27273741	sw_foreign_cows_vik_reg_ros_ailithir	TARGET	EVENT
27273742	sw_foreign_cows_vik_reg_ros_ailithir	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273743	sw_foreign_cows_vik_reg_ros_cuissine	sw_foreign_cows	DURATION[4];GLOBAL
27273744	sw_foreign_cows_vik_reg_ros_cuissine	TARGET	EVENT
27273745	sw_foreign_cows_vik_reg_ros_cuissine	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273746	sw_foreign_cows_vik_reg_ros_maircind	sw_foreign_cows	DURATION[4];GLOBAL
27273747	sw_foreign_cows_vik_reg_ros_maircind	TARGET	EVENT
27273748	sw_foreign_cows_vik_reg_ros_maircind	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273749	sw_foreign_cows_vik_reg_rucestr	sw_foreign_cows	DURATION[4];GLOBAL
27273750	sw_foreign_cows_vik_reg_rucestr	TARGET	EVENT
27273751	sw_foreign_cows_vik_reg_rucestr	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273752	sw_foreign_cows_vik_reg_rudglann	sw_foreign_cows	DURATION[4];GLOBAL
27273753	sw_foreign_cows_vik_reg_rudglann	TARGET	EVENT
27273754	sw_foreign_cows_vik_reg_rudglann	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273755	sw_foreign_cows_vik_reg_saigher	sw_foreign_cows	DURATION[4];GLOBAL
27273756	sw_foreign_cows_vik_reg_saigher	TARGET	EVENT
27273757	sw_foreign_cows_vik_reg_saigher	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273758	sw_foreign_cows_vik_reg_sancte_albanes	sw_foreign_cows	DURATION[4];GLOBAL
27273759	sw_foreign_cows_vik_reg_sancte_albanes	TARGET	EVENT
27273760	sw_foreign_cows_vik_reg_sancte_albanes	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273761	sw_foreign_cows_vik_reg_sancte_eadmundes	sw_foreign_cows	DURATION[4];GLOBAL
27273762	sw_foreign_cows_vik_reg_sancte_eadmundes	TARGET	EVENT
27273763	sw_foreign_cows_vik_reg_sancte_eadmundes	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273764	sw_foreign_cows_vik_reg_sancte_germanes	sw_foreign_cows	DURATION[4];GLOBAL
27273765	sw_foreign_cows_vik_reg_sancte_germanes	TARGET	EVENT
27273766	sw_foreign_cows_vik_reg_sancte_germanes	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273767	sw_foreign_cows_vik_reg_sancte_ye	sw_foreign_cows	DURATION[4];GLOBAL
27273768	sw_foreign_cows_vik_reg_sancte_ye	TARGET	EVENT
27273769	sw_foreign_cows_vik_reg_sancte_ye	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273770	sw_foreign_cows_vik_reg_sceaftesburg	sw_foreign_cows	DURATION[4];GLOBAL
27273771	sw_foreign_cows_vik_reg_sceaftesburg	TARGET	EVENT
27273772	sw_foreign_cows_vik_reg_sceaftesburg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273773	sw_foreign_cows_vik_reg_scireburnan	sw_foreign_cows	DURATION[4];GLOBAL
27273774	sw_foreign_cows_vik_reg_scireburnan	TARGET	EVENT
27273775	sw_foreign_cows_vik_reg_scireburnan	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273776	sw_foreign_cows_vik_reg_sconnin	sw_foreign_cows	DURATION[4];GLOBAL
27273777	sw_foreign_cows_vik_reg_sconnin	TARGET	EVENT
27273778	sw_foreign_cows_vik_reg_sconnin	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273779	sw_foreign_cows_vik_reg_scrobbesburg	sw_foreign_cows	DURATION[4];GLOBAL
27273780	sw_foreign_cows_vik_reg_scrobbesburg	TARGET	EVENT
27273781	sw_foreign_cows_vik_reg_scrobbesburg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273782	sw_foreign_cows_vik_reg_sreth_belin	sw_foreign_cows	DURATION[4];GLOBAL
27273783	sw_foreign_cows_vik_reg_sreth_belin	TARGET	EVENT
27273784	sw_foreign_cows_vik_reg_sreth_belin	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273785	sw_foreign_cows_vik_reg_staefford	sw_foreign_cows	DURATION[4];GLOBAL
27273786	sw_foreign_cows_vik_reg_staefford	TARGET	EVENT
27273787	sw_foreign_cows_vik_reg_staefford	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273788	sw_foreign_cows_vik_reg_staeningum	sw_foreign_cows	DURATION[4];GLOBAL
27273789	sw_foreign_cows_vik_reg_staeningum	TARGET	EVENT
27273790	sw_foreign_cows_vik_reg_staeningum	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273791	sw_foreign_cows_vik_reg_stoc	sw_foreign_cows	DURATION[4];GLOBAL
27273792	sw_foreign_cows_vik_reg_stoc	TARGET	EVENT
27273793	sw_foreign_cows_vik_reg_stoc	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273794	sw_foreign_cows_vik_reg_stornochway	sw_foreign_cows	DURATION[4];GLOBAL
27273795	sw_foreign_cows_vik_reg_stornochway	TARGET	EVENT
27273796	sw_foreign_cows_vik_reg_stornochway	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273797	sw_foreign_cows_vik_reg_stutfall	sw_foreign_cows	DURATION[4];GLOBAL
27273798	sw_foreign_cows_vik_reg_stutfall	TARGET	EVENT
27273799	sw_foreign_cows_vik_reg_stutfall	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273800	sw_foreign_cows_vik_reg_suthhamtun	sw_foreign_cows	DURATION[4];GLOBAL
27273801	sw_foreign_cows_vik_reg_suthhamtun	TARGET	EVENT
27273802	sw_foreign_cows_vik_reg_suthhamtun	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273803	sw_foreign_cows_vik_reg_tanet	sw_foreign_cows	DURATION[4];GLOBAL
27273804	sw_foreign_cows_vik_reg_tanet	TARGET	EVENT
27273805	sw_foreign_cows_vik_reg_tanet	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273806	sw_foreign_cows_vik_reg_terra_incognita	sw_foreign_cows	DURATION[4];GLOBAL
27273807	sw_foreign_cows_vik_reg_terra_incognita	TARGET	EVENT
27273808	sw_foreign_cows_vik_reg_terra_incognita	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273809	sw_foreign_cows_vik_reg_theodford	sw_foreign_cows	DURATION[4];GLOBAL
27273810	sw_foreign_cows_vik_reg_theodford	TARGET	EVENT
27273811	sw_foreign_cows_vik_reg_theodford	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273812	sw_foreign_cows_vik_reg_thursa	sw_foreign_cows	DURATION[4];GLOBAL
27273813	sw_foreign_cows_vik_reg_thursa	TARGET	EVENT
27273814	sw_foreign_cows_vik_reg_thursa	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273815	sw_foreign_cows_vik_reg_tilaburg	sw_foreign_cows	DURATION[4];GLOBAL
27273816	sw_foreign_cows_vik_reg_tilaburg	TARGET	EVENT
27273817	sw_foreign_cows_vik_reg_tilaburg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273818	sw_foreign_cows_vik_reg_torfness	sw_foreign_cows	DURATION[4];GLOBAL
27273819	sw_foreign_cows_vik_reg_torfness	TARGET	EVENT
27273820	sw_foreign_cows_vik_reg_torfness	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273821	sw_foreign_cows_vik_reg_totanes	sw_foreign_cows	DURATION[4];GLOBAL
27273822	sw_foreign_cows_vik_reg_totanes	TARGET	EVENT
27273823	sw_foreign_cows_vik_reg_totanes	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273824	sw_foreign_cows_vik_reg_tuaim	sw_foreign_cows	DURATION[4];GLOBAL
27273825	sw_foreign_cows_vik_reg_tuaim	TARGET	EVENT
27273826	sw_foreign_cows_vik_reg_tuaim	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273827	sw_foreign_cows_vik_reg_tuam_greine	sw_foreign_cows	DURATION[4];GLOBAL
27273828	sw_foreign_cows_vik_reg_tuam_greine	TARGET	EVENT
27273829	sw_foreign_cows_vik_reg_tuam_greine	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273830	sw_foreign_cows_vik_reg_tureceseig	sw_foreign_cows	DURATION[4];GLOBAL
27273831	sw_foreign_cows_vik_reg_tureceseig	TARGET	EVENT
27273832	sw_foreign_cows_vik_reg_tureceseig	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273833	sw_foreign_cows_vik_reg_waecet	sw_foreign_cows	DURATION[4];GLOBAL
27273834	sw_foreign_cows_vik_reg_waecet	TARGET	EVENT
27273835	sw_foreign_cows_vik_reg_waecet	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273836	sw_foreign_cows_vik_reg_wigingamere	sw_foreign_cows	DURATION[4];GLOBAL
27273837	sw_foreign_cows_vik_reg_wigingamere	TARGET	EVENT
27273838	sw_foreign_cows_vik_reg_wigingamere	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273839	sw_foreign_cows_vik_reg_wigracestre	sw_foreign_cows	DURATION[4];GLOBAL
27273840	sw_foreign_cows_vik_reg_wigracestre	TARGET	EVENT
27273841	sw_foreign_cows_vik_reg_wigracestre	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273842	sw_foreign_cows_vik_reg_wiht	sw_foreign_cows	DURATION[4];GLOBAL
27273843	sw_foreign_cows_vik_reg_wiht	TARGET	EVENT
27273844	sw_foreign_cows_vik_reg_wiht	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273845	sw_foreign_cows_vik_reg_wiltun	sw_foreign_cows	DURATION[4];GLOBAL
27273846	sw_foreign_cows_vik_reg_wiltun	TARGET	EVENT
27273847	sw_foreign_cows_vik_reg_wiltun	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273848	sw_foreign_cows_vik_reg_wyrcesuuyrthe	sw_foreign_cows	DURATION[4];GLOBAL
27273849	sw_foreign_cows_vik_reg_wyrcesuuyrthe	TARGET	EVENT
27273850	sw_foreign_cows_vik_reg_wyrcesuuyrthe	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273851	sw_foreign_dead_wife_vik_reg_aberffro	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273852	sw_foreign_dead_wife_vik_reg_aberteifi	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273853	sw_foreign_dead_wife_vik_reg_achadh_bo	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273854	sw_foreign_dead_wife_vik_reg_aethelingaeg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273855	sw_foreign_dead_wife_vik_reg_airchardan	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273856	sw_foreign_dead_wife_vik_reg_bebbanburg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273857	sw_foreign_dead_wife_vik_reg_blascona	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273858	sw_foreign_dead_wife_vik_reg_bornais	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273859	sw_foreign_dead_wife_vik_reg_cair_gwent	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273860	sw_foreign_dead_wife_vik_reg_caisil	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273861	sw_foreign_dead_wife_vik_reg_cantwaraburg	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273862	sw_foreign_dead_wife_vik_reg_carleol	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273863	sw_foreign_dead_wife_vik_reg_casteltoun	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273864	sw_foreign_dead_wife_vik_reg_cathair_commain	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273865	sw_foreign_dead_wife_vik_reg_ceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273866	sw_foreign_dead_wife_vik_reg_cetretha	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273867	sw_foreign_dead_wife_vik_reg_cippanhamm	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273868	sw_foreign_dead_wife_vik_reg_colneceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273869	sw_foreign_dead_wife_vik_reg_corcach	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273870	sw_foreign_dead_wife_vik_reg_dinefwr	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273871	sw_foreign_dead_wife_vik_reg_doreceaster	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273872	sw_foreign_dead_wife_vik_reg_druim_da_ethiar	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273873	sw_foreign_dead_wife_vik_reg_dun_att	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
27273874	sw_foreign_dead_wife_vik_reg_dun_foither	TEXT_DISPLAY	LOOKUP[sw_foreign_crisis_level_up]
